col_1,col_2,col_3,division
,Senator In The General Assembly 8th District - Democrat,Representative In Congress 1st District - Democrat,All
,Anthony Hardy Williams,Robert A Brady,All
Anthony Hardy Williams,307,"2,672",All
Robert A Brady,,213,All
Total,"2,979","2,885",All
,Senator In The General Assembly 8th District - Democrat,Representative In Congress 1st District - Democrat,1
,Anthony Hardy Williams,Robert A Brady,1
Anthony Hardy Williams,8,35,1
Robert A Brady,,2,1
Total,43,37,1
,Senator In The General Assembly 8th District - Democrat,Representative In Congress 1st District - Democrat,2
,Anthony Hardy Williams,Robert A Brady,2
Anthony Hardy Williams,5,55,2
Robert A Brady,,5,2
Total,60,60,2
,Representative In Congress 1st District - Democrat,Senator In The General Assembly 8th District - Democrat,3
,Robert A Brady,Anthony Hardy Williams,3
Robert A Brady,7,134,3
Anthony Hardy Williams,,5,3
Total,141,139,3
,Senator In The General Assembly 8th District - Democrat,Representative In Congress 1st District - Democrat,4
,Anthony Hardy Williams,Robert A Brady,4
Anthony Hardy Williams,3,85,4
Robert A Brady,,2,4
Total,88,87,4
,Senator In The General Assembly 8th District - Democrat,Representative In Congress 1st District - Democrat,5
,Anthony Hardy Williams,Robert A Brady,5
Anthony Hardy Williams,18,104,5
Robert A Brady,,5,5
Total,122,109,5
,Senator In The General Assembly 8th District - Democrat,Representative In Congress 1st District - Democrat,6
,Anthony Hardy Williams,Robert A Brady,6
Anthony Hardy Williams,3,40,6
Robert A Brady,,1,6
Total,43,41,6
,Senator In The General Assembly 8th District - Democrat,Representative In Congress 1st District - Democrat,7
,Anthony Hardy Williams,Robert A Brady,7
Anthony Hardy Williams,13,87,7
Robert A Brady,,2,7
Total,100,89,7
,Senator In The General Assembly 8th District - Democrat,Representative In Congress 1st District - Democrat,8
,Anthony Hardy Williams,Robert A Brady,8
Anthony Hardy Williams,6,50,8
Robert A Brady,,4,8
Total,56,54,8
,Senator In The General Assembly 8th District - Democrat,Representative In Congress 1st District - Democrat,9
,Anthony Hardy Williams,Robert A Brady,9
Anthony Hardy Williams,9,68,9
Robert A Brady,,3,9
Total,77,71,9
,Senator In The General Assembly 8th District - Democrat,Representative In Congress 1st District - Democrat,10
,Anthony Hardy Williams,Robert A Brady,10
Anthony Hardy Williams,3,28,10
Robert A Brady,,1,10
Total,31,29,10
,Senator In The General Assembly 8th District - Democrat,Representative In Congress 1st District - Democrat,11
,Anthony Hardy Williams,Robert A Brady,11
Anthony Hardy Williams,2,58,11
Robert A Brady,,0,11
Total,60,58,11
,Senator In The General Assembly 8th District - Democrat,Representative In Congress 1st District - Democrat,12
,Anthony Hardy Williams,Robert A Brady,12
Anthony Hardy Williams,6,41,12
Robert A Brady,,3,12
Total,47,44,12
,Senator In The General Assembly 8th District - Democrat,Representative In Congress 1st District - Democrat,13
,Anthony Hardy Williams,Robert A Brady,13
Anthony Hardy Williams,3,56,13
Robert A Brady,,2,13
Total,59,58,13
,Senator In The General Assembly 8th District - Democrat,Representative In Congress 1st District - Democrat,14
,Anthony Hardy Williams,Robert A Brady,14
Anthony Hardy Williams,4,56,14
Robert A Brady,,0,14
Total,60,56,14
,Senator In The General Assembly 8th District - Democrat,Representative In Congress 1st District - Democrat,15
,Anthony Hardy Williams,Robert A Brady,15
Anthony Hardy Williams,10,39,15
Robert A Brady,,5,15
Total,49,44,15
,Representative In Congress 1st District - Democrat,Senator In The General Assembly 8th District - Democrat,16
,Robert A Brady,Anthony Hardy Williams,16
Robert A Brady,4,31,16
Anthony Hardy Williams,,0,16
Total,35,31,16
,Senator In The General Assembly 8th District - Democrat,Representative In Congress 1st District - Democrat,17
,Anthony Hardy Williams,Robert A Brady,17
Anthony Hardy Williams,5,43,17
Robert A Brady,,3,17
Total,48,46,17
,Senator In The General Assembly 8th District - Democrat,Representative In Congress 1st District - Democrat,18
,Anthony Hardy Williams,Robert A Brady,18
Anthony Hardy Williams,5,23,18
Robert A Brady,,5,18
Total,28,28,18
,Senator In The General Assembly 8th District - Democrat,Representative In Congress 1st District - Democrat,19
,Anthony Hardy Williams,Robert A Brady,19
Anthony Hardy Williams,4,30,19
Robert A Brady,,0,19
Total,34,30,19
,Senator In The General Assembly 8th District - Democrat,Representative In Congress 1st District - Democrat,20
,Anthony Hardy Williams,Robert A Brady,20
Anthony Hardy Williams,5,31,20
Robert A Brady,,2,20
Total,36,33,20
,Representative In Congress 1st District - Democrat,Senator In The General Assembly 8th District - Democrat,21
,Robert A Brady,Anthony Hardy Williams,21
Robert A Brady,3,14,21
Anthony Hardy Williams,,1,21
Total,17,15,21
,Senator In The General Assembly 8th District - Democrat,Representative In Congress 1st District - Democrat,22
,Anthony Hardy Williams,Robert A Brady,22
Anthony Hardy Williams,4,28,22
Robert A Brady,,2,22
Total,32,30,22
,Representative In Congress 1st District - Democrat,Senator In The General Assembly 8th District - Democrat,23
,Robert A Brady,Anthony Hardy Williams,23
Robert A Brady,2,34,23
Anthony Hardy Williams,,1,23
Total,36,35,23
,Senator In The General Assembly 8th District - Democrat,Representative In Congress 1st District - Democrat,24
,Anthony Hardy Williams,Robert A Brady,24
Anthony Hardy Williams,9,51,24
Robert A Brady,,5,24
Total,60,56,24
,Senator In The General Assembly 8th District - Democrat,Representative In Congress 1st District - Democrat,25
,Anthony Hardy Williams,Robert A Brady,25
Anthony Hardy Williams,4,49,25
Robert A Brady,,1,25
Total,53,50,25
,Senator In The General Assembly 8th District - Democrat,Representative In Congress 1st District - Democrat,26
,Anthony Hardy Williams,Robert A Brady,26
Anthony Hardy Williams,5,33,26
Robert A Brady,,1,26
Total,38,34,26
,Senator In The General Assembly 8th District - Democrat,Representative In Congress 1st District - Democrat,27
,Anthony Hardy Williams,Robert A Brady,27
Anthony Hardy Williams,5,40,27
Robert A Brady,,2,27
Total,45,42,27
,Senator In The General Assembly 8th District - Democrat,Representative In Congress 1st District - Democrat,28
,Anthony Hardy Williams,Robert A Brady,28
Anthony Hardy Williams,5,80,28
Robert A Brady,,0,28
Total,85,80,28
,Senator In The General Assembly 8th District - Democrat,Representative In Congress 1st District - Democrat,29
,Anthony Hardy Williams,Robert A Brady,29
Anthony Hardy Williams,7,42,29
Robert A Brady,,2,29
Total,49,44,29
