col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,division
,Representative In The General Assembly 173rd District - Democrat,,,Member Of - Democratic State Committee 5th Senatorial District,,,,,,,All
,Mike Driscoll,Paul Definis,Dennis Kilderry,Kathy Enggasser,Louis Farinella,Barbara A Deeley,Mary Ann Quartullo,Patrick Parkinson,Larry King,Jacqulyne Scott,All
Mike Driscoll,646,0,0,532,465,343,317,289,10,9,All
Paul Definis,,144,0,223,171,118,104,117,1,6,All
Dennis Kilderry,,,85,116,113,85,75,72,8,0,All
Kathy Enggasser,,,,9,427,414,400,394,18,14,All
Louis Farinella,,,,,4,382,382,372,19,15,All
Barbara A Deeley,,,,,,3,389,369,19,14,All
Mary Ann Quartullo,,,,,,,0,362,17,13,All
Patrick Parkinson,,,,,,,,10,18,13,All
Larry King,,,,,,,,,1,1,All
Jacqulyne Scott,,,,,,,,,,0,All
Total,"1,524",472,283,880,753,550,497,490,20,15,All
,Representative In The General Assembly 173rd District - Democrat,,,Member Of - Democratic State Committee 5th Senatorial District,,,,,,,1
,Mike Driscoll,Paul Definis,Dennis Kilderry,Kathy Enggasser,Louis Farinella,Barbara A Deeley,Mary Ann Quartullo,Patrick Parkinson,Larry King,Jacqulyne Scott,1
Mike Driscoll,48,0,0,39,34,28,24,20,1,0,1
Paul Definis,,15,0,7,9,5,5,5,0,0,1
Dennis Kilderry,,,8,4,6,5,4,5,0,0,1
Kathy Enggasser,,,,0,26,27,25,23,1,0,1
Louis Farinella,,,,,1,24,24,22,1,0,1
Barbara A Deeley,,,,,,0,26,23,1,0,1
Mary Ann Quartullo,,,,,,,0,22,1,0,1
Patrick Parkinson,,,,,,,,0,1,0,1
Larry King,,,,,,,,,0,0,1
Jacqulyne Scott,,,,,,,,,,0,1
Total,123,26,17,50,50,38,33,30,1,0,1
,Representative In The General Assembly 173rd District - Democrat,,,Member Of - Democratic State Committee 5th Senatorial District,,,,,,,2
,Mike Driscoll,Paul Definis,Dennis Kilderry,Kathy Enggasser,Louis Farinella,Barbara A Deeley,Mary Ann Quartullo,Patrick Parkinson,Larry King,Jacqulyne Scott,2
Mike Driscoll,49,0,0,27,23,17,15,9,0,0,2
Paul Definis,,15,0,10,13,6,8,9,0,0,2
Dennis Kilderry,,,3,6,4,3,4,2,1,0,2
Kathy Enggasser,,,,0,24,21,22,17,1,0,2
Louis Farinella,,,,,0,18,22,18,1,0,2
Barbara A Deeley,,,,,,1,19,14,1,0,2
Mary Ann Quartullo,,,,,,,0,18,1,0,2
Patrick Parkinson,,,,,,,,2,1,0,2
Larry King,,,,,,,,,0,0,2
Jacqulyne Scott,,,,,,,,,,0,2
Total,92,30,11,43,40,27,27,22,1,0,2
,Representative In The General Assembly 173rd District - Democrat,,,Member Of - Democratic State Committee 5th Senatorial District,,,,,,,3
,Mike Driscoll,Paul Definis,Dennis Kilderry,Kathy Enggasser,Louis Farinella,Barbara A Deeley,Patrick Parkinson,Mary Ann Quartullo,Larry King,Jacqulyne Scott,3
Mike Driscoll,8,0,0,10,8,5,5,3,0,0,3
Paul Definis,,5,0,5,4,4,3,2,0,0,3
Dennis Kilderry,,,0,4,4,6,3,4,1,0,3
Kathy Enggasser,,,,0,9,11,9,8,1,0,3
Louis Farinella,,,,,0,9,7,8,1,0,3
Barbara A Deeley,,,,,,0,9,8,1,0,3
Patrick Parkinson,,,,,,,1,7,1,0,3
Mary Ann Quartullo,,,,,,,,0,1,0,3
Larry King,,,,,,,,,0,0,3
Jacqulyne Scott,,,,,,,,,,0,3
Total,29,11,6,19,16,15,12,9,1,0,3
,Representative In The General Assembly 173rd District - Democrat,,,Member Of - Democratic State Committee 5th Senatorial District,,,,,,,4
,Mike Driscoll,Paul Definis,Dennis Kilderry,Louis Farinella,Kathy Enggasser,Barbara A Deeley,Mary Ann Quartullo,Patrick Parkinson,Jacqulyne Scott,Larry King,4
Mike Driscoll,87,0,0,62,61,51,46,37,2,1,4
Paul Definis,,3,0,13,13,4,6,6,0,0,4
Dennis Kilderry,,,4,7,6,8,6,5,0,0,4
Louis Farinella,,,,1,47,43,42,41,2,1,4
Kathy Enggasser,,,,,2,45,46,44,1,1,4
Barbara A Deeley,,,,,,0,43,42,1,1,4
Mary Ann Quartullo,,,,,,,0,40,0,0,4
Patrick Parkinson,,,,,,,,0,1,1,4
Jacqulyne Scott,,,,,,,,,0,1,4
Larry King,,,,,,,,,,0,4
Total,198,22,15,83,82,64,58,49,2,1,4
,Representative In The General Assembly 173rd District - Democrat,,,Member Of - Democratic State Committee 5th Senatorial District,,,,,,,5
,Mike Driscoll,Paul Definis,Dennis Kilderry,Louis Farinella,Kathy Enggasser,Barbara A Deeley,Mary Ann Quartullo,Patrick Parkinson,Jacqulyne Scott,Larry King,5
Mike Driscoll,5,0,0,8,6,5,5,3,0,0,5
Paul Definis,,5,0,3,4,2,2,1,1,0,5
Dennis Kilderry,,,1,3,3,1,0,0,0,0,5
Louis Farinella,,,,0,8,5,6,4,1,0,5
Kathy Enggasser,,,,,0,5,5,4,1,0,5
Barbara A Deeley,,,,,,0,5,4,1,0,5
Mary Ann Quartullo,,,,,,,0,4,1,0,5
Patrick Parkinson,,,,,,,,0,1,0,5
Jacqulyne Scott,,,,,,,,,0,0,5
Larry King,,,,,,,,,,0,5
Total,18,10,6,14,13,8,7,4,1,0,5
,Representative In The General Assembly 173rd District - Democrat,,,Member Of - Democratic State Committee 5th Senatorial District,,,,,,,6
,Paul Definis,Mike Driscoll,Dennis Kilderry,Kathy Enggasser,Patrick Parkinson,Mary Ann Quartullo,Louis Farinella,Barbara A Deeley,Jacqulyne Scott,Larry King,6
Paul Definis,5,0,0,5,3,2,4,2,0,0,6
Mike Driscoll,,4,0,3,3,3,0,1,0,0,6
Dennis Kilderry,,,0,1,1,1,0,0,0,0,6
Kathy Enggasser,,,,1,3,4,2,3,0,0,6
Patrick Parkinson,,,,,0,4,2,2,0,0,6
Mary Ann Quartullo,,,,,,0,2,3,0,0,6
Louis Farinella,,,,,,,0,2,0,0,6
Barbara A Deeley,,,,,,,,0,0,0,6
Jacqulyne Scott,,,,,,,,,0,0,6
Larry King,,,,,,,,,,0,6
Total,13,10,2,10,7,6,4,3,0,0,6
,Representative In The General Assembly 173rd District - Democrat,,,Member Of - Democratic State Committee 5th Senatorial District,,,,,,,7
,Mike Driscoll,Paul Definis,Dennis Kilderry,Kathy Enggasser,Louis Farinella,Patrick Parkinson,Barbara A Deeley,Mary Ann Quartullo,Jacqulyne Scott,Larry King,7
Mike Driscoll,77,0,0,47,51,29,28,24,1,0,7
Paul Definis,,5,0,15,7,5,4,5,0,0,7
Dennis Kilderry,,,6,10,10,7,8,5,0,1,7
Kathy Enggasser,,,,0,36,28,29,27,1,1,7
Louis Farinella,,,,,0,31,34,30,1,1,7
Patrick Parkinson,,,,,,0,31,28,1,1,7
Barbara A Deeley,,,,,,,0,30,1,1,7
Mary Ann Quartullo,,,,,,,,0,1,1,7
Jacqulyne Scott,,,,,,,,,0,0,7
Larry King,,,,,,,,,,0,7
Total,160,25,22,72,68,41,40,34,1,1,7
,Representative In The General Assembly 173rd District - Democrat,,,Member Of - Democratic State Committee 5th Senatorial District,,,,,,,8
,Mike Driscoll,Paul Definis,Dennis Kilderry,Kathy Enggasser,Barbara A Deeley,Louis Farinella,Patrick Parkinson,Mary Ann Quartullo,Jacqulyne Scott,Larry King,8
Mike Driscoll,10,0,0,13,9,11,11,6,0,0,8
Paul Definis,,12,0,14,8,5,4,4,1,0,8
Dennis Kilderry,,,0,1,2,1,1,1,0,0,8
Kathy Enggasser,,,,0,12,11,11,10,1,0,8
Barbara A Deeley,,,,,0,11,12,10,1,0,8
Louis Farinella,,,,,,0,10,10,1,0,8
Patrick Parkinson,,,,,,,0,9,1,0,8
Mary Ann Quartullo,,,,,,,,0,1,0,8
Jacqulyne Scott,,,,,,,,,0,0,8
Larry King,,,,,,,,,,0,8
Total,32,31,2,28,19,17,16,11,1,0,8
,Representative In The General Assembly 173rd District - Democrat,,,Member Of - Democratic State Committee 5th Senatorial District,,,,,,,9
,Mike Driscoll,Paul Definis,Dennis Kilderry,Kathy Enggasser,Louis Farinella,Barbara A Deeley,Mary Ann Quartullo,Patrick Parkinson,Jacqulyne Scott,Larry King,9
Mike Driscoll,22,0,0,24,17,16,11,11,0,0,9
Paul Definis,,12,0,17,11,8,9,8,0,0,9
Dennis Kilderry,,,5,7,8,5,6,5,0,0,9
Kathy Enggasser,,,,0,23,21,20,21,0,0,9
Louis Farinella,,,,,1,19,21,22,0,0,9
Barbara A Deeley,,,,,,0,21,19,0,0,9
Mary Ann Quartullo,,,,,,,0,20,0,0,9
Patrick Parkinson,,,,,,,,1,0,0,9
Jacqulyne Scott,,,,,,,,,0,0,9
Larry King,,,,,,,,,,0,9
Total,59,34,16,48,37,29,27,26,0,0,9
,Representative In The General Assembly 173rd District - Democrat,,,Member Of - Democratic State Committee 5th Senatorial District,,,,,,,10
,Mike Driscoll,Dennis Kilderry,Paul Definis,Louis Farinella,Kathy Enggasser,Barbara A Deeley,Mary Ann Quartullo,Patrick Parkinson,Larry King,Jacqulyne Scott,10
Mike Driscoll,22,0,0,40,41,28,28,29,2,1,10
Dennis Kilderry,,1,0,6,5,6,5,3,0,0,10
Paul Definis,,,3,5,3,1,2,1,0,0,10
Louis Farinella,,,,0,31,29,31,30,2,1,10
Kathy Enggasser,,,,,0,29,28,29,2,1,10
Barbara A Deeley,,,,,,0,30,27,2,1,10
Mary Ann Quartullo,,,,,,,0,27,2,1,10
