col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,division
,Member Of - Democratic State Committee 1st Senatorial District,,,,,,,,,Governor - Democrat,,,,1
,Darrell L Clarke,Matthew D Myers,Micah Mahjoubian,Marylouise Isaacson,Michelle L Rumbaugh,Nekisha Fulton,Domenick demuro,Albert C Littlepage,Thomas J Rumbaugh,Tom Wolf,Allyson Y Schwartz,Robert M Mccord,Katie Mcginty,1
Darrell L Clarke,0,58,52,45,38,38,38,24,17,91,28,8,4,1
Matthew D Myers,,0,59,54,43,47,48,31,29,46,24,8,3,1
Micah Mahjoubian,,,0,53,43,45,43,27,25,39,27,3,2,1
Marylouise Isaacson,,,,0,53,52,53,32,28,29,30,5,3,1
Michelle L Rumbaugh,,,,,0,45,42,29,23,25,24,4,3,1
Nekisha Fulton,,,,,,0,44,31,25,26,21,5,3,1
Domenick demuro,,,,,,,0,27,24,24,22,5,3,1
Albert C Littlepage,,,,,,,,0,22,14,13,5,2,1
Thomas J Rumbaugh,,,,,,,,,0,16,9,4,3,1
Tom Wolf,,,,,,,,,,10,0,0,0,1
Allyson Y Schwartz,,,,,,,,,,,6,0,0,1
Robert M Mccord,,,,,,,,,,,,5,0,1
Katie Mcginty,,,,,,,,,,,,,1,1
Total,131,81,71,67,56,55,54,34,32,115,50,18,6,1
,Member Of - Democratic State Committee 1st Senatorial District,,,,,,,,,Governor - Democrat,,,,2
,Darrell L Clarke,Matthew D Myers,Marylouise Isaacson,Michelle L Rumbaugh,Micah Mahjoubian,Nekisha Fulton,Domenick demuro,Albert C Littlepage,Thomas J Rumbaugh,Tom Wolf,Allyson Y Schwartz,Robert M Mccord,Katie Mcginty,2
Darrell L Clarke,1,58,49,46,45,42,34,28,20,64,29,7,7,2
Matthew D Myers,,0,48,44,47,44,36,30,20,42,19,5,2,2
Marylouise Isaacson,,,0,45,41,44,36,29,18,28,23,5,2,2
Michelle L Rumbaugh,,,,0,35,41,32,29,18,25,21,4,3,2
Micah Mahjoubian,,,,,0,37,34,25,16,30,15,5,1,2
Nekisha Fulton,,,,,,0,32,27,18,26,17,4,1,2
Domenick demuro,,,,,,,1,25,15,23,12,4,2,2
Albert C Littlepage,,,,,,,,0,14,14,14,3,2,2
Thomas J Rumbaugh,,,,,,,,,0,10,9,2,2,2
Tom Wolf,,,,,,,,,,15,0,0,0,2
Allyson Y Schwartz,,,,,,,,,,,6,0,0,2
Robert M Mccord,,,,,,,,,,,,2,0,2
Katie Mcginty,,,,,,,,,,,,,1,2
Total,110,70,58,53,51,48,42,33,23,87,41,11,8,2
,Member Of - Democratic State Committee 1st Senatorial District,,,,,,,,,Governor - Democrat,,,,3
,Darrell L Clarke,Marylouise Isaacson,Matthew D Myers,Micah Mahjoubian,Michelle L Rumbaugh,Domenick demuro,Nekisha Fulton,Thomas J Rumbaugh,Albert C Littlepage,Tom Wolf,Allyson Y Schwartz,Robert M Mccord,Katie Mcginty,3
Darrell L Clarke,0,36,39,35,32,31,28,20,19,33,22,16,5,3
Marylouise Isaacson,,0,42,39,42,39,35,29,27,20,17,11,6,3
Matthew D Myers,,,0,43,38,37,31,28,26,22,17,8,5,3
Micah Mahjoubian,,,,0,36,34,32,23,25,23,16,7,6,3
Michelle L Rumbaugh,,,,,0,33,32,26,25,18,17,8,4,3
Domenick demuro,,,,,,0,30,25,24,15,13,7,6,3
Nekisha Fulton,,,,,,,0,21,22,13,14,7,7,3
Thomas J Rumbaugh,,,,,,,,0,22,10,11,7,3,3
Albert C Littlepage,,,,,,,,,0,8,10,7,4,3
Tom Wolf,,,,,,,,,,12,0,0,0,3
Allyson Y Schwartz,,,,,,,,,,,9,0,0,3
Robert M Mccord,,,,,,,,,,,,5,0,3
Katie Mcginty,,,,,,,,,,,,,0,3
Total,76,54,52,52,47,41,41,31,29,57,43,24,8,3
,Member Of - Democratic State Committee 1st Senatorial District,,,,,,,,,Governor - Democrat,,,,4
,Darrell L Clarke,Matthew D Myers,Micah Mahjoubian,Marylouise Isaacson,Michelle L Rumbaugh,Domenick demuro,Albert C Littlepage,Nekisha Fulton,Thomas J Rumbaugh,Tom Wolf,Allyson Y Schwartz,Robert M Mccord,Katie Mcginty,4
Darrell L Clarke,0,37,34,30,26,25,21,21,15,29,16,7,1,4
Matthew D Myers,,0,36,35,29,29,23,24,19,26,16,6,3,4
Micah Mahjoubian,,,0,34,28,27,22,21,14,22,18,6,1,4
Marylouise Isaacson,,,,0,35,31,26,27,20,21,19,5,0,4
Michelle L Rumbaugh,,,,,0,27,22,26,19,15,18,4,0,4
Domenick demuro,,,,,,0,23,24,16,14,14,5,0,4
Albert C Littlepage,,,,,,,0,19,14,13,11,4,0,4
Nekisha Fulton,,,,,,,,0,16,12,12,4,0,4
Thomas J Rumbaugh,,,,,,,,,0,9,11,1,0,4
Tom Wolf,,,,,,,,,,10,0,0,0,4
Allyson Y Schwartz,,,,,,,,,,,11,0,0,4
Robert M Mccord,,,,,,,,,,,,5,0,4
Katie Mcginty,,,,,,,,,,,,,3,4
Total,53,51,47,45,37,33,28,28,21,51,36,14,6,4
,Member Of - Democratic State Committee 1st Senatorial District,,,,,,,,,Governor - Democrat,,,,5
,Darrell L Clarke,Marylouise Isaacson,Micah Mahjoubian,Domenick demuro,Matthew D Myers,Michelle L Rumbaugh,Nekisha Fulton,Albert C Littlepage,Thomas J Rumbaugh,Tom Wolf,Allyson Y Schwartz,Robert M Mccord,Katie Mcginty,5
Darrell L Clarke,0,33,30,29,33,28,20,19,17,32,32,13,4,5
Marylouise Isaacson,,0,37,35,32,35,28,23,22,16,23,6,3,5
Micah Mahjoubian,,,0,33,30,30,21,20,19,18,19,6,2,5
Domenick demuro,,,,0,31,32,25,23,22,19,15,7,2,5
Matthew D Myers,,,,,0,28,20,20,18,13,17,9,3,5
Michelle L Rumbaugh,,,,,,0,25,23,19,16,18,4,4,5
Nekisha Fulton,,,,,,,0,19,17,8,13,6,3,5
Albert C Littlepage,,,,,,,,0,18,7,11,5,2,5
Thomas J Rumbaugh,,,,,,,,,0,10,10,3,2,5
Tom Wolf,,,,,,,,,,16,0,0,0,5
Allyson Y Schwartz,,,,,,,,,,,11,0,0,5
Robert M Mccord,,,,,,,,,,,,6,0,5
Katie Mcginty,,,,,,,,,,,,,1,5
Total,81,48,45,43,42,42,30,25,25,62,51,22,6,5
,Member Of - Democratic State Committee 1st Senatorial District,,,,,,,,,Governor - Democrat,,,,6
,Darrell L Clarke,Matthew D Myers,Marylouise Isaacson,Micah Mahjoubian,Michelle L Rumbaugh,Domenick demuro,Nekisha Fulton,Albert C Littlepage,Thomas J Rumbaugh,Tom Wolf,Allyson Y Schwartz,Robert M Mccord,Katie Mcginty,6
Darrell L Clarke,0,98,88,78,72,64,65,53,51,69,81,34,4,6
Matthew D Myers,,0,82,80,67,70,64,56,56,61,52,25,3,6
Marylouise Isaacson,,,0,73,81,72,74,64,54,39,65,19,4,6
Micah Mahjoubian,,,,0,58,53,58,45,42,41,46,24,2,6
Michelle L Rumbaugh,,,,,0,57,60,47,40,23,48,18,2,6
Domenick demuro,,,,,,0,57,52,45,22,44,16,4,6
Nekisha Fulton,,,,,,,0,46,38,23,40,14,1,6
Albert C Littlepage,,,,,,,,0,40,15,37,14,4,6
Thomas J Rumbaugh,,,,,,,,,0,18,30,13,1,6
Tom Wolf,,,,,,,,,,47,0,0,0,6
Allyson Y Schwartz,,,,,,,,,,,26,0,0,6
Robert M Mccord,,,,,,,,,,,,23,0,6
Katie Mcginty,,,,,,,,,,,,,7,6
Total,188,141,127,113,91,87,78,70,63,159,135,74,15,6
,Member Of - Democratic State Committee 1st Senatorial District,,,,,,,,,Governor - Democrat,,,,7
,Darrell L Clarke,Micah Mahjoubian,Matthew D Myers,Marylouise Isaacson,Domenick demuro,Nekisha Fulton,Michelle L Rumbaugh,Albert C Littlepage,Thomas J Rumbaugh,Tom Wolf,Allyson Y Schwartz,Katie Mcginty,Robert M Mccord,7
Darrell L Clarke,0,32,28,23,18,20,18,12,8,45,17,5,6,7
Micah Mahjoubian,,0,27,24,18,20,19,13,9,24,7,3,4,7
Matthew D Myers,,,0,18,14,18,15,10,7,20,7,2,3,7
Marylouise Isaacson,,,,0,22,21,20,17,9,13,12,3,3,7
Domenick demuro,,,,,0,15,13,15,9,11,10,4,2,7
Nekisha Fulton,,,,,,0,20,12,8,14,8,2,2,7
Michelle L Rumbaugh,,,,,,,0,10,5,13,6,2,1,7
Albert C Littlepage,,,,,,,,0,9,5,8,2,3,7
Thomas J Rumbaugh,,,,,,,,,0,3,4,1,2,7
Tom Wolf,,,,,,,,,,13,0,0,0,7
Allyson Y Schwartz,,,,,,,,,,,3,0,0,7
Katie Mcginty,,,,,,,,,,,,0,0,7
Robert M Mccord,,,,,,,,,,,,,0,7
Total,73,38,32,31,27,26,22,18,10,67,27,8,6,7
,Member Of - Democratic State Committee 1st Senatorial District,,,,,,,,,Governor - Democrat,,,,8
,Darrell L Clarke,Marylouise Isaacson,Matthew D Myers,Michelle L Rumbaugh,Micah Mahjoubian,Nekisha Fulton,Domenick demuro,Albert C Littlepage,Thomas J Rumbaugh,Tom Wolf,Allyson Y Schwartz,Robert M Mccord,Katie Mcginty,8
Darrell L Clarke,0,41,42,35,35,30,30,27,19,39,23,10,3,8
Marylouise Isaacson,,0,38,41,35,36,33,26,22,19,20,9,4,8
Matthew D Myers,,,0,33,38,29,32,28,23,22,17,6,2,8
Michelle L Rumbaugh,,,,0,31,32,29,22,18,16,17,9,4,8
Micah Mahjoubian,,,,,0,26,29,23,19,18,17,7,1,8
Nekisha Fulton,,,,,,0,26,19,14,11,16,6,4,8
Domenick demuro,,,,,,,0,23,19,14,13,6,2,8
Albert C Littlepage,,,,,,,,0,16,11,11,6,2,8
Thomas J Rumbaugh,,,,,,,,,0,6,12,4,1,8
Tom Wolf,,,,,,,,,,9,0,0,0,8
Allyson Y Schwartz,,,,,,,,,,,12,0,0,8
Robert M Mccord,,,,,,,,,,,,5,0,8
Katie Mcginty,,,,,,,,,,,,,5,8
Total,75,52,47,46,43,37,35,30,23,53,40,20,9,8
,Governor - Democrat,,,,Member Of - Democratic State Committee 1st Senatorial District,,,,,,,,,9
,Tom Wolf,Allyson Y Schwartz,Robert M Mccord,Katie Mcginty,Darrell L Clarke,Marylouise Isaacson,Matthew D Myers,Michelle L Rumbaugh,Micah Mahjoubian,Nekisha Fulton,Domenick demuro,Albert C Littlepage,Thomas J Rumbaugh,9
Tom Wolf,25,0,0,0,37,16,19,16,16,8,10,11,7,9
Allyson Y Schwartz,,17,0,0,24,24,18,22,19,21,16,9,10,9
Robert M Mccord,,,7,0,10,4,6,5,4,4,4,3,4,9
Katie Mcginty,,,,2,1,3,3,3,4,3,4,1,2,9
Darrell L Clarke,,,,,0,31,31,31,27,25,22,14,15,9
Marylouise Isaacson,,,,,,0,31,38,25,31,24,19,19,9
Matthew D Myers,,,,,,,0,34,30,24,28,21,21,9
Michelle L Rumbaugh,,,,,,,,0,27,32,26,21,22,9
Micah Mahjoubian,,,,,,,,,0,21,22,15,19,9
Nekisha Fulton,,,,,,,,,,0,20,15,15,9
Domenick demuro,,,,,,,,,,,1,18,17,9
Albert C Littlepage,,,,,,,,,,,,0,16,9
Thomas J Rumbaugh,,,,,,,,,,,,,0,9
Total,74,51,22,9,72,47,46,46,43,36,35,24,23,9
,Member Of - Democratic State Committee 1st Senatorial District,,,,,,,,,Governor - Democrat,,,,10
,Darrell L Clarke,Micah Mahjoubian,Matthew D Myers,Marylouise Isaacson,Michelle L Rumbaugh,Nekisha Fulton,Domenick demuro,Albert C Littlepage,Thomas J Rumbaugh,Tom Wolf,Allyson Y Schwartz,Robert M Mccord,Katie Mcginty,10
Darrell L Clarke,0,48,47,29,29,30,22,12,10,51,19,15,3,10
Micah Mahjoubian,,0,46,30,29,30,24,14,11,40,10,10,2,10
Matthew D Myers,,,0,30,30,29,25,14,11,35,10,8,1,10
Marylouise Isaacson,,,,0,27,26,27,16,11,16,8,8,3,10
Michelle L Rumbaugh,,,,,0,27,22,13,10,18,7,6,1,10
Nekisha Fulton,,,,,,0,20,12,9,17,8,6,1,10
Domenick demuro,,,,,,,0,12,6,13,7,5,2,10
Albert C Littlepage,,,,,,,,0,7,6,5,4,2,10
Thomas J Rumbaugh,,,,,,,,,0,4,4,3,0,10
Tom Wolf,,,,,,,,,,6,0,0,0,10
Allyson Y Schwartz,,,,,,,,,,,3,0,0,10
Robert M Mccord,,,,,,,,,,,,4,0,10
Katie Mcginty,,,,,,,,,,,,,0,10
Total,88,62,54,35,32,32,27,17,11,71,27,21,4,10
,Member Of - Democratic State Committee 1st Senatorial District,,,,,,,,,Governor - Democrat,,,,11
,Darrell L Clarke,Matthew D Myers,Micah Mahjoubian,Marylouise Isaacson,Nekisha Fulton,Michelle L Rumbaugh,Domenick demuro,Albert C Littlepage,Thomas J Rumbaugh,Tom Wolf,Allyson Y Schwartz,Robert M Mccord,Katie Mcginty,11
