col_1,col_2,col_3,division
,Representative In Congress 1st District - Republican,Representative In The General Assembly 173rd District - Republican,All
,Megan Rath,Mike Tomlinson,All
Megan Rath,5,47,All
Mike Tomlinson,,3,All
Total,52,50,All
,Representative In The General Assembly 173rd District - Republican,Representative In Congress 1st District - Republican,4
,Mike Tomlinson,Megan Rath,4
Mike Tomlinson,1,9,4
Megan Rath,,0,4
Total,10,9,4
,Representative In Congress 1st District - Republican,Representative In The General Assembly 173rd District - Republican,5
,Megan Rath,Mike Tomlinson,5
Megan Rath,1,4,5
Mike Tomlinson,,0,5
Total,5,4,5
,Representative In Congress 1st District - Republican,Representative In The General Assembly 173rd District - Republican,7
,Megan Rath,Mike Tomlinson,7
Megan Rath,1,12,7
Mike Tomlinson,,0,7
Total,13,12,7
,Representative In Congress 1st District - Republican,Representative In The General Assembly 173rd District - Republican,26
,Megan Rath,Mike Tomlinson,26
Megan Rath,3,8,26
Mike Tomlinson,,2,26
Total,11,10,26
,Representative In Congress 1st District - Republican,Representative In The General Assembly 173rd District - Republican,28
,Megan Rath,Mike Tomlinson,28
Megan Rath,0,14,28
Mike Tomlinson,,0,28
Total,14,14,28
