col_1,col_2,col_3,col_4,col_5,col_6,col_7,division
,Member Of - Democratic State Committee 7th Senatorial District,,,,,,1
,Ken Washington,Jacque Whaumbush,Kathryn S Huggins,Lisa Rhodes,Monica Maria Djerassi,Willie Jordan,1
Ken Washington,6,10,12,11,10,11,1
Jacque Whaumbush,,5,9,9,9,9,1
Kathryn S Huggins,,,2,12,11,11,1
Lisa Rhodes,,,,1,11,11,1
Monica Maria Djerassi,,,,,2,10,1
Willie Jordan,,,,,,1,1
Total,19,15,15,13,13,12,1
,Member Of - Democratic State Committee 7th Senatorial District,,,,,,2
,Ken Washington,Jacque Whaumbush,Lisa Rhodes,Kathryn S Huggins,Monica Maria Djerassi,Willie Jordan,2
Ken Washington,23,36,33,36,34,32,2
Jacque Whaumbush,,9,34,33,32,29,2
Lisa Rhodes,,,4,33,33,29,2
Kathryn S Huggins,,,,3,33,30,2
Monica Maria Djerassi,,,,,2,30,2
Willie Jordan,,,,,,3,2
Total,66,48,41,40,38,36,2
,Member Of - Democratic State Committee 7th Senatorial District,,,,,,3
,Ken Washington,Kathryn S Huggins,Jacque Whaumbush,Willie Jordan,Monica Maria Djerassi,Lisa Rhodes,3
Ken Washington,14,9,11,9,9,8,3
Kathryn S Huggins,,3,10,10,10,10,3
Jacque Whaumbush,,,0,9,10,9,3
Willie Jordan,,,,1,9,9,3
Monica Maria Djerassi,,,,,1,9,3
Lisa Rhodes,,,,,,0,3
Total,26,15,12,12,11,10,3
,Member Of - Democratic State Committee 7th Senatorial District,,,,,,4
,Ken Washington,Jacque Whaumbush,Monica Maria Djerassi,Kathryn S Huggins,Lisa Rhodes,Willie Jordan,4
Ken Washington,27,19,15,13,14,14,4
Jacque Whaumbush,,7,15,12,14,13,4
Monica Maria Djerassi,,,2,14,14,13,4
Kathryn S Huggins,,,,1,13,12,4
Lisa Rhodes,,,,,1,13,4
Willie Jordan,,,,,,2,4
Total,48,26,19,18,17,17,4
,Member Of - Democratic State Committee 7th Senatorial District,,,,,,8
,Ken Washington,Kathryn S Huggins,Lisa Rhodes,Jacque Whaumbush,Monica Maria Djerassi,Willie Jordan,8
Ken Washington,14,15,15,14,13,12,8
Kathryn S Huggins,,4,17,15,14,13,8
Lisa Rhodes,,,1,15,13,12,8
Jacque Whaumbush,,,,2,13,12,8
Monica Maria Djerassi,,,,,1,12,8
Willie Jordan,,,,,,2,8
Total,29,22,18,17,15,15,8
,Member Of - Democratic State Committee 7th Senatorial District,,,,,,9
,Ken Washington,Jacque Whaumbush,Kathryn S Huggins,Lisa Rhodes,Monica Maria Djerassi,Willie Jordan,9
Ken Washington,35,44,48,48,46,48,9
Jacque Whaumbush,,12,42,43,41,39,9
Kathryn S Huggins,,,6,46,45,45,9
Lisa Rhodes,,,,5,45,44,9
Monica Maria Djerassi,,,,,5,44,9
Willie Jordan,,,,,,2,9
Total,89,56,56,54,53,52,9
,Member Of - Democratic State Committee 7th Senatorial District,,,,,,12
,Ken Washington,Jacque Whaumbush,Lisa Rhodes,Monica Maria Djerassi,Kathryn S Huggins,Willie Jordan,12
Ken Washington,13,20,21,20,20,18,12
Jacque Whaumbush,,7,17,20,20,18,12
Lisa Rhodes,,,2,19,18,16,12
Monica Maria Djerassi,,,,1,20,18,12
Kathryn S Huggins,,,,,0,19,12
Willie Jordan,,,,,,4,12
Total,38,29,24,24,23,23,12
,Member Of - Democratic State Committee 7th Senatorial District,,,,,,13
,Ken Washington,Lisa Rhodes,Willie Jordan,Jacque Whaumbush,Monica Maria Djerassi,Kathryn S Huggins,13
Ken Washington,17,24,25,21,22,22,13
Lisa Rhodes,,3,25,17,22,21,13
Willie Jordan,,,2,17,22,19,13
Jacque Whaumbush,,,,7,19,19,13
Monica Maria Djerassi,,,,,3,21,13
Kathryn S Huggins,,,,,,2,13
Total,47,31,30,28,28,25,13
,Member Of - Democratic State Committee 7th Senatorial District,,,,,,23
,Ken Washington,Jacque Whaumbush,Kathryn S Huggins,Monica Maria Djerassi,Willie Jordan,Lisa Rhodes,23
Ken Washington,17,27,25,21,22,20,23
Jacque Whaumbush,,7,22,22,21,18,23
Kathryn S Huggins,,,5,24,27,22,23
Monica Maria Djerassi,,,,3,22,18,23
Willie Jordan,,,,,0,23,23
Lisa Rhodes,,,,,,0,23
Total,51,38,36,29,29,24,23
,Member Of - Democratic State Committee 7th Senatorial District,,,,,,All
,Ken Washington,Jacque Whaumbush,Kathryn S Huggins,Lisa Rhodes,Monica Maria Djerassi,Willie Jordan,All
Ken Washington,166,202,200,194,190,191,All
Jacque Whaumbush,,56,182,176,181,167,All
Kathryn S Huggins,,,26,192,192,186,All
Lisa Rhodes,,,,17,184,182,All
Monica Maria Djerassi,,,,,20,180,All
Willie Jordan,,,,,,17,All
Total,413,269,250,232,230,226,All
