col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,division
,Lieutenant Governor - Democrat,,,,,Member Of - Democratic State Committee 4th Senatorial District,,,,,,,,1
,Mike Stack,Brad Koplinski,Mark Smith,Brandon P Neuman,Mark Critz,Cindy Bass,Sherrie Cohen,M Karen Bojar,Ron Couser,Janet Thompson,Jalila D Parker,Bill Durham,Nedia S Ralston,1
Mike Stack,32,0,0,0,0,184,142,124,123,82,72,72,27,1
Brad Koplinski,,7,0,0,0,15,13,9,6,5,3,4,4,1
Mark Smith,,,2,0,0,4,6,1,3,5,3,5,1,1
Brandon P Neuman,,,,0,0,7,6,3,1,5,4,1,4,1
Mark Critz,,,,,1,5,3,4,3,3,2,3,1,1
Cindy Bass,,,,,,7,139,129,130,93,64,78,29,1
Sherrie Cohen,,,,,,,3,102,93,59,44,47,27,1
M Karen Bojar,,,,,,,,0,101,61,34,54,19,1
Ron Couser,,,,,,,,,1,77,45,75,19,1
Janet Thompson,,,,,,,,,,0,46,67,21,1
Jalila D Parker,,,,,,,,,,,0,35,27,1
Bill Durham,,,,,,,,,,,,0,17,1
Nedia S Ralston,,,,,,,,,,,,,1,1
Total,262,26,12,8,6,229,178,142,140,104,87,86,38,1
,Lieutenant Governor - Democrat,,,,,Member Of - Democratic State Committee 4th Senatorial District,,,,,,,,2
,Mike Stack,Mark Smith,Brad Koplinski,Brandon P Neuman,Mark Critz,Cindy Bass,Janet Thompson,M Karen Bojar,Ron Couser,Bill Durham,Sherrie Cohen,Jalila D Parker,Nedia S Ralston,2
Mike Stack,20,0,0,0,0,182,119,126,114,108,89,75,37,2
Mark Smith,,1,0,0,0,5,6,2,4,5,6,5,4,2
Brad Koplinski,,,0,0,0,9,4,4,5,5,3,2,3,2
Brandon P Neuman,,,,1,0,5,5,3,5,3,3,3,3,2
Mark Critz,,,,,1,1,0,0,0,0,0,0,0,2
Cindy Bass,,,,,,12,130,122,121,114,76,69,34,2
Janet Thompson,,,,,,,0,99,108,108,52,56,27,2
M Karen Bojar,,,,,,,,0,100,93,56,35,24,2
Ron Couser,,,,,,,,,1,103,56,42,25,2
Bill Durham,,,,,,,,,,0,48,44,25,2
Sherrie Cohen,,,,,,,,,,,1,45,31,2
Jalila D Parker,,,,,,,,,,,,0,35,2
Nedia S Ralston,,,,,,,,,,,,,0,2
Total,237,11,9,8,2,219,138,138,134,123,106,86,48,2
,Lieutenant Governor - Democrat,,,,,Member Of - Democratic State Committee 4th Senatorial District,,,,,,,,3
,Mike Stack,Mark Smith,Brad Koplinski,Brandon P Neuman,Mark Critz,Cindy Bass,Jalila D Parker,Sherrie Cohen,Janet Thompson,Ron Couser,Bill Durham,Nedia S Ralston,M Karen Bojar,3
