col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,division
,Representative In Congress 13th District - Democrat,,,,Representative In The General Assembly 197th District - Democrat,,,,All
,Brendan F Boyle,Marjorie Margolies,Val Arkoosh,Daylin Leach,Leslie Acosta,Danilo R Burgos,Ben Ramos,Jose P Miranda,All
Brendan F Boyle,21,0,0,0,187,59,75,7,All
Marjorie Margolies,,16,0,0,29,92,23,9,All
Val Arkoosh,,,7,0,24,26,16,2,All
Daylin Leach,,,,3,7,10,6,2,All
Leslie Acosta,,,,,60,0,0,0,All
Danilo R Burgos,,,,,,49,0,0,All
Ben Ramos,,,,,,,35,0,All
Jose P Miranda,,,,,,,,1,All
Total,349,169,75,28,307,236,155,21,All
,Representative In Congress 13th District - Democrat,,,,Representative In The General Assembly 197th District - Democrat,,,,2
,Brendan F Boyle,Marjorie Margolies,Val Arkoosh,Daylin Leach,Leslie Acosta,Danilo R Burgos,Ben Ramos,Jose P Miranda,2
Brendan F Boyle,1,0,0,0,20,5,5,1,2
Marjorie Margolies,,2,0,0,0,1,3,0,2
Val Arkoosh,,,2,0,1,2,0,0,2
Daylin Leach,,,,0,0,2,2,0,2
Leslie Acosta,,,,,7,0,0,0,2
Danilo R Burgos,,,,,,5,0,0,2
Ben Ramos,,,,,,,2,0,2
Jose P Miranda,,,,,,,,0,2
Total,32,6,5,4,28,15,12,1,2
,Representative In Congress 13th District - Democrat,,,,Representative In The General Assembly 197th District - Democrat,,,,3
,Brendan F Boyle,Marjorie Margolies,Val Arkoosh,Daylin Leach,Leslie Acosta,Ben Ramos,Danilo R Burgos,Jose P Miranda,3
Brendan F Boyle,0,0,0,0,26,8,6,0,3
Marjorie Margolies,,0,0,0,1,1,7,2,3
Val Arkoosh,,,1,0,0,3,0,0,3
Daylin Leach,,,,0,0,1,0,0,3
Leslie Acosta,,,,,9,0,0,0,3
Ben Ramos,,,,,,3,0,0,3
Danilo R Burgos,,,,,,,2,0,3
Jose P Miranda,,,,,,,,0,3
Total,40,11,4,1,36,16,15,2,3
,Representative In The General Assembly 197th District - Democrat,,,,Representative In Congress 13th District - Democrat,,,,4
,Danilo R Burgos,Ben Ramos,Leslie Acosta,Jose P Miranda,Marjorie Margolies,Brendan F Boyle,Val Arkoosh,Daylin Leach,4
Danilo R Burgos,6,0,0,0,12,0,3,1,4
Ben Ramos,,4,0,0,3,4,3,0,4
Leslie Acosta,,,2,0,1,8,0,0,4
Jose P Miranda,,,,0,1,0,0,0,4
Marjorie Margolies,,,,,0,0,0,0,4
Brendan F Boyle,,,,,,1,0,0,4
Val Arkoosh,,,,,,,0,0,4
Daylin Leach,,,,,,,,0,4
Total,22,14,11,1,17,13,6,1,4
,Representative In Congress 13th District - Democrat,,,,Representative In The General Assembly 197th District - Democrat,,,,5
,Brendan F Boyle,Marjorie Margolies,Val Arkoosh,Daylin Leach,Leslie Acosta,Danilo R Burgos,Ben Ramos,Jose P Miranda,5
Brendan F Boyle,4,0,0,0,22,10,12,0,5
Marjorie Margolies,,2,0,0,3,8,1,2,5
Val Arkoosh,,,0,0,1,1,2,0,5
Daylin Leach,,,,0,0,1,0,0,5
