col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,division
,Representative In Congress 13th District - Democrat,,,,Governor - Democrat,,,,All
,Brendan F Boyle,Marjorie Margolies,Val Arkoosh,Daylin Leach,Tom Wolf,Allyson Y Schwartz,Robert M Mccord,Katie Mcginty,All
Brendan F Boyle,56,0,0,0,868,530,182,61,All
Marjorie Margolies,,11,0,0,113,239,28,32,All
Val Arkoosh,,,14,0,113,51,44,16,All
Daylin Leach,,,,3,24,34,22,5,All
Tom Wolf,,,,,91,0,0,0,All
Allyson Y Schwartz,,,,,,52,0,0,All
Robert M Mccord,,,,,,,20,0,All
Katie Mcginty,,,,,,,,4,All
Total,"1,697",423,238,88,"1,209",906,296,118,All
,Representative In Congress 13th District - Democrat,,,,Governor - Democrat,,,,1
,Brendan F Boyle,Marjorie Margolies,Val Arkoosh,Daylin Leach,Allyson Y Schwartz,Tom Wolf,Robert M Mccord,Katie Mcginty,1
Brendan F Boyle,0,0,0,0,37,25,8,2,1
Marjorie Margolies,,0,0,0,5,3,2,0,1
Val Arkoosh,,,1,0,2,6,0,0,1
Daylin Leach,,,,0,4,1,2,1,1
Allyson Y Schwartz,,,,,0,0,0,0,1
Tom Wolf,,,,,,4,0,0,1
Robert M Mccord,,,,,,,2,0,1
Katie Mcginty,,,,,,,,0,1
Total,72,10,9,8,48,39,14,3,1
,Representative In Congress 13th District - Democrat,,,,Governor - Democrat,,,,2
,Brendan F Boyle,Marjorie Margolies,Daylin Leach,Val Arkoosh,Tom Wolf,Allyson Y Schwartz,Robert M Mccord,Katie Mcginty,2
Brendan F Boyle,3,0,0,0,33,22,13,6,2
Marjorie Margolies,,1,0,0,3,2,1,2,2
Daylin Leach,,,0,0,2,1,1,1,2
Val Arkoosh,,,,0,2,2,0,1,2
Tom Wolf,,,,,0,0,0,0,2
Allyson Y Schwartz,,,,,,2,0,0,2
Robert M Mccord,,,,,,,1,0,2
Katie Mcginty,,,,,,,,1,2
Total,77,9,5,5,40,29,16,11,2
,Representative In Congress 13th District - Democrat,,,,Governor - Democrat,,,,3
,Brendan F Boyle,Val Arkoosh,Marjorie Margolies,Daylin Leach,Tom Wolf,Allyson Y Schwartz,Robert M Mccord,Katie Mcginty,3
Brendan F Boyle,5,0,0,0,32,24,10,1,3
Val Arkoosh,,0,0,0,3,2,0,1,3
Marjorie Margolies,,,0,0,1,4,0,0,3
Daylin Leach,,,,0,1,0,1,0,3
Tom Wolf,,,,,1,0,0,0,3
Allyson Y Schwartz,,,,,,0,0,0,3
Robert M Mccord,,,,,,,0,0,3
Katie Mcginty,,,,,,,,0,3
Total,72,6,5,2,38,30,11,2,3
,Representative In Congress 13th District - Democrat,,,,Governor - Democrat,,,,4
,Brendan F Boyle,Marjorie Margolies,Daylin Leach,Val Arkoosh,Tom Wolf,Allyson Y Schwartz,Robert M Mccord,Katie Mcginty,4
Brendan F Boyle,2,0,0,0,22,14,4,0,4
Marjorie Margolies,,0,0,0,3,7,1,0,4
Daylin Leach,,,0,0,1,3,1,0,4
Val Arkoosh,,,,0,2,1,2,0,4
Tom Wolf,,,,,3,0,0,0,4
Allyson Y Schwartz,,,,,,2,0,0,4
Robert M Mccord,,,,,,,0,0,4
Katie Mcginty,,,,,,,,1,4
Total,42,11,5,5,31,27,8,1,4
,Representative In Congress 13th District - Democrat,,,,Governor - Democrat,,,,5
,Brendan F Boyle,Marjorie Margolies,Val Arkoosh,Daylin Leach,Tom Wolf,Allyson Y Schwartz,Robert M Mccord,Katie Mcginty,5
Brendan F Boyle,5,0,0,0,52,32,9,5,5
Marjorie Margolies,,1,0,0,6,8,2,3,5
Val Arkoosh,,,1,0,4,2,2,1,5
Daylin Leach,,,,0,2,2,1,0,5
Tom Wolf,,,,,5,0,0,0,5
Allyson Y Schwartz,,,,,,3,0,0,5
Robert M Mccord,,,,,,,1,0,5
Katie Mcginty,,,,,,,,1,5
Total,103,20,10,5,69,47,15,10,5
,Representative In Congress 13th District - Democrat,,,,Governor - Democrat,,,,6
,Brendan F Boyle,Marjorie Margolies,Val Arkoosh,Daylin Leach,Tom Wolf,Allyson Y Schwartz,Robert M Mccord,Katie Mcginty,6
Brendan F Boyle,2,0,0,0,32,21,8,3,6
Marjorie Margolies,,0,0,0,5,10,1,4,6
Val Arkoosh,,,1,0,4,4,2,0,6
Daylin Leach,,,,0,0,2,0,0,6
Tom Wolf,,,,,2,0,0,0,6
Allyson Y Schwartz,,,,,,5,0,0,6
Robert M Mccord,,,,,,,0,0,6
Katie Mcginty,,,,,,,,0,6
Total,66,20,11,2,43,42,11,7,6
,Representative In Congress 13th District - Democrat,,,,Governor - Democrat,,,,7
,Brendan F Boyle,Marjorie Margolies,Val Arkoosh,Daylin Leach,Tom Wolf,Allyson Y Schwartz,Robert M Mccord,Katie Mcginty,7
Brendan F Boyle,4,0,0,0,37,30,8,4,7
Marjorie Margolies,,0,0,0,5,10,2,1,7
Val Arkoosh,,,1,0,8,2,5,1,7
Daylin Leach,,,,1,3,1,2,0,7
Tom Wolf,,,,,2,0,0,0,7
Allyson Y Schwartz,,,,,,0,0,0,7
Robert M Mccord,,,,,,,0,0,7
Katie Mcginty,,,,,,,,0,7
Total,83,18,17,7,55,43,17,6,7
,Representative In Congress 13th District - Democrat,,,,Governor - Democrat,,,,8
,Brendan F Boyle,Marjorie Margolies,Val Arkoosh,Daylin Leach,Allyson Y Schwartz,Tom Wolf,Robert M Mccord,Katie Mcginty,8
Brendan F Boyle,0,0,0,0,30,37,3,5,8
Marjorie Margolies,,0,0,0,10,3,2,0,8
Val Arkoosh,,,0,0,4,4,1,0,8
Daylin Leach,,,,1,2,1,2,0,8
Allyson Y Schwartz,,,,,0,0,0,0,8
Tom Wolf,,,,,,1,0,0,8
Robert M Mccord,,,,,,,1,0,8
Katie Mcginty,,,,,,,,0,8
Total,75,15,9,6,46,46,9,5,8
,Representative In Congress 13th District - Democrat,,,,Governor - Democrat,,,,9
,Brendan F Boyle,Marjorie Margolies,Val Arkoosh,Daylin Leach,Allyson Y Schwartz,Tom Wolf,Robert M Mccord,Katie Mcginty,9
Brendan F Boyle,3,0,0,0,30,33,8,3,9
Marjorie Margolies,,0,0,0,17,6,4,0,9
Val Arkoosh,,,0,0,3,6,0,0,9
Daylin Leach,,,,0,3,2,1,0,9
Allyson Y Schwartz,,,,,0,0,0,0,9
Tom Wolf,,,,,,6,0,0,9
Robert M Mccord,,,,,,,0,0,9
Katie Mcginty,,,,,,,,0,9
Total,77,27,9,6,53,53,13,3,9
,Representative In Congress 13th District - Democrat,,,,Governor - Democrat,,,,10
,Brendan F Boyle,Marjorie Margolies,Val Arkoosh,Daylin Leach,Tom Wolf,Allyson Y Schwartz,Robert M Mccord,Katie Mcginty,10
Brendan F Boyle,1,0,0,0,23,18,8,0,10
Marjorie Margolies,,0,0,0,11,11,0,2,10
Val Arkoosh,,,1,0,2,4,0,0,10
Daylin Leach,,,,0,0,2,0,0,10
Tom Wolf,,,,,2,0,0,0,10
Allyson Y Schwartz,,,,,,2,0,0,10
Robert M Mccord,,,,,,,1,0,10
Katie Mcginty,,,,,,,,0,10
Total,50,24,7,2,38,37,9,2,10
,Representative In Congress 13th District - Democrat,,,,Governor - Democrat,,,,11
,Brendan F Boyle,Marjorie Margolies,Val Arkoosh,Daylin Leach,Tom Wolf,Allyson Y Schwartz,Robert M Mccord,Katie Mcginty,11
Brendan F Boyle,2,0,0,0,32,22,6,1,11
Marjorie Margolies,,0,0,0,5,15,0,0,11
Val Arkoosh,,,1,0,5,1,1,0,11
Daylin Leach,,,,0,1,0,1,0,11
Tom Wolf,,,,,3,0,0,0,11
Allyson Y Schwartz,,,,,,2,0,0,11
Robert M Mccord,,,,,,,1,0,11
Katie Mcginty,,,,,,,,1,11
Total,63,20,8,2,46,40,9,2,11
,Representative In Congress 13th District - Democrat,,,,Governor - Democrat,,,,12
,Brendan F Boyle,Marjorie Margolies,Val Arkoosh,Daylin Leach,Tom Wolf,Allyson Y Schwartz,Robert M Mccord,Katie Mcginty,12
Brendan F Boyle,2,0,0,0,29,17,7,2,12
Marjorie Margolies,,1,0,0,3,7,1,1,12
Val Arkoosh,,,0,0,4,1,3,0,12
Daylin Leach,,,,0,3,0,0,0,12
Tom Wolf,,,,,6,0,0,0,12
Allyson Y Schwartz,,,,,,4,0,0,12
Robert M Mccord,,,,,,,1,0,12
Katie Mcginty,,,,,,,,0,12
Total,57,13,8,3,45,29,12,3,12
,Representative In Congress 13th District - Democrat,,,,Governor - Democrat,,,,13
,Brendan F Boyle,Marjorie Margolies,Daylin Leach,Val Arkoosh,Tom Wolf,Allyson Y Schwartz,Robert M Mccord,Katie Mcginty,13
Brendan F Boyle,0,0,0,0,40,13,8,3,13
Marjorie Margolies,,0,0,0,8,12,3,1,13
Daylin Leach,,,0,0,0,2,2,1,13
Val Arkoosh,,,,0,4,0,0,1,13
Tom Wolf,,,,,4,0,0,0,13
Allyson Y Schwartz,,,,,,3,0,0,13
Robert M Mccord,,,,,,,1,0,13
Katie Mcginty,,,,,,,,0,13
Total,64,24,5,5,56,30,14,6,13
,Governor - Democrat,,,,Representative In Congress 13th District - Democrat,,,,14
,Allyson Y Schwartz,Tom Wolf,Robert M Mccord,Katie Mcginty,Marjorie Margolies,Brendan F Boyle,Val Arkoosh,Daylin Leach,14
Allyson Y Schwartz,5,0,0,0,20,7,0,1,14
Tom Wolf,,2,0,0,5,17,3,0,14
Robert M Mccord,,,0,0,0,4,2,0,14
Katie Mcginty,,,,0,4,1,0,0,14
Marjorie Margolies,,,,,1,0,0,0,14
Brendan F Boyle,,,,,,0,0,0,14
Val Arkoosh,,,,,,,1,0,14
Daylin Leach,,,,,,,,0,14
Total,33,27,6,5,30,29,6,1,14
,Representative In Congress 13th District - Democrat,,,,Governor - Democrat,,,,15
,Brendan F Boyle,Marjorie Margolies,Val Arkoosh,Daylin Leach,Tom Wolf,Allyson Y Schwartz,Robert M Mccord,Katie Mcginty,15
Brendan F Boyle,1,0,0,0,24,16,3,0,15
Marjorie Margolies,,0,0,0,5,6,1,0,15
Val Arkoosh,,,0,0,1,0,3,0,15
Daylin Leach,,,,0,0,0,1,0,15
Tom Wolf,,,,,1,0,0,0,15
Allyson Y Schwartz,,,,,,2,0,0,15
Robert M Mccord,,,,,,,0,0,15
Katie Mcginty,,,,,,,,0,15
Total,44,12,4,1,31,24,8,0,15
,Representative In Congress 13th District - Democrat,,,,Governor - Democrat,,,,16
,Brendan F Boyle,Marjorie Margolies,Val Arkoosh,Daylin Leach,Tom Wolf,Allyson Y Schwartz,Robert M Mccord,Katie Mcginty,16
Brendan F Boyle,1,0,0,0,16,12,9,1,16
Marjorie Margolies,,0,0,0,2,2,1,1,16
Val Arkoosh,,,1,0,1,1,0,0,16
Daylin Leach,,,,0,0,0,0,0,16
Tom Wolf,,,,,1,0,0,0,16
Allyson Y Schwartz,,,,,,1,0,0,16
Robert M Mccord,,,,,,,1,0,16
Katie Mcginty,,,,,,,,0,16
Total,39,6,3,0,20,16,11,2,16
,Representative In Congress 13th District - Democrat,,,,Governor - Democrat,,,,17
,Brendan F Boyle,Marjorie Margolies,Val Arkoosh,Daylin Leach,Tom Wolf,Allyson Y Schwartz,Katie Mcginty,Robert M Mccord,17
Brendan F Boyle,0,0,0,0,10,1,2,0,17
Marjorie Margolies,,0,0,0,0,2,0,0,17
Val Arkoosh,,,0,0,1,1,0,0,17
Daylin Leach,,,,0,0,0,0,0,17
Tom Wolf,,,,,0,0,0,0,17
Allyson Y Schwartz,,,,,,0,0,0,17
Katie Mcginty,,,,,,,0,0,17
Robert M Mccord,,,,,,,,0,17
Total,13,2,2,0,11,4,2,0,17
,Representative In Congress 13th District - Democrat,,,,Governor - Democrat,,,,18
,Brendan F Boyle,Marjorie Margolies,Val Arkoosh,Daylin Leach,Tom Wolf,Allyson Y Schwartz,Robert M Mccord,Katie Mcginty,18
Brendan F Boyle,3,0,0,0,38,14,6,2,18
Marjorie Margolies,,0,0,0,1,5,0,0,18
Val Arkoosh,,,0,0,2,0,2,1,18
Daylin Leach,,,,0,0,0,0,2,18
Tom Wolf,,,,,3,0,0,0,18
Allyson Y Schwartz,,,,,,0,0,0,18
Robert M Mccord,,,,,,,0,0,18
Katie Mcginty,,,,,,,,0,18
Total,63,6,5,2,44,19,8,5,18
,Representative In Congress 13th District - Democrat,,,,Governor - Democrat,,,,19
,Brendan F Boyle,Marjorie Margolies,Val Arkoosh,Daylin Leach,Tom Wolf,Allyson Y Schwartz,Robert M Mccord,Katie Mcginty,19
Brendan F Boyle,5,0,0,0,37,20,4,1,19
Marjorie Margolies,,0,0,0,1,5,0,1,19
Val Arkoosh,,,0,0,3,0,2,1,19
Daylin Leach,,,,1,0,3,0,0,19
Tom Wolf,,,,,3,0,0,0,19
Allyson Y Schwartz,,,,,,1,0,0,19
Robert M Mccord,,,,,,,1,0,19
Katie Mcginty,,,,,,,,0,19
Total,67,7,6,4,44,29,7,3,19
,Representative In Congress 13th District - Democrat,,,,Governor - Democrat,,,,20
,Brendan F Boyle,Marjorie Margolies,Val Arkoosh,Daylin Leach,Tom Wolf,Allyson Y Schwartz,Robert M Mccord,Katie Mcginty,20
Brendan F Boyle,0,0,0,0,27,14,8,2,20
Marjorie Margolies,,1,0,0,4,5,1,2,20
Val Arkoosh,,,0,0,2,1,1,1,20
Daylin Leach,,,,0,2,0,1,0,20
Tom Wolf,,,,,2,0,0,0,20
