col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,division
,Member Of - Democratic State Committee 7th Senatorial District,,,,,,Member Of - Democratic State Committee 3rd Senatorial District,,,,,,,,,,,All
,Jacque Whaumbush,Ken Washington,Kathryn S Huggins,Monica Maria Djerassi,Lisa Rhodes,Willie Jordan,Louis Agre,David Rodriguez,Karen Voss,Barbara Carroll,Latrice Y Bryant,Elaine Tomlin,Gwen Collins,Edward M Lloyd Jr,Ruth I Birchett,Humberto Perez,Dawn Thomas,All
Jacque Whaumbush,360,702,711,697,701,655,0,0,0,0,0,0,0,0,0,0,0,All
Ken Washington,,201,670,658,664,652,0,0,0,0,0,0,0,0,0,0,0,All
Kathryn S Huggins,,,74,733,746,661,0,0,0,0,0,0,0,0,0,0,0,All
Monica Maria Djerassi,,,,89,723,650,0,0,0,0,0,0,0,0,0,0,0,All
Lisa Rhodes,,,,,35,644,0,0,0,0,0,0,0,0,0,0,0,All
Willie Jordan,,,,,,34,0,0,0,0,0,0,0,0,0,0,0,All
Louis Agre,,,,,,,322,439,456,444,375,437,426,405,350,384,2,All
David Rodriguez,,,,,,,,62,491,490,462,472,467,475,388,453,1,All
Karen Voss,,,,,,,,,29,545,440,526,521,436,439,423,1,All
Barbara Carroll,,,,,,,,,,10,441,534,535,436,459,421,1,All
Latrice Y Bryant,,,,,,,,,,,72,418,434,404,347,359,3,All
Elaine Tomlin,,,,,,,,,,,,13,500,422,442,413,3,All
Gwen Collins,,,,,,,,,,,,,13,420,420,406,2,All
Edward M Lloyd Jr,,,,,,,,,,,,,,40,357,383,2,All
Ruth I Birchett,,,,,,,,,,,,,,,7,342,1,All
Humberto Perez,,,,,,,,,,,,,,,,12,1,All
Dawn Thomas,,,,,,,,,,,,,,,,,1,All
Total,"1,184",966,906,886,841,738,896,693,684,665,650,634,629,590,526,523,5,All
