col_1,col_2,col_3,col_4,col_5,col_6,col_7,division
,Representative In The General Assembly 180th District - Democrat,,Member Of - Democratic State Committee 2nd Senatorial District,,,,All
,Angel L Cruz,Quetcy Lozada,Marnie Aument Loughrey,James Harrity,Donna J Derose,Frank T Brzozowski,All
Angel L Cruz,887,0,171,168,57,44,All
Quetcy Lozada,,261,108,90,59,35,All
Marnie Aument Loughrey,,,16,92,60,49,All
James Harrity,,,,10,44,49,All
Donna J Derose,,,,,3,42,All
Frank T Brzozowski,,,,,,2,All
Total,"1,210",455,297,269,120,83,All
,Representative In The General Assembly 180th District - Democrat,,Member Of - Democratic State Committee 2nd Senatorial District,,,,1
,Angel L Cruz,Quetcy Lozada,Marnie Aument Loughrey,James Harrity,Donna J Derose,Frank T Brzozowski,1
Angel L Cruz,53,0,10,7,1,0,1
Quetcy Lozada,,17,6,5,5,3,1
Marnie Aument Loughrey,,,1,5,2,1,1
James Harrity,,,,0,2,1,1
Donna J Derose,,,,,0,2,1
Frank T Brzozowski,,,,,,0,1
Total,70,28,17,12,6,3,1
,Representative In The General Assembly 180th District - Democrat,,Member Of - Democratic State Committee 2nd Senatorial District,,,,2
,Angel L Cruz,Quetcy Lozada,Marnie Aument Loughrey,James Harrity,Donna J Derose,Frank T Brzozowski,2
Angel L Cruz,19,0,2,1,0,0,2
Quetcy Lozada,,8,2,3,0,0,2
Marnie Aument Loughrey,,,1,2,0,0,2
James Harrity,,,,0,0,0,2
Donna J Derose,,,,,0,0,2
Frank T Brzozowski,,,,,,0,2
Total,22,11,5,4,0,0,2
,Representative In The General Assembly 180th District - Democrat,,Member Of - Democratic State Committee 2nd Senatorial District,,,,4
,Angel L Cruz,Quetcy Lozada,James Harrity,Marnie Aument Loughrey,Donna J Derose,Frank T Brzozowski,4
Angel L Cruz,52,0,11,12,3,5,4
Quetcy Lozada,,16,11,11,6,4,4
James Harrity,,,3,8,4,5,4
Marnie Aument Loughrey,,,,1,7,7,4
Donna J Derose,,,,,0,4,4
Frank T Brzozowski,,,,,,0,4
Total,74,35,25,24,9,9,4
,Representative In The General Assembly 180th District - Democrat,,Member Of - Democratic State Committee 2nd Senatorial District,,,,5
,Angel L Cruz,Quetcy Lozada,James Harrity,Marnie Aument Loughrey,Frank T Brzozowski,Donna J Derose,5
Angel L Cruz,95,0,15,13,6,2,5
Quetcy Lozada,,24,7,6,0,2,5
James Harrity,,,0,6,4,2,5
Marnie Aument Loughrey,,,,0,3,2,5
Frank T Brzozowski,,,,,0,3,5
Donna J Derose,,,,,,0,5
Total,120,37,22,19,7,5,5
,Representative In The General Assembly 180th District - Democrat,,Member Of - Democratic State Committee 2nd Senatorial District,,,,6
,Quetcy Lozada,Angel L Cruz,Marnie Aument Loughrey,James Harrity,Donna J Derose,Frank T Brzozowski,6
Quetcy Lozada,25,0,16,13,9,8,6
Angel L Cruz,,38,9,9,5,3,6
Marnie Aument Loughrey,,,0,10,9,7,6
James Harrity,,,,0,7,6,6
Donna J Derose,,,,,1,6,6
Frank T Brzozowski,,,,,,0,6
Total,54,53,26,22,15,12,6
,Representative In The General Assembly 180th District - Democrat,,Member Of - Democratic State Committee 2nd Senatorial District,,,,7
,Angel L Cruz,Quetcy Lozada,Marnie Aument Loughrey,Donna J Derose,James Harrity,Frank T Brzozowski,7
Angel L Cruz,26,0,7,3,3,0,7
Quetcy Lozada,,8,4,2,1,0,7
Marnie Aument Loughrey,,,1,3,1,0,7
Donna J Derose,,,,0,0,0,7
James Harrity,,,,,1,0,7
Frank T Brzozowski,,,,,,0,7
Total,37,13,12,5,5,0,7
,Representative In The General Assembly 180th District - Democrat,,Member Of - Democratic State Committee 2nd Senatorial District,,,,8
,Angel L Cruz,Quetcy Lozada,James Harrity,Marnie Aument Loughrey,Donna J Derose,Frank T Brzozowski,8
Angel L Cruz,49,0,17,14,7,7,8
Quetcy Lozada,,3,5,6,1,0,8
James Harrity,,,2,10,5,6,8
Marnie Aument Loughrey,,,,2,4,5,8
Donna J Derose,,,,,0,4,8
Frank T Brzozowski,,,,,,0,8
Total,76,12,24,22,8,7,8
,Representative In The General Assembly 180th District - Democrat,,Member Of - Democratic State Committee 2nd Senatorial District,,,,9
,Angel L Cruz,Quetcy Lozada,Marnie Aument Loughrey,James Harrity,Donna J Derose,Frank T Brzozowski,9
Angel L Cruz,13,0,10,8,4,4,9
Quetcy Lozada,,5,4,4,4,2,9
Marnie Aument Loughrey,,,0,5,7,4,9
James Harrity,,,,1,3,4,9
Donna J Derose,,,,,0,4,9
Frank T Brzozowski,,,,,,0,9
Total,26,15,14,13,8,6,9
,Representative In The General Assembly 180th District - Democrat,,Member Of - Democratic State Committee 2nd Senatorial District,,,,10
,Angel L Cruz,Quetcy Lozada,Marnie Aument Loughrey,James Harrity,Donna J Derose,Frank T Brzozowski,10
Angel L Cruz,18,0,10,7,2,2,10
Quetcy Lozada,,13,6,0,0,0,10
Marnie Aument Loughrey,,,3,3,2,2,10
James Harrity,,,,0,1,2,10
Donna J Derose,,,,,0,1,10
Frank T Brzozowski,,,,,,0,10
Total,32,19,19,7,2,2,10
,Representative In The General Assembly 180th District - Democrat,,Member Of - Democratic State Committee 2nd Senatorial District,,,,11
,Angel L Cruz,Quetcy Lozada,Marnie Aument Loughrey,James Harrity,Donna J Derose,Frank T Brzozowski,11
Angel L Cruz,87,0,8,6,3,3,11
Quetcy Lozada,,16,3,1,2,1,11
Marnie Aument Loughrey,,,2,2,2,1,11
James Harrity,,,,1,2,1,11
Donna J Derose,,,,,0,2,11
Frank T Brzozowski,,,,,,0,11
Total,102,22,13,8,5,4,11
,Representative In The General Assembly 180th District - Democrat,,Member Of - Democratic State Committee 2nd Senatorial District,,,,12
,Quetcy Lozada,Angel L Cruz,Marnie Aument Loughrey,James Harrity,Donna J Derose,Frank T Brzozowski,12
Quetcy Lozada,31,0,9,9,9,6,12
Angel L Cruz,,33,6,5,0,0,12
Marnie Aument Loughrey,,,0,6,6,6,12
James Harrity,,,,0,6,6,12
Donna J Derose,,,,,0,6,12
Frank T Brzozowski,,,,,,0,12
Total,46,44,15,14,9,6,12
,Representative In The General Assembly 180th District - Democrat,,Member Of - Democratic State Committee 2nd Senatorial District,,,,13
,Angel L Cruz,Quetcy Lozada,James Harrity,Marnie Aument Loughrey,Donna J Derose,Frank T Brzozowski,13
Angel L Cruz,13,0,5,3,1,0,13
Quetcy Lozada,,7,2,1,0,0,13
James Harrity,,,0,0,0,0,13
Marnie Aument Loughrey,,,,0,1,0,13
Donna J Derose,,,,,0,0,13
Frank T Brzozowski,,,,,,0,13
Total,21,10,7,4,1,0,13
,Representative In The General Assembly 180th District - Democrat,,Member Of - Democratic State Committee 2nd Senatorial District,,,,14
,Angel L Cruz,Quetcy Lozada,James Harrity,Marnie Aument Loughrey,Donna J Derose,Frank T Brzozowski,14
Angel L Cruz,50,0,16,14,4,3,14
Quetcy Lozada,,12,2,4,2,2,14
James Harrity,,,0,6,3,3,14
Marnie Aument Loughrey,,,,0,4,3,14
Donna J Derose,,,,,0,3,14
Frank T Brzozowski,,,,,,0,14
Total,76,20,18,18,6,5,14
,Representative In The General Assembly 180th District - Democrat,,Member Of - Democratic State Committee 2nd Senatorial District,,,,15
,Angel L Cruz,Quetcy Lozada,Donna J Derose,Marnie Aument Loughrey,James Harrity,Frank T Brzozowski,15
Angel L Cruz,41,0,1,3,3,0,15
Quetcy Lozada,,8,4,3,0,0,15
Donna J Derose,,,2,2,0,0,15
Marnie Aument Loughrey,,,,1,1,0,15
James Harrity,,,,,0,0,15
Frank T Brzozowski,,,,,,0,15
Total,47,13,7,7,3,0,15
,Representative In The General Assembly 180th District - Democrat,,Member Of - Democratic State Committee 2nd Senatorial District,,,,16
,Angel L Cruz,Quetcy Lozada,Marnie Aument Loughrey,James Harrity,Donna J Derose,Frank T Brzozowski,16
Angel L Cruz,27,0,8,8,4,0,16
Quetcy Lozada,,2,5,1,2,0,16
Marnie Aument Loughrey,,,0,3,1,0,16
James Harrity,,,,1,1,0,16
Donna J Derose,,,,,0,0,16
Frank T Brzozowski,,,,,,0,16
Total,44,8,13,10,6,0,16
,Representative In The General Assembly 180th District - Democrat,,Member Of - Democratic State Committee 2nd Senatorial District,,,,17
,Angel L Cruz,Quetcy Lozada,Donna J Derose,James Harrity,Marnie Aument Loughrey,Frank T Brzozowski,17
Angel L Cruz,62,0,3,4,1,1,17
Quetcy Lozada,,13,2,1,3,1,17
Donna J Derose,,,0,1,0,0,17
James Harrity,,,,0,1,1,17
Marnie Aument Loughrey,,,,,0,1,17
Frank T Brzozowski,,,,,,1,17
Total,70,18,5,5,4,3,17
,Representative In The General Assembly 180th District - Democrat,,Member Of - Democratic State Committee 2nd Senatorial District,,,,18
,Angel L Cruz,Quetcy Lozada,Marnie Aument Loughrey,James Harrity,Frank T Brzozowski,Donna J Derose,18
Angel L Cruz,40,0,11,10,1,3,18
Quetcy Lozada,,13,7,6,4,1,18
Marnie Aument Loughrey,,,1,4,3,2,18
James Harrity,,,,1,3,2,18
Frank T Brzozowski,,,,,0,2,18
Donna J Derose,,,,,,0,18
Total,61,25,19,17,5,4,18
,Representative In The General Assembly 180th District - Democrat,,Member Of - Democratic State Committee 2nd Senatorial District,,,,19
,Angel L Cruz,Quetcy Lozada,James Harrity,Marnie Aument Loughrey,Donna J Derose,Frank T Brzozowski,19
Angel L Cruz,48,0,6,5,1,1,19
Quetcy Lozada,,8,2,2,1,1,19
James Harrity,,,0,5,1,2,19
Marnie Aument Loughrey,,,,1,1,1,19
Donna J Derose,,,,,0,1,19
Frank T Brzozowski,,,,,,0,19
Total,57,10,8,8,2,2,19
,Representative In The General Assembly 180th District - Democrat,,Member Of - Democratic State Committee 2nd Senatorial District,,,,20
