col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,division
,Member Of - Democratic State Committee 3rd Senatorial District,,,,,,,,,,,Representative In The General Assembly 181st District - Democrat,,,,All
,Latrice Y Bryant,Gwen Collins,Edward M Lloyd Jr,Barbara Carroll,David Rodriguez,Elaine Tomlin,Karen Voss,Humberto Perez,Louis Agre,Ruth I Birchett,Dawn Thomas,Kenneth T Walker Jr,W Curtis Thomas,K Williams Medley,Emily Rodriguez,All
Latrice Y Bryant,5,202,169,183,160,168,132,114,102,91,13,105,167,78,18,All
Gwen Collins,,7,127,190,118,179,150,120,114,100,10,174,115,29,28,All
Edward M Lloyd Jr,,,1,106,141,104,116,103,95,80,14,72,81,54,13,All
Barbara Carroll,,,,0,107,171,118,101,92,84,7,83,91,18,19,All
David Rodriguez,,,,,1,97,111,100,90,76,12,76,75,50,16,All
Elaine Tomlin,,,,,,0,114,96,90,90,6,73,88,20,20,All
Karen Voss,,,,,,,0,116,109,92,8,79,57,21,24,All
Humberto Perez,,,,,,,,2,102,76,7,65,44,18,17,All
Louis Agre,,,,,,,,,0,68,5,55,36,20,21,All
Ruth I Birchett,,,,,,,,,,0,5,53,37,14,13,All
Dawn Thomas,,,,,,,,,,,1,4,5,8,3,All
Kenneth T Walker Jr,,,,,,,,,,,,135,0,0,0,All
W Curtis Thomas,,,,,,,,,,,,,58,0,0,All
K Williams Medley,,,,,,,,,,,,,,16,0,All
Emily Rodriguez,,,,,,,,,,,,,,,11,All
Total,389,366,225,224,223,212,184,149,136,122,21,378,309,125,63,All
,Representative In The General Assembly 181st District - Democrat,,,,Member Of - Democratic State Committee 3rd Senatorial District,,,,,,,,,,,6
,Kenneth T Walker Jr,W Curtis Thomas,K Williams Medley,Emily Rodriguez,Gwen Collins,Latrice Y Bryant,David Rodriguez,Barbara Carroll,Edward M Lloyd Jr,Karen Voss,Elaine Tomlin,Louis Agre,Humberto Perez,Ruth I Birchett,Dawn Thomas,6
Kenneth T Walker Jr,20,0,0,0,19,8,4,8,3,6,5,3,2,2,0,6
W Curtis Thomas,,7,0,0,9,10,6,5,8,4,3,3,4,3,0,6
K Williams Medley,,,0,0,2,8,4,2,3,2,2,2,2,1,0,6
Emily Rodriguez,,,,1,2,0,0,0,0,0,0,1,0,0,0,6
Gwen Collins,,,,,0,14,8,15,8,10,10,9,8,7,0,6
Latrice Y Bryant,,,,,,0,10,11,10,5,7,6,6,5,0,6
David Rodriguez,,,,,,,0,7,10,4,3,5,4,2,0,6
Barbara Carroll,,,,,,,,0,6,5,7,6,6,4,0,6
Edward M Lloyd Jr,,,,,,,,,0,6,5,6,5,4,0,6
Karen Voss,,,,,,,,,,0,7,7,6,5,0,6
Elaine Tomlin,,,,,,,,,,,0,5,5,4,0,6
Louis Agre,,,,,,,,,,,,0,7,4,0,6
Humberto Perez,,,,,,,,,,,,,0,4,0,6
Ruth I Birchett,,,,,,,,,,,,,,0,0,6
Dawn Thomas,,,,,,,,,,,,,,,0,6
Total,44,24,10,3,33,29,16,15,15,12,10,9,8,7,0,6
,Representative In The General Assembly 181st District - Democrat,,,,Member Of - Democratic State Committee 3rd Senatorial District,,,,,,,,,,,7
,Kenneth T Walker Jr,W Curtis Thomas,K Williams Medley,Emily Rodriguez,Gwen Collins,Latrice Y Bryant,Edward M Lloyd Jr,David Rodriguez,Karen Voss,Elaine Tomlin,Louis Agre,Barbara Carroll,Humberto Perez,Ruth I Birchett,Dawn Thomas,7
Kenneth T Walker Jr,17,0,0,0,35,21,19,20,18,17,16,15,14,16,0,7
W Curtis Thomas,,11,0,0,3,6,4,3,2,2,2,2,2,2,0,7
K Williams Medley,,,0,0,3,5,5,3,3,3,3,2,3,1,1,7
