col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,division
,Lieutenant Governor - Democrat,,,,,Representative In The General Assembly 173rd District - Democrat,,,All
,Mike Stack,Mark Smith,Brad Koplinski,Brandon P Neuman,Mark Critz,Mike Driscoll,Paul Definis,Dennis Kilderry,All
Mike Stack,49,0,0,0,0,699,111,107,All
Mark Smith,,2,0,0,0,21,6,5,All
Brad Koplinski,,,4,0,0,17,3,1,All
Brandon P Neuman,,,,4,0,8,1,1,All
Mark Critz,,,,,2,6,1,3,All
Mike Driscoll,,,,,,51,0,0,All
Paul Definis,,,,,,,9,0,All
Dennis Kilderry,,,,,,,,5,All
Total,966,34,25,14,12,802,131,122,All
,Representative In The General Assembly 173rd District - Democrat,,,Lieutenant Governor - Democrat,,,,,2
,Mike Driscoll,Paul Definis,Dennis Kilderry,Mike Stack,Brad Koplinski,Mark Smith,Brandon P Neuman,Mark Critz,2
Mike Driscoll,1,0,0,28,2,3,0,0,2
Paul Definis,,2,0,3,0,0,0,0,2
Dennis Kilderry,,,0,1,1,0,0,0,2
Mike Stack,,,,2,0,0,0,0,2
Brad Koplinski,,,,,0,0,0,0,2
Mark Smith,,,,,,0,0,0,2
Brandon P Neuman,,,,,,,0,0,2
Mark Critz,,,,,,,,0,2
Total,34,5,2,34,3,3,0,0,2
,Representative In The General Assembly 173rd District - Democrat,,,Lieutenant Governor - Democrat,,,,,7
,Mike Driscoll,Paul Definis,Dennis Kilderry,Mike Stack,Mark Smith,Brad Koplinski,Brandon P Neuman,Mark Critz,7
Mike Driscoll,3,0,0,32,2,1,1,0,7
Paul Definis,,1,0,4,0,1,1,0,7
Dennis Kilderry,,,0,0,0,0,0,0,7
Mike Stack,,,,1,0,0,0,0,7
Mark Smith,,,,,1,0,0,0,7
Brad Koplinski,,,,,,0,0,0,7
Brandon P Neuman,,,,,,,0,0,7
Mark Critz,,,,,,,,1,7
Total,39,7,0,37,3,2,2,1,7
,Lieutenant Governor - Democrat,,,,,Representative In The General Assembly 173rd District - Democrat,,,11
,Mike Stack,Brad Koplinski,Brandon P Neuman,Mark Critz,Mark Smith,Mike Driscoll,Dennis Kilderry,Paul Definis,11
Mike Stack,5,0,0,0,0,42,12,2,11
Brad Koplinski,,1,0,0,0,2,0,0,11
Brandon P Neuman,,,0,0,0,2,0,0,11
Mark Critz,,,,0,0,0,0,1,11
Mark Smith,,,,,0,1,0,0,11
Mike Driscoll,,,,,,4,0,0,11
Dennis Kilderry,,,,,,,1,0,11
Paul Definis,,,,,,,,1,11
Total,61,3,2,1,1,51,13,4,11
,Lieutenant Governor - Democrat,,,,,Representative In The General Assembly 173rd District - Democrat,,,17
,Mike Stack,Brad Koplinski,Mark Smith,Brandon P Neuman,Mark Critz,Mike Driscoll,Paul Definis,Dennis Kilderry,17
Mike Stack,0,0,0,0,0,23,5,4,17
Brad Koplinski,,0,0,0,0,2,0,0,17
Mark Smith,,,0,0,0,2,0,0,17
Brandon P Neuman,,,,0,0,0,0,0,17
Mark Critz,,,,,0,0,0,0,17
Mike Driscoll,,,,,,1,0,0,17
Paul Definis,,,,,,,0,0,17
Dennis Kilderry,,,,,,,,0,17
Total,32,2,2,0,0,28,5,4,17
