col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,division
,Member Of - Democratic State Committee 1st Senatorial District,,,,,,,,,Governor - Democrat,,,,1
,Darrell L Clarke,Matthew D Myers,Michelle L Rumbaugh,Marylouise Isaacson,Micah Mahjoubian,Domenick demuro,Nekisha Fulton,Thomas J Rumbaugh,Albert C Littlepage,Tom Wolf,Allyson Y Schwartz,Robert M Mccord,Katie Mcginty,1
Darrell L Clarke,0,46,45,44,42,38,38,35,27,27,25,14,6,1
Matthew D Myers,,0,43,45,42,43,34,38,31,30,22,15,4,1
Michelle L Rumbaugh,,,0,51,41,35,41,41,26,23,29,11,5,1
Marylouise Isaacson,,,,0,37,38,43,35,28,18,28,14,7,1
Micah Mahjoubian,,,,,0,36,32,33,27,23,24,15,2,1
Domenick demuro,,,,,,0,33,33,30,19,19,8,4,1
Nekisha Fulton,,,,,,,0,30,24,13,21,9,5,1
Thomas J Rumbaugh,,,,,,,,0,24,18,20,7,3,1
Albert C Littlepage,,,,,,,,,0,16,15,6,3,1
Tom Wolf,,,,,,,,,,17,0,0,0,1
Allyson Y Schwartz,,,,,,,,,,,7,0,0,1
Robert M Mccord,,,,,,,,,,,,5,0,1
Katie Mcginty,,,,,,,,,,,,,1,1
Total,72,71,68,67,64,50,48,48,40,68,56,30,11,1
,Governor - Democrat,,,,Member Of - Democratic State Committee 1st Senatorial District,,,,,,,,,2
,Tom Wolf,Allyson Y Schwartz,Robert M Mccord,Katie Mcginty,Darrell L Clarke,Micah Mahjoubian,Matthew D Myers,Marylouise Isaacson,Nekisha Fulton,Michelle L Rumbaugh,Domenick demuro,Albert C Littlepage,Thomas J Rumbaugh,2
Tom Wolf,6,0,0,0,23,21,17,10,10,7,6,6,3,2
Allyson Y Schwartz,,5,0,0,11,11,12,13,11,11,8,5,8,2
Robert M Mccord,,,0,0,1,2,2,6,4,5,2,3,3,2
Katie Mcginty,,,,1,1,1,1,1,0,1,1,1,1,2
Darrell L Clarke,,,,,0,26,24,20,18,17,12,12,10,2
Micah Mahjoubian,,,,,,0,23,20,19,17,14,13,11,2
Matthew D Myers,,,,,,,0,19,17,17,14,14,13,2
Marylouise Isaacson,,,,,,,,0,23,21,14,13,13,2
Nekisha Fulton,,,,,,,,,0,20,12,12,12,2
Michelle L Rumbaugh,,,,,,,,,,0,13,14,13,2
Domenick demuro,,,,,,,,,,,0,10,9,2
Albert C Littlepage,,,,,,,,,,,,0,9,2
Thomas J Rumbaugh,,,,,,,,,,,,,0,2
Total,39,23,7,2,36,35,32,30,25,24,17,15,15,2
,Governor - Democrat,,,,Member Of - Democratic State Committee 1st Senatorial District,,,,,,,,,3
,Allyson Y Schwartz,Tom Wolf,Robert M Mccord,Katie Mcginty,Darrell L Clarke,Matthew D Myers,Micah Mahjoubian,Michelle L Rumbaugh,Domenick demuro,Marylouise Isaacson,Nekisha Fulton,Thomas J Rumbaugh,Albert C Littlepage,3
Allyson Y Schwartz,9,0,0,0,11,8,10,8,5,7,6,7,4,3
Tom Wolf,,4,0,0,8,8,5,6,6,2,4,2,3,3
Robert M Mccord,,,1,0,5,3,2,2,3,3,2,2,1,3
Katie Mcginty,,,,1,0,0,0,0,1,0,0,0,1,3
Darrell L Clarke,,,,,0,13,11,10,11,7,10,8,6,3
Matthew D Myers,,,,,,0,11,11,11,7,10,9,7,3
Micah Mahjoubian,,,,,,,0,11,10,7,10,8,6,3
Michelle L Rumbaugh,,,,,,,,0,10,8,11,10,7,3
Domenick demuro,,,,,,,,,0,6,10,6,7,3
Marylouise Isaacson,,,,,,,,,,0,7,5,5,3
Nekisha Fulton,,,,,,,,,,,0,7,8,3
Thomas J Rumbaugh,,,,,,,,,,,,0,4,3
Albert C Littlepage,,,,,,,,,,,,,0,3
Total,24,21,9,3,24,19,17,16,15,12,12,11,9,3
,Member Of - Democratic State Committee 1st Senatorial District,,,,,,,,,Governor - Democrat,,,,4
,Domenick demuro,Darrell L Clarke,Micah Mahjoubian,Marylouise Isaacson,Matthew D Myers,Michelle L Rumbaugh,Nekisha Fulton,Thomas J Rumbaugh,Albert C Littlepage,Allyson Y Schwartz,Tom Wolf,Robert M Mccord,Katie Mcginty,4
Domenick demuro,0,18,17,18,19,16,11,14,13,10,11,3,4,4
Darrell L Clarke,,0,20,17,18,15,12,14,15,9,14,2,2,4
Micah Mahjoubian,,,0,15,19,12,11,11,11,10,11,3,2,4
Marylouise Isaacson,,,,0,15,17,13,16,15,8,11,3,2,4
Matthew D Myers,,,,,0,13,11,11,12,9,9,2,3,4
Michelle L Rumbaugh,,,,,,0,11,14,14,9,9,2,2,4
Nekisha Fulton,,,,,,,0,10,11,7,6,4,1,4
Thomas J Rumbaugh,,,,,,,,0,15,6,10,2,0,4
Albert C Littlepage,,,,,,,,,0,8,9,0,0,4
Allyson Y Schwartz,,,,,,,,,,9,0,0,0,4
Tom Wolf,,,,,,,,,,,6,0,0,4
Robert M Mccord,,,,,,,,,,,,6,0,4
Katie Mcginty,,,,,,,,,,,,,0,4
Total,28,27,26,24,23,22,18,18,17,27,23,12,5,4
,Governor - Democrat,,,,Member Of - Democratic State Committee 1st Senatorial District,,,,,,,,,5
,Tom Wolf,Allyson Y Schwartz,Robert M Mccord,Katie Mcginty,Matthew D Myers,Marylouise Isaacson,Domenick demuro,Darrell L Clarke,Micah Mahjoubian,Michelle L Rumbaugh,Albert C Littlepage,Nekisha Fulton,Thomas J Rumbaugh,5
Tom Wolf,8,0,0,0,26,19,21,20,18,16,14,10,11,5
Allyson Y Schwartz,,12,0,0,9,13,10,9,10,10,9,10,7,5
Robert M Mccord,,,6,0,3,4,4,6,6,4,3,4,2,5
Katie Mcginty,,,,0,0,1,1,0,1,0,1,0,0,5
Matthew D Myers,,,,,0,25,25,23,23,19,19,17,13,5
Marylouise Isaacson,,,,,,0,31,26,29,27,25,23,16,5
Domenick demuro,,,,,,,0,28,26,25,26,20,16,5
Darrell L Clarke,,,,,,,,0,24,22,21,17,12,5
Micah Mahjoubian,,,,,,,,,0,22,22,22,15,5
Michelle L Rumbaugh,,,,,,,,,,0,20,21,15,5
Albert C Littlepage,,,,,,,,,,,0,17,14,5
Nekisha Fulton,,,,,,,,,,,,0,14,5
Thomas J Rumbaugh,,,,,,,,,,,,,0,5
Total,45,30,14,2,38,37,36,35,35,30,27,24,20,5
,Governor - Democrat,,,,Member Of - Democratic State Committee 1st Senatorial District,,,,,,,,,6
,Tom Wolf,Allyson Y Schwartz,Robert M Mccord,Katie Mcginty,Darrell L Clarke,Marylouise Isaacson,Micah Mahjoubian,Matthew D Myers,Michelle L Rumbaugh,Thomas J Rumbaugh,Nekisha Fulton,Domenick demuro,Albert C Littlepage,6
Tom Wolf,12,0,0,0,23,17,16,14,15,11,10,13,10,6
Allyson Y Schwartz,,10,0,0,10,11,9,9,9,13,7,4,3,6
Robert M Mccord,,,7,0,8,4,6,7,3,4,4,4,4,6
Katie Mcginty,,,,0,3,5,4,1,3,1,3,1,1,6
Darrell L Clarke,,,,,0,21,22,21,15,18,16,16,14,6
Marylouise Isaacson,,,,,,0,24,19,22,19,21,15,17,6
Micah Mahjoubian,,,,,,,0,19,16,17,19,13,14,6
Matthew D Myers,,,,,,,,0,17,18,16,17,15,6
Michelle L Rumbaugh,,,,,,,,,0,20,18,15,12,6
Thomas J Rumbaugh,,,,,,,,,,1,14,14,13,6
Nekisha Fulton,,,,,,,,,,,0,15,14,6
Domenick demuro,,,,,,,,,,,,0,13,6
Albert C Littlepage,,,,,,,,,,,,,0,6
Total,47,28,21,7,45,37,36,32,30,30,24,22,19,6
,Member Of - Democratic State Committee 1st Senatorial District,,,,,,,,,Governor - Democrat,,,,7
,Darrell L Clarke,Matthew D Myers,Marylouise Isaacson,Micah Mahjoubian,Michelle L Rumbaugh,Nekisha Fulton,Albert C Littlepage,Domenick demuro,Thomas J Rumbaugh,Tom Wolf,Allyson Y Schwartz,Robert M Mccord,Katie Mcginty,7
Darrell L Clarke,2,26,23,22,22,20,21,20,11,13,14,12,1,7
Matthew D Myers,,1,25,27,24,22,24,26,15,14,12,12,0,7
Marylouise Isaacson,,,0,27,27,29,26,23,15,13,8,16,1,7
Micah Mahjoubian,,,,0,20,22,23,24,14,12,10,14,0,7
Michelle L Rumbaugh,,,,,0,23,23,22,15,13,6,14,0,7
Nekisha Fulton,,,,,,0,22,19,10,10,8,13,0,7
Albert C Littlepage,,,,,,,0,24,14,11,5,12,0,7
Domenick demuro,,,,,,,,0,14,8,7,12,0,7
Thomas J Rumbaugh,,,,,,,,,0,6,2,8,0,7
Tom Wolf,,,,,,,,,,15,0,0,0,7
Allyson Y Schwartz,,,,,,,,,,,14,0,0,7
Robert M Mccord,,,,,,,,,,,,12,0,7
Katie Mcginty,,,,,,,,,,,,,2,7
Total,42,39,38,36,34,31,28,28,16,38,34,34,4,7
,Governor - Democrat,,,,Member Of - Democratic State Committee 1st Senatorial District,,,,,,,,,8
,Tom Wolf,Allyson Y Schwartz,Katie Mcginty,Robert M Mccord,Darrell L Clarke,Matthew D Myers,Marylouise Isaacson,Micah Mahjoubian,Domenick demuro,Michelle L Rumbaugh,Albert C Littlepage,Nekisha Fulton,Thomas J Rumbaugh,8
Tom Wolf,9,0,0,0,20,17,12,14,11,9,8,8,9,8
Allyson Y Schwartz,,8,0,0,9,6,9,8,9,8,6,4,4,8
Katie Mcginty,,,4,0,5,4,3,3,2,2,2,3,1,8
Robert M Mccord,,,,3,3,3,4,2,3,3,3,2,2,8
Darrell L Clarke,,,,,0,20,19,22,16,16,12,13,11,8
Matthew D Myers,,,,,,0,17,21,19,14,14,11,12,8
Marylouise Isaacson,,,,,,,0,17,20,20,18,16,14,8
Micah Mahjoubian,,,,,,,,1,16,14,13,13,9,8
Domenick demuro,,,,,,,,,1,15,16,12,13,8
Michelle L Rumbaugh,,,,,,,,,,0,14,12,12,8
Albert C Littlepage,,,,,,,,,,,0,11,11,8
Nekisha Fulton,,,,,,,,,,,,0,8,8
Thomas J Rumbaugh,,,,,,,,,,,,,0,8
Total,39,22,11,9,37,30,28,28,26,22,19,17,16,8
,Member Of - Democratic State Committee 1st Senatorial District,,,,,,,,,Governor - Democrat,,,,9
,Darrell L Clarke,Matthew D Myers,Micah Mahjoubian,Domenick demuro,Marylouise Isaacson,Albert C Littlepage,Nekisha Fulton,Michelle L Rumbaugh,Thomas J Rumbaugh,Allyson Y Schwartz,Tom Wolf,Robert M Mccord,Katie Mcginty,9
Darrell L Clarke,1,35,33,22,20,18,19,14,13,17,21,12,7,9
Matthew D Myers,,0,32,26,18,18,18,15,14,14,18,4,6,9
Micah Mahjoubian,,,0,21,18,14,15,11,13,12,14,8,6,9
Domenick demuro,,,,0,16,17,16,13,15,13,6,4,6,9
Marylouise Isaacson,,,,,0,18,18,16,15,10,6,2,8,9
Albert C Littlepage,,,,,,0,16,14,13,10,5,2,5,9
Nekisha Fulton,,,,,,,0,14,13,4,6,5,7,9
Michelle L Rumbaugh,,,,,,,,0,11,6,4,3,8,9
Thomas J Rumbaugh,,,,,,,,,0,5,5,1,6,9
Allyson Y Schwartz,,,,,,,,,,8,0,0,0,9
Tom Wolf,,,,,,,,,,,4,0,0,9
Robert M Mccord,,,,,,,,,,,,7,0,9
Katie Mcginty,,,,,,,,,,,,,1,9
Total,59,43,41,29,26,22,22,21,17,31,29,22,11,9
,Member Of - Democratic State Committee 1st Senatorial District,,,,,,,,,Governor - Democrat,,,,10
,Darrell L Clarke,Marylouise Isaacson,Michelle L Rumbaugh,Micah Mahjoubian,Matthew D Myers,Nekisha Fulton,Domenick demuro,Albert C Littlepage,Thomas J Rumbaugh,Allyson Y Schwartz,Tom Wolf,Robert M Mccord,Katie Mcginty,10
Darrell L Clarke,1,29,26,26,28,24,24,22,16,26,13,7,0,10
Marylouise Isaacson,,0,37,30,29,31,28,26,22,23,13,4,1,10
Michelle L Rumbaugh,,,0,30,28,32,26,23,22,24,11,4,1,10
Micah Mahjoubian,,,,0,26,25,22,21,19,22,11,4,1,10
Matthew D Myers,,,,,0,26,27,21,19,15,15,5,1,10
Nekisha Fulton,,,,,,0,25,22,18,21,8,4,1,10
Domenick demuro,,,,,,,0,22,18,16,11,3,2,10
Albert C Littlepage,,,,,,,,0,15,15,9,3,1,10
Thomas J Rumbaugh,,,,,,,,,0,15,4,3,1,10
Allyson Y Schwartz,,,,,,,,,,9,0,0,0,10
Tom Wolf,,,,,,,,,,,14,0,0,10
Robert M Mccord,,,,,,,,,,,,6,0,10
Katie Mcginty,,,,,,,,,,,,,1,10
Total,47,41,40,38,36,34,32,28,23,46,35,13,3,10
,Member Of - Democratic State Committee 1st Senatorial District,,,,,,,,,Governor - Democrat,,,,11
,Marylouise Isaacson,Darrell L Clarke,Matthew D Myers,Micah Mahjoubian,Michelle L Rumbaugh,Albert C Littlepage,Domenick demuro,Nekisha Fulton,Thomas J Rumbaugh,Tom Wolf,Allyson Y Schwartz,Robert M Mccord,Katie Mcginty,11
Marylouise Isaacson,0,23,20,18,25,20,18,17,17,10,17,5,2,11
Darrell L Clarke,,0,22,20,21,16,14,14,14,14,13,6,0,11
Matthew D Myers,,,0,21,18,17,16,14,14,14,12,6,0,11
Micah Mahjoubian,,,,0,16,15,13,14,14,10,10,5,2,11
Michelle L Rumbaugh,,,,,0,17,15,15,15,9,11,4,2,11
Albert C Littlepage,,,,,,0,16,14,14,8,9,2,1,11
Domenick demuro,,,,,,,0,11,12,7,8,3,1,11
Nekisha Fulton,,,,,,,,0,11,4,9,4,1,11
Thomas J Rumbaugh,,,,,,,,,0,8,6,2,1,11
Tom Wolf,,,,,,,,,,9,0,0,0,11
Allyson Y Schwartz,,,,,,,,,,,5,0,0,11
