col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,division
,Representative In Congress 1st District - Democrat,Member Of - Democratic State Committee 3rd Senatorial District,,,,,,,,,,,All
,Robert A Brady,Latrice Y Bryant,Barbara Carroll,David Rodriguez,Gwen Collins,Elaine Tomlin,Edward M Lloyd Jr,Humberto Perez,Karen Voss,Louis Agre,Ruth I Birchett,Dawn Thomas,All
Robert A Brady,157,370,264,239,250,240,194,141,156,119,114,7,All
Latrice Y Bryant,,20,220,176,220,218,165,107,132,105,94,0,All
Barbara Carroll,,,6,124,226,225,113,108,124,94,105,0,All
David Rodriguez,,,,23,129,117,162,130,126,102,90,2,All
Gwen Collins,,,,,9,223,128,116,142,111,105,0,All
Elaine Tomlin,,,,,,2,112,97,119,92,95,0,All
Edward M Lloyd Jr,,,,,,,6,98,116,92,86,3,All
Humberto Perez,,,,,,,,9,116,100,72,0,All
Karen Voss,,,,,,,,,2,115,101,0,All
Louis Agre,,,,,,,,,,3,71,0,All
Ruth I Birchett,,,,,,,,,,,2,0,All
Dawn Thomas,,,,,,,,,,,,0,All
Total,712,419,296,292,288,267,217,178,176,140,128,7,All
