col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,division
,Governor - Democrat,,,,Member Of - Democratic State Committee 7th Senatorial District,,,,,,All
,Tom Wolf,Allyson Y Schwartz,Robert M Mccord,Katie Mcginty,Ken Washington,Jacque Whaumbush,Kathryn S Huggins,Willie Jordan,Lisa Rhodes,Monica Maria Djerassi,All
Tom Wolf,418,0,0,0,674,370,257,254,238,209,All
Allyson Y Schwartz,,265,0,0,243,179,219,175,176,166,All
Robert M Mccord,,,106,0,185,138,112,99,96,88,All
Katie Mcginty,,,,12,43,29,31,25,35,38,All
Ken Washington,,,,,5,529,448,442,439,414,All
Jacque Whaumbush,,,,,,2,406,387,405,389,All
Kathryn S Huggins,,,,,,,3,411,438,402,All
Willie Jordan,,,,,,,,0,417,386,All
Lisa Rhodes,,,,,,,,,0,399,All
Monica Maria Djerassi,,,,,,,,,,0,All
Total,"1,293",698,369,97,"1,156",723,623,556,548,502,All
,Member Of - Democratic State Committee 7th Senatorial District,,,,,,Governor - Democrat,,,,1
,Ken Washington,Kathryn S Huggins,Willie Jordan,Jacque Whaumbush,Lisa Rhodes,Monica Maria Djerassi,Tom Wolf,Allyson Y Schwartz,Robert M Mccord,Katie Mcginty,1
Ken Washington,0,19,15,13,16,15,33,13,3,1,1
Kathryn S Huggins,,0,15,12,16,14,13,10,2,1,1
Willie Jordan,,,0,11,14,14,12,9,4,1,1
Jacque Whaumbush,,,,0,12,12,9,10,4,1,1
Lisa Rhodes,,,,,0,14,9,6,3,2,1
Monica Maria Djerassi,,,,,,0,7,7,3,2,1
Tom Wolf,,,,,,,9,0,0,0,1
Allyson Y Schwartz,,,,,,,,8,0,0,1
Robert M Mccord,,,,,,,,,1,0,1
Katie Mcginty,,,,,,,,,,0,1
Total,50,26,26,24,20,19,50,37,10,3,1
,Member Of - Democratic State Committee 7th Senatorial District,,,,,,Governor - Democrat,,,,2
,Ken Washington,Jacque Whaumbush,Willie Jordan,Kathryn S Huggins,Lisa Rhodes,Monica Maria Djerassi,Tom Wolf,Allyson Y Schwartz,Robert M Mccord,Katie Mcginty,2
Ken Washington,0,40,36,34,33,31,50,17,11,4,2
Jacque Whaumbush,,0,31,31,29,29,29,12,5,2,2
Willie Jordan,,,0,34,35,30,24,13,5,4,2
Kathryn S Huggins,,,,0,33,30,19,17,6,2,2
Lisa Rhodes,,,,,0,31,18,11,5,5,2
Monica Maria Djerassi,,,,,,0,18,10,3,2,2
Tom Wolf,,,,,,,18,0,0,0,2
Allyson Y Schwartz,,,,,,,,8,0,0,2
Robert M Mccord,,,,,,,,,5,0,2
Katie Mcginty,,,,,,,,,,0,2
Total,83,49,47,45,40,34,81,35,18,5,2
,Member Of - Democratic State Committee 7th Senatorial District,,,,,,Governor - Democrat,,,,3
,Ken Washington,Jacque Whaumbush,Kathryn S Huggins,Monica Maria Djerassi,Lisa Rhodes,Willie Jordan,Tom Wolf,Allyson Y Schwartz,Robert M Mccord,Katie Mcginty,3
Ken Washington,0,30,27,24,27,28,47,19,12,1,3
Jacque Whaumbush,,0,24,25,26,24,16,13,7,1,3
Kathryn S Huggins,,,0,26,28,27,17,18,1,1,3
Monica Maria Djerassi,,,,0,28,24,13,17,4,3,3
Lisa Rhodes,,,,,0,28,16,16,3,0,3
Willie Jordan,,,,,,0,16,14,3,0,3
Tom Wolf,,,,,,,19,0,0,0,3
Allyson Y Schwartz,,,,,,,,10,0,0,3
Robert M Mccord,,,,,,,,,5,0,3
Katie Mcginty,,,,,,,,,,0,3
Total,80,38,37,37,35,33,72,39,24,5,3
,Member Of - Democratic State Committee 7th Senatorial District,,,,,,Governor - Democrat,,,,4
,Ken Washington,Jacque Whaumbush,Lisa Rhodes,Kathryn S Huggins,Willie Jordan,Monica Maria Djerassi,Tom Wolf,Allyson Y Schwartz,Robert M Mccord,Katie Mcginty,4
Ken Washington,0,14,8,10,9,7,19,5,6,2,4
Jacque Whaumbush,,0,9,9,7,7,12,2,7,0,4
Lisa Rhodes,,,0,8,8,7,7,3,3,1,4
Kathryn S Huggins,,,,0,7,6,6,3,4,0,4
Willie Jordan,,,,,0,6,4,4,2,2,4
Monica Maria Djerassi,,,,,,0,4,2,2,0,4
Tom Wolf,,,,,,,6,0,0,0,4
Allyson Y Schwartz,,,,,,,,7,0,0,4
Robert M Mccord,,,,,,,,,2,0,4
Katie Mcginty,,,,,,,,,,0,4
Total,32,21,14,13,12,8,30,18,12,2,4
,Governor - Democrat,,,,Member Of - Democratic State Committee 7th Senatorial District,,,,,,5
,Tom Wolf,Allyson Y Schwartz,Robert M Mccord,Katie Mcginty,Ken Washington,Kathryn S Huggins,Jacque Whaumbush,Willie Jordan,Lisa Rhodes,Monica Maria Djerassi,5
Tom Wolf,27,0,0,0,19,12,12,9,8,9,5
Allyson Y Schwartz,,28,0,0,13,12,8,11,10,9,5
Robert M Mccord,,,9,0,7,5,6,5,5,2,5
Katie Mcginty,,,,2,1,0,1,0,0,0,5
Ken Washington,,,,,1,20,23,21,20,17,5
Kathryn S Huggins,,,,,,0,18,20,20,16,5
Jacque Whaumbush,,,,,,,0,18,18,16,5
Willie Jordan,,,,,,,,0,19,16,5
Lisa Rhodes,,,,,,,,,0,16,5
Monica Maria Djerassi,,,,,,,,,,0,5
Total,54,49,19,3,41,29,27,25,23,20,5
,Governor - Democrat,,,,Member Of - Democratic State Committee 7th Senatorial District,,,,,,6
,Tom Wolf,Allyson Y Schwartz,Robert M Mccord,Katie Mcginty,Ken Washington,Jacque Whaumbush,Kathryn S Huggins,Lisa Rhodes,Willie Jordan,Monica Maria Djerassi,6
Tom Wolf,25,0,0,0,24,12,8,9,10,8,6
Allyson Y Schwartz,,17,0,0,6,6,10,8,6,8,6
Robert M Mccord,,,7,0,10,10,5,5,5,4,6
Katie Mcginty,,,,0,0,0,0,0,0,1,6
Ken Washington,,,,,0,23,14,18,17,15,6
Jacque Whaumbush,,,,,,0,13,15,15,15,6
Kathryn S Huggins,,,,,,,0,16,14,15,6
Lisa Rhodes,,,,,,,,0,19,18,6
Willie Jordan,,,,,,,,,0,17,6
Monica Maria Djerassi,,,,,,,,,,0,6
Total,58,32,19,1,40,28,23,23,22,21,6
,Governor - Democrat,,,,Member Of - Democratic State Committee 7th Senatorial District,,,,,,7
,Tom Wolf,Allyson Y Schwartz,Robert M Mccord,Katie Mcginty,Ken Washington,Kathryn S Huggins,Willie Jordan,Jacque Whaumbush,Lisa Rhodes,Monica Maria Djerassi,7
Tom Wolf,37,0,0,0,35,18,18,17,11,13,7
