col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,division
,Lieutenant Governor - Democrat,,,,,Member Of - Democratic State Committee 4th Senatorial District,,,,,,,,1
,Mike Stack,Mark Critz,Brandon P Neuman,Mark Smith,Brad Koplinski,Cindy Bass,Sherrie Cohen,Jalila D Parker,Janet Thompson,Nedia S Ralston,Bill Durham,M Karen Bojar,Ron Couser,1
Mike Stack,7,0,0,0,0,65,65,65,25,23,24,17,19,1
Mark Critz,,1,0,0,0,3,2,3,1,2,0,0,1,1
Brandon P Neuman,,,0,0,0,2,1,1,2,0,0,1,0,1
Mark Smith,,,,0,0,1,3,2,1,2,0,1,0,1
Brad Koplinski,,,,,1,0,1,0,0,0,0,0,0,1
Cindy Bass,,,,,,3,51,50,28,19,21,19,20,1
Sherrie Cohen,,,,,,,1,55,21,20,18,18,16,1
Jalila D Parker,,,,,,,,1,21,20,11,19,17,1
Janet Thompson,,,,,,,,,0,12,10,11,12,1
Nedia S Ralston,,,,,,,,,,0,9,12,11,1
Bill Durham,,,,,,,,,,,0,8,11,1
M Karen Bojar,,,,,,,,,,,,0,13,1
Ron Couser,,,,,,,,,,,,,0,1
Total,106,6,3,3,2,79,78,76,31,28,24,21,21,1
,Lieutenant Governor - Democrat,,,,,Member Of - Democratic State Committee 4th Senatorial District,,,,,,,,2
,Mike Stack,Mark Smith,Mark Critz,Brandon P Neuman,Brad Koplinski,Sherrie Cohen,Cindy Bass,Jalila D Parker,Bill Durham,Nedia S Ralston,Ron Couser,Janet Thompson,M Karen Bojar,2
Mike Stack,8,0,0,0,0,60,50,53,22,18,14,14,16,2
Mark Smith,,2,0,0,0,4,1,0,2,2,0,0,0,2
Mark Critz,,,0,0,0,1,2,2,1,3,1,2,0,2
Brandon P Neuman,,,,0,0,1,3,1,0,1,2,0,2,2
Brad Koplinski,,,,,0,0,1,2,1,1,1,1,0,2
Sherrie Cohen,,,,,,2,46,43,22,18,16,11,16,2
Cindy Bass,,,,,,,3,34,23,16,17,13,17,2
Jalila D Parker,,,,,,,,3,17,15,15,12,13,2
Bill Durham,,,,,,,,,0,10,12,11,8,2
Nedia S Ralston,,,,,,,,,,0,12,8,12,2
Ron Couser,,,,,,,,,,,0,7,11,2
Janet Thompson,,,,,,,,,,,,0,8,2
M Karen Bojar,,,,,,,,,,,,,0,2
Total,91,8,6,3,2,71,63,62,28,26,19,18,18,2
,Lieutenant Governor - Democrat,,,,,Member Of - Democratic State Committee 4th Senatorial District,,,,,,,,3
