col_1,col_2,col_3,col_4,col_5,col_6,division
,Representative In Congress 1st District - Democrat,Governor - Democrat,,,,All
,Robert A Brady,Tom Wolf,Allyson Y Schwartz,Robert M Mccord,Katie Mcginty,All
Robert A Brady,35,662,426,195,53,All
Tom Wolf,,242,0,0,0,All
Allyson Y Schwartz,,,111,0,0,All
Robert M Mccord,,,,64,0,All
Katie Mcginty,,,,,23,All
Total,"1,371",904,537,259,76,All
,Representative In Congress 1st District - Democrat,Governor - Democrat,,,,1
,Robert A Brady,Tom Wolf,Allyson Y Schwartz,Robert M Mccord,Katie Mcginty,1
Robert A Brady,1,26,11,5,4,1
Tom Wolf,,11,0,0,0,1
Allyson Y Schwartz,,,6,0,0,1
Robert M Mccord,,,,4,0,1
Katie Mcginty,,,,,0,1
Total,47,37,17,9,4,1
,Representative In Congress 1st District - Democrat,Governor - Democrat,,,,2
,Robert A Brady,Tom Wolf,Allyson Y Schwartz,Robert M Mccord,Katie Mcginty,2
Robert A Brady,2,32,11,6,0,2
Tom Wolf,,7,0,0,0,2
Allyson Y Schwartz,,,2,0,0,2
Robert M Mccord,,,,3,0,2
Katie Mcginty,,,,,0,2
Total,51,39,13,9,0,2
,Representative In Congress 1st District - Democrat,Governor - Democrat,,,,3
,Robert A Brady,Tom Wolf,Allyson Y Schwartz,Robert M Mccord,Katie Mcginty,3
Robert A Brady,0,18,11,3,4,3
Tom Wolf,,8,0,0,0,3
Allyson Y Schwartz,,,6,0,0,3
Robert M Mccord,,,,3,0,3
Katie Mcginty,,,,,1,3
Total,36,26,17,6,5,3
,Representative In Congress 1st District - Democrat,Governor - Democrat,,,,4
,Robert A Brady,Tom Wolf,Allyson Y Schwartz,Robert M Mccord,Katie Mcginty,4
Robert A Brady,1,45,16,10,2,4
Tom Wolf,,10,0,0,0,4
Allyson Y Schwartz,,,8,0,0,4
Robert M Mccord,,,,3,0,4
Katie Mcginty,,,,,1,4
Total,74,55,24,13,3,4
,Representative In Congress 1st District - Democrat,Governor - Democrat,,,,5
,Robert A Brady,Tom Wolf,Allyson Y Schwartz,Robert M Mccord,Katie Mcginty,5
Robert A Brady,2,18,21,7,3,5
Tom Wolf,,8,0,0,0,5
Allyson Y Schwartz,,,2,0,0,5
Robert M Mccord,,,,0,0,5
Katie Mcginty,,,,,0,5
Total,51,26,23,7,3,5
,Representative In Congress 1st District - Democrat,Governor - Democrat,,,,6
,Robert A Brady,Tom Wolf,Allyson Y Schwartz,Robert M Mccord,Katie Mcginty,6
Robert A Brady,1,28,23,11,0,6
Tom Wolf,,11,0,0,0,6
Allyson Y Schwartz,,,3,0,0,6
Robert M Mccord,,,,2,0,6
Katie Mcginty,,,,,0,6
Total,63,39,26,13,0,6
,Representative In Congress 1st District - Democrat,Governor - Democrat,,,,7
,Robert A Brady,Tom Wolf,Allyson Y Schwartz,Robert M Mccord,Katie Mcginty,7
Robert A Brady,2,30,18,9,2,7
Tom Wolf,,10,0,0,0,7
Allyson Y Schwartz,,,2,0,0,7
Robert M Mccord,,,,4,0,7
Katie Mcginty,,,,,0,7
Total,61,40,20,13,2,7
,Representative In Congress 1st District - Democrat,Governor - Democrat,,,,8
,Robert A Brady,Tom Wolf,Allyson Y Schwartz,Robert M Mccord,Katie Mcginty,8
Robert A Brady,1,31,20,9,0,8
Tom Wolf,,11,0,0,0,8
Allyson Y Schwartz,,,13,0,0,8
Robert M Mccord,,,,1,0,8
Katie Mcginty,,,,,1,8
Total,61,42,33,10,1,8
,Representative In Congress 1st District - Democrat,Governor - Democrat,,,,9
,Robert A Brady,Tom Wolf,Allyson Y Schwartz,Robert M Mccord,Katie Mcginty,9
Robert A Brady,3,9,8,4,1,9
Tom Wolf,,6,0,0,0,9
Allyson Y Schwartz,,,1,0,0,9
Robert M Mccord,,,,1,0,9
Katie Mcginty,,,,,1,9
Total,25,15,9,5,2,9
,Representative In Congress 1st District - Democrat,Governor - Democrat,,,,11
,Robert A Brady,Tom Wolf,Allyson Y Schwartz,Robert M Mccord,Katie Mcginty,11
Robert A Brady,3,42,29,14,3,11
Tom Wolf,,18,0,0,0,11
Allyson Y Schwartz,,,10,0,0,11
Robert M Mccord,,,,5,0,11
Katie Mcginty,,,,,2,11
Total,91,60,39,19,5,11
,Representative In Congress 1st District - Democrat,Governor - Democrat,,,,12
,Robert A Brady,Tom Wolf,Allyson Y Schwartz,Robert M Mccord,Katie Mcginty,12
Robert A Brady,1,36,16,4,4,12
Tom Wolf,,7,0,0,0,12
Allyson Y Schwartz,,,1,0,0,12
Robert M Mccord,,,,1,0,12
Katie Mcginty,,,,,0,12
Total,61,43,17,5,4,12
,Representative In Congress 1st District - Democrat,Governor - Democrat,,,,13
,Robert A Brady,Tom Wolf,Allyson Y Schwartz,Robert M Mccord,Katie Mcginty,13
Robert A Brady,2,24,21,16,5,13
Tom Wolf,,6,0,0,0,13
Allyson Y Schwartz,,,5,0,0,13
Robert M Mccord,,,,7,0,13
Katie Mcginty,,,,,0,13
Total,68,30,26,23,5,13
,Representative In Congress 1st District - Democrat,Governor - Democrat,,,,14
,Robert A Brady,Tom Wolf,Allyson Y Schwartz,Robert M Mccord,Katie Mcginty,14
Robert A Brady,5,58,24,13,2,14
Tom Wolf,,28,0,0,0,14
Allyson Y Schwartz,,,5,0,0,14
Robert M Mccord,,,,3,0,14
Katie Mcginty,,,,,1,14
Total,102,86,29,16,3,14
,Representative In Congress 1st District - Democrat,Governor - Democrat,,,,15
,Robert A Brady,Tom Wolf,Allyson Y Schwartz,Robert M Mccord,Katie Mcginty,15
Robert A Brady,4,30,23,15,2,15
Tom Wolf,,8,0,0,0,15
Allyson Y Schwartz,,,5,0,0,15
Robert M Mccord,,,,6,0,15
Katie Mcginty,,,,,3,15
Total,74,38,28,21,5,15
,Representative In Congress 1st District - Democrat,Governor - Democrat,,,,16
,Robert A Brady,Tom Wolf,Allyson Y Schwartz,Robert M Mccord,Katie Mcginty,16
Robert A Brady,0,23,17,5,2,16
Tom Wolf,,13,0,0,0,16
Allyson Y Schwartz,,,10,0,0,16
Robert M Mccord,,,,3,0,16
Katie Mcginty,,,,,1,16
Total,47,36,27,8,3,16
,Representative In Congress 1st District - Democrat,Governor - Democrat,,,,17
,Robert A Brady,Tom Wolf,Allyson Y Schwartz,Robert M Mccord,Katie Mcginty,17
Robert A Brady,2,30,34,10,1,17
Tom Wolf,,15,0,0,0,17
Allyson Y Schwartz,,,3,0,0,17
Robert M Mccord,,,,4,0,17
Katie Mcginty,,,,,2,17
Total,77,45,37,14,3,17
,Representative In Congress 1st District - Democrat,Governor - Democrat,,,,18
,Robert A Brady,Tom Wolf,Allyson Y Schwartz,Robert M Mccord,Katie Mcginty,18
Robert A Brady,0,35,15,7,3,18
Tom Wolf,,8,0,0,0,18
Allyson Y Schwartz,,,2,0,0,18
Robert M Mccord,,,,0,0,18
Katie Mcginty,,,,,3,18
Total,60,43,17,7,6,18
,Representative In Congress 1st District - Democrat,Governor - Democrat,,,,19
,Robert A Brady,Tom Wolf,Allyson Y Schwartz,Robert M Mccord,Katie Mcginty,19
Robert A Brady,3,22,13,6,4,19
Tom Wolf,,9,0,0,0,19
Allyson Y Schwartz,,,4,0,0,19
Robert M Mccord,,,,5,0,19
Katie Mcginty,,,,,2,19
Total,48,31,17,11,6,19
,Representative In Congress 1st District - Democrat,Governor - Democrat,,,,21
,Robert A Brady,Tom Wolf,Allyson Y Schwartz,Robert M Mccord,Katie Mcginty,21
Robert A Brady,0,18,12,8,1,21
Tom Wolf,,5,0,0,0,21
Allyson Y Schwartz,,,4,0,0,21
Robert M Mccord,,,,2,0,21
Katie Mcginty,,,,,0,21
Total,39,23,16,10,1,21
,Representative In Congress 1st District - Democrat,Governor - Democrat,,,,22
,Robert A Brady,Tom Wolf,Allyson Y Schwartz,Robert M Mccord,Katie Mcginty,22
Robert A Brady,0,28,22,7,1,22
Tom Wolf,,11,0,0,0,22
Allyson Y Schwartz,,,4,0,0,22
Robert M Mccord,,,,0,0,22
Katie Mcginty,,,,,0,22
Total,58,39,26,7,1,22
,Representative In Congress 1st District - Democrat,Governor - Democrat,,,,23
