col_1,col_2,col_3,division
,Representative In The General Assembly 173rd District - Republican,Lieutenant Governor - Republican,All
,Mike Tomlinson,Jim Cawley,All
Mike Tomlinson,3,47,All
Jim Cawley,,2,All
Total,50,49,All
,Representative In The General Assembly 173rd District - Republican,Lieutenant Governor - Republican,4
,Mike Tomlinson,Jim Cawley,4
Mike Tomlinson,1,9,4
Jim Cawley,,0,4
Total,10,9,4
,Lieutenant Governor - Republican,Representative In The General Assembly 173rd District - Republican,5
,Jim Cawley,Mike Tomlinson,5
Jim Cawley,0,4,5
Mike Tomlinson,,0,5
Total,4,4,5
,Lieutenant Governor - Republican,Representative In The General Assembly 173rd District - Republican,7
,Jim Cawley,Mike Tomlinson,7
Jim Cawley,1,11,7
Mike Tomlinson,,1,7
Total,12,12,7
,Lieutenant Governor - Republican,Representative In The General Assembly 173rd District - Republican,26
,Jim Cawley,Mike Tomlinson,26
Jim Cawley,1,9,26
Mike Tomlinson,,1,26
Total,10,10,26
,Lieutenant Governor - Republican,Representative In The General Assembly 173rd District - Republican,28
,Jim Cawley,Mike Tomlinson,28
Jim Cawley,0,14,28
Mike Tomlinson,,0,28
Total,14,14,28
