col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,division
,Representative In Congress 13th District - Democrat,,,,Member Of - Democratic State Committee 5th Senatorial District,,,,,,,All
,Brendan F Boyle,Marjorie Margolies,Val Arkoosh,Daylin Leach,Kathy Enggasser,Barbara A Deeley,Louis Farinella,Patrick Parkinson,Mary Ann Quartullo,Jacqulyne Scott,Larry King,All
Brendan F Boyle,681,0,0,0,799,621,582,484,412,25,19,All
Marjorie Margolies,,516,0,0,261,229,193,202,195,1,6,All
Val Arkoosh,,,101,0,84,70,67,55,56,6,3,All
Daylin Leach,,,,64,71,78,61,69,60,2,2,All
Kathy Enggasser,,,,,10,633,637,602,606,24,20,All
Barbara A Deeley,,,,,,6,578,597,617,23,25,All
Louis Farinella,,,,,,,10,560,561,24,24,All
Patrick Parkinson,,,,,,,,3,554,25,25,All
Mary Ann Quartullo,,,,,,,,,3,22,22,All
Jacqulyne Scott,,,,,,,,,,1,6,All
Larry King,,,,,,,,,,,0,All
Total,"1,994",953,238,181,"1,230","1,012",920,818,733,35,30,All
,Representative In Congress 13th District - Democrat,,,,Member Of - Democratic State Committee 5th Senatorial District,,,,,,,1
,Brendan F Boyle,Marjorie Margolies,Daylin Leach,Val Arkoosh,Barbara A Deeley,Kathy Enggasser,Louis Farinella,Mary Ann Quartullo,Patrick Parkinson,Jacqulyne Scott,Larry King,1
Brendan F Boyle,22,0,0,0,27,19,14,8,9,10,5,1
Marjorie Margolies,,12,0,0,3,5,4,5,3,0,2,1
Daylin Leach,,,0,0,2,1,1,3,2,0,2,1
Val Arkoosh,,,,1,0,0,0,0,0,1,0,1
Barbara A Deeley,,,,,3,10,11,12,12,3,6,1
Kathy Enggasser,,,,,,1,15,10,10,5,2,1
Louis Farinella,,,,,,,0,11,11,4,4,1
Mary Ann Quartullo,,,,,,,,0,11,2,4,1
Patrick Parkinson,,,,,,,,,0,3,5,1
Jacqulyne Scott,,,,,,,,,,1,3,1
Larry King,,,,,,,,,,,0,1
Total,68,19,4,2,35,26,19,16,14,12,9,1
,Representative In Congress 13th District - Democrat,,,,Member Of - Democratic State Committee 5th Senatorial District,,,,,,,2
,Brendan F Boyle,Marjorie Margolies,Daylin Leach,Val Arkoosh,Kathy Enggasser,Barbara A Deeley,Louis Farinella,Patrick Parkinson,Mary Ann Quartullo,Jacqulyne Scott,Larry King,2
Brendan F Boyle,9,0,0,0,20,21,14,11,10,0,0,2
Marjorie Margolies,,4,0,0,11,8,7,10,7,0,0,2
Daylin Leach,,,0,0,3,4,3,3,3,0,0,2
Val Arkoosh,,,,0,0,0,1,0,1,0,0,2
Kathy Enggasser,,,,,2,19,19,19,17,0,0,2
Barbara A Deeley,,,,,,0,18,19,18,0,0,2
Louis Farinella,,,,,,,0,17,17,0,0,2
Patrick Parkinson,,,,,,,,0,17,0,0,2
Mary Ann Quartullo,,,,,,,,,1,0,0,2
Jacqulyne Scott,,,,,,,,,,0,0,2
Larry King,,,,,,,,,,,0,2
Total,45,19,4,1,36,33,25,24,22,0,0,2
,Representative In Congress 13th District - Democrat,,,,Member Of - Democratic State Committee 5th Senatorial District,,,,,,,3
,Brendan F Boyle,Marjorie Margolies,Val Arkoosh,Daylin Leach,Kathy Enggasser,Barbara A Deeley,Mary Ann Quartullo,Patrick Parkinson,Louis Farinella,Jacqulyne Scott,Larry King,3
Brendan F Boyle,6,0,0,0,12,9,6,6,5,0,0,3
Marjorie Margolies,,2,0,0,1,2,1,1,1,0,0,3
Val Arkoosh,,,0,0,3,1,2,1,1,0,0,3
Daylin Leach,,,,0,0,1,0,0,0,0,0,3
Kathy Enggasser,,,,,0,7,8,6,6,0,0,3
Barbara A Deeley,,,,,,0,8,7,7,0,0,3
Mary Ann Quartullo,,,,,,,0,6,7,0,0,3
Patrick Parkinson,,,,,,,,0,6,0,0,3
Louis Farinella,,,,,,,,,0,0,0,3
Jacqulyne Scott,,,,,,,,,,0,0,3
Larry King,,,,,,,,,,,0,3
Total,23,4,3,1,16,13,9,8,7,0,0,3
,Representative In Congress 13th District - Democrat,,,,Member Of - Democratic State Committee 5th Senatorial District,,,,,,,4
,Brendan F Boyle,Marjorie Margolies,Daylin Leach,Val Arkoosh,Barbara A Deeley,Kathy Enggasser,Louis Farinella,Patrick Parkinson,Mary Ann Quartullo,Jacqulyne Scott,Larry King,4
Brendan F Boyle,6,0,0,0,7,10,8,7,6,0,0,4
Marjorie Margolies,,0,0,0,6,3,3,4,2,0,0,4
Daylin Leach,,,0,0,0,0,1,1,2,0,0,4
Val Arkoosh,,,,0,1,0,1,1,1,1,0,4
Barbara A Deeley,,,,,0,9,9,11,10,1,0,4
Kathy Enggasser,,,,,,0,10,9,8,0,0,4
Louis Farinella,,,,,,,0,10,10,1,0,4
Patrick Parkinson,,,,,,,,0,10,1,0,4
Mary Ann Quartullo,,,,,,,,,0,1,0,4
Jacqulyne Scott,,,,,,,,,,0,0,4
Larry King,,,,,,,,,,,0,4
Total,17,8,2,1,15,13,13,13,12,1,0,4
,Representative In Congress 13th District - Democrat,,,,Member Of - Democratic State Committee 5th Senatorial District,,,,,,,5
,Marjorie Margolies,Brendan F Boyle,Daylin Leach,Val Arkoosh,Barbara A Deeley,Kathy Enggasser,Louis Farinella,Patrick Parkinson,Mary Ann Quartullo,Jacqulyne Scott,Larry King,5
Marjorie Margolies,20,0,0,0,3,3,3,4,2,0,0,5
Brendan F Boyle,,12,0,0,8,5,4,2,2,0,0,5
Daylin Leach,,,1,0,2,1,1,1,0,0,0,5
Val Arkoosh,,,,0,0,1,1,0,0,0,0,5
Barbara A Deeley,,,,,0,4,4,5,3,0,0,5
Kathy Enggasser,,,,,,0,5,4,3,0,0,5
Louis Farinella,,,,,,,1,5,4,0,0,5
Patrick Parkinson,,,,,,,,0,4,0,0,5
Mary Ann Quartullo,,,,,,,,,0,0,0,5
Jacqulyne Scott,,,,,,,,,,0,0,5
Larry King,,,,,,,,,,,0,5
Total,27,25,3,2,13,10,10,7,4,0,0,5
,Representative In Congress 13th District - Democrat,,,,Member Of - Democratic State Committee 5th Senatorial District,,,,,,,6
,Brendan F Boyle,Marjorie Margolies,Val Arkoosh,Daylin Leach,Louis Farinella,Barbara A Deeley,Kathy Enggasser,Mary Ann Quartullo,Patrick Parkinson,Larry King,Jacqulyne Scott,6
Brendan F Boyle,46,0,0,0,20,19,20,14,17,1,0,6
Marjorie Margolies,,23,0,0,11,11,10,10,6,0,0,6
Val Arkoosh,,,7,0,3,0,1,0,0,0,0,6
Daylin Leach,,,,2,2,2,0,1,2,0,0,6
Louis Farinella,,,,,0,17,16,16,15,1,0,6
Barbara A Deeley,,,,,,0,18,22,18,1,0,6
Kathy Enggasser,,,,,,,0,19,16,1,0,6
Mary Ann Quartullo,,,,,,,,0,17,1,0,6
Patrick Parkinson,,,,,,,,,0,1,0,6
Larry King,,,,,,,,,,0,0,6
Jacqulyne Scott,,,,,,,,,,,0,6
Total,92,39,10,7,36,32,31,25,25,1,0,6
,Representative In Congress 13th District - Democrat,,,,Member Of - Democratic State Committee 5th Senatorial District,,,,,,,7
,Brendan F Boyle,Marjorie Margolies,Val Arkoosh,Daylin Leach,Kathy Enggasser,Louis Farinella,Barbara A Deeley,Mary Ann Quartullo,Patrick Parkinson,Jacqulyne Scott,Larry King,7
Brendan F Boyle,26,0,0,0,45,34,31,27,26,3,1,7
Marjorie Margolies,,9,0,0,9,5,4,4,4,0,0,7
Val Arkoosh,,,1,0,2,3,3,3,3,0,0,7
Daylin Leach,,,,2,1,0,0,0,1,0,0,7
Kathy Enggasser,,,,,0,34,31,29,27,3,1,7
Louis Farinella,,,,,,0,30,29,29,3,1,7
Barbara A Deeley,,,,,,,0,29,27,3,1,7
Mary Ann Quartullo,,,,,,,,0,28,3,1,7
Patrick Parkinson,,,,,,,,,0,3,1,7
Jacqulyne Scott,,,,,,,,,,0,0,7
Larry King,,,,,,,,,,,0,7
Total,87,19,5,4,57,42,38,34,34,3,1,7
,Representative In Congress 13th District - Democrat,,,,Member Of - Democratic State Committee 5th Senatorial District,,,,,,,8
,Brendan F Boyle,Marjorie Margolies,Val Arkoosh,Daylin Leach,Kathy Enggasser,Barbara A Deeley,Louis Farinella,Patrick Parkinson,Mary Ann Quartullo,Jacqulyne Scott,Larry King,8
Brendan F Boyle,74,0,0,0,59,41,39,34,27,2,2,8
Marjorie Margolies,,2,0,0,4,2,1,1,3,0,0,8
Val Arkoosh,,,4,0,1,2,0,0,2,0,0,8
Daylin Leach,,,,1,0,0,0,0,0,0,0,8
Kathy Enggasser,,,,,0,28,27,26,24,2,2,8
Barbara A Deeley,,,,,,0,23,23,27,2,2,8
Louis Farinella,,,,,,,0,25,21,2,2,8
Patrick Parkinson,,,,,,,,0,21,2,2,8
Mary Ann Quartullo,,,,,,,,,0,2,2,8
Jacqulyne Scott,,,,,,,,,,0,0,8
Larry King,,,,,,,,,,,0,8
Total,171,7,6,1,64,45,40,35,32,2,2,8
,Representative In Congress 13th District - Democrat,,,,Member Of - Democratic State Committee 5th Senatorial District,,,,,,,9
,Brendan F Boyle,Marjorie Margolies,Daylin Leach,Val Arkoosh,Kathy Enggasser,Patrick Parkinson,Louis Farinella,Barbara A Deeley,Mary Ann Quartullo,Jacqulyne Scott,Larry King,9
Brendan F Boyle,23,0,0,0,30,22,22,23,20,2,0,9
Marjorie Margolies,,10,0,0,3,5,2,2,2,0,0,9
Daylin Leach,,,2,0,2,2,2,1,2,0,0,9
Val Arkoosh,,,,3,0,0,0,0,0,0,0,9
Kathy Enggasser,,,,,0,21,22,20,21,2,0,9
Patrick Parkinson,,,,,,0,21,20,21,2,0,9
Louis Farinella,,,,,,,1,19,21,1,0,9
Barbara A Deeley,,,,,,,,0,21,2,0,9
Mary Ann Quartullo,,,,,,,,,0,2,0,9
Jacqulyne Scott,,,,,,,,,,0,0,9
Larry King,,,,,,,,,,,0,9
Total,68,16,4,3,35,29,27,26,24,2,0,9
,Representative In Congress 13th District - Democrat,,,,Member Of - Democratic State Committee 5th Senatorial District,,,,,,,10
,Brendan F Boyle,Marjorie Margolies,Val Arkoosh,Daylin Leach,Barbara A Deeley,Kathy Enggasser,Mary Ann Quartullo,Louis Farinella,Patrick Parkinson,Larry King,Jacqulyne Scott,10
Brendan F Boyle,24,0,0,0,23,16,13,10,8,1,1,10
Marjorie Margolies,,2,0,0,1,0,0,0,1,0,0,10
Val Arkoosh,,,1,0,2,1,1,2,1,1,0,10
Daylin Leach,,,,1,0,0,0,1,0,0,0,10
Barbara A Deeley,,,,,0,7,10,7,7,1,0,10
Kathy Enggasser,,,,,,0,8,9,7,2,1,10
Mary Ann Quartullo,,,,,,,0,7,7,2,1,10
Louis Farinella,,,,,,,,0,7,2,1,10
Patrick Parkinson,,,,,,,,,0,2,1,10
Larry King,,,,,,,,,,0,1,10
Jacqulyne Scott,,,,,,,,,,,0,10
Total,66,3,3,2,27,18,15,14,10,2,1,10
,Representative In Congress 13th District - Democrat,,,,Member Of - Democratic State Committee 5th Senatorial District,,,,,,,11
,Brendan F Boyle,Marjorie Margolies,Daylin Leach,Val Arkoosh,Kathy Enggasser,Barbara A Deeley,Louis Farinella,Patrick Parkinson,Mary Ann Quartullo,Jacqulyne Scott,Larry King,11
Brendan F Boyle,5,0,0,0,16,13,14,11,9,0,0,11
Marjorie Margolies,,3,0,0,6,5,6,5,5,1,0,11
Daylin Leach,,,2,0,2,3,1,1,1,0,0,11
Val Arkoosh,,,,4,0,0,0,0,0,0,0,11
Kathy Enggasser,,,,,1,15,15,15,14,1,0,11
Barbara A Deeley,,,,,,0,15,14,15,1,0,11
Louis Farinella,,,,,,,0,14,15,1,0,11
Patrick Parkinson,,,,,,,,0,14,1,0,11
Mary Ann Quartullo,,,,,,,,,0,1,0,11
Jacqulyne Scott,,,,,,,,,,0,0,11
Larry King,,,,,,,,,,,0,11
Total,29,12,6,4,25,21,21,17,15,1,0,11
,Representative In Congress 13th District - Democrat,,,,Member Of - Democratic State Committee 5th Senatorial District,,,,,,,12
,Brendan F Boyle,Marjorie Margolies,Val Arkoosh,Daylin Leach,Barbara A Deeley,Kathy Enggasser,Louis Farinella,Patrick Parkinson,Mary Ann Quartullo,Jacqulyne Scott,Larry King,12
Brendan F Boyle,12,0,0,0,18,18,18,10,11,1,0,12
Marjorie Margolies,,14,0,0,5,6,5,3,4,0,0,12
Val Arkoosh,,,2,0,4,3,3,4,3,0,0,12
Daylin Leach,,,,3,2,3,0,2,1,0,0,12
Barbara A Deeley,,,,,0,13,15,13,15,1,0,12
Kathy Enggasser,,,,,,0,18,13,15,1,0,12
Louis Farinella,,,,,,,0,12,17,1,0,12
Patrick Parkinson,,,,,,,,1,13,1,0,12
Mary Ann Quartullo,,,,,,,,,1,1,0,12
Jacqulyne Scott,,,,,,,,,,0,0,12
Larry King,,,,,,,,,,,0,12
Total,45,25,10,9,30,30,26,21,20,1,0,12
,Representative In Congress 13th District - Democrat,,,,Member Of - Democratic State Committee 5th Senatorial District,,,,,,,13
,Brendan F Boyle,Marjorie Margolies,Daylin Leach,Val Arkoosh,Kathy Enggasser,Barbara A Deeley,Louis Farinella,Patrick Parkinson,Mary Ann Quartullo,Jacqulyne Scott,Larry King,13
Brendan F Boyle,11,0,0,0,14,12,7,8,7,0,0,13
Marjorie Margolies,,3,0,0,7,6,5,5,4,0,0,13
Daylin Leach,,,3,0,3,1,2,2,2,0,0,13
Val Arkoosh,,,,0,0,1,1,0,1,0,0,13
Kathy Enggasser,,,,,0,11,12,12,12,0,0,13
Barbara A Deeley,,,,,,0,11,12,12,0,0,13
Louis Farinella,,,,,,,0,12,12,0,0,13
Patrick Parkinson,,,,,,,,0,12,0,0,13
Mary Ann Quartullo,,,,,,,,,0,0,0,13
Jacqulyne Scott,,,,,,,,,,0,0,13
Larry King,,,,,,,,,,,0,13
Total,33,14,6,3,24,20,15,15,14,0,0,13
,Representative In Congress 13th District - Democrat,,,,Member Of - Democratic State Committee 5th Senatorial District,,,,,,,14
,Brendan F Boyle,Marjorie Margolies,Val Arkoosh,Daylin Leach,Kathy Enggasser,Louis Farinella,Barbara A Deeley,Mary Ann Quartullo,Patrick Parkinson,Jacqulyne Scott,Larry King,14
Brendan F Boyle,14,0,0,0,11,10,6,2,3,0,0,14
Marjorie Margolies,,4,0,0,5,6,3,6,3,0,0,14
Val Arkoosh,,,1,0,0,0,0,0,0,0,0,14
Daylin Leach,,,,0,0,0,0,0,0,0,0,14
Kathy Enggasser,,,,,0,8,3,6,3,0,0,14
Louis Farinella,,,,,,0,4,6,3,0,0,14
Barbara A Deeley,,,,,,,0,4,4,0,0,14
Mary Ann Quartullo,,,,,,,,0,4,0,0,14
Patrick Parkinson,,,,,,,,,0,0,0,14
Jacqulyne Scott,,,,,,,,,,0,0,14
Larry King,,,,,,,,,,,0,14
Total,35,15,1,0,16,16,9,8,6,0,0,14
,Representative In Congress 13th District - Democrat,,,,Member Of - Democratic State Committee 5th Senatorial District,,,,,,,15
,Brendan F Boyle,Marjorie Margolies,Val Arkoosh,Daylin Leach,Kathy Enggasser,Patrick Parkinson,Louis Farinella,Barbara A Deeley,Mary Ann Quartullo,Jacqulyne Scott,Larry King,15
Brendan F Boyle,16,0,0,0,10,5,7,6,5,0,0,15
