col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,division
,Governor - Democrat,,,,Member Of - Democratic State Committee 5th Senatorial District,,,,,,,All
,Tom Wolf,Allyson Y Schwartz,Robert M Mccord,Katie Mcginty,Kathy Enggasser,Louis Farinella,Barbara A Deeley,Patrick Parkinson,Mary Ann Quartullo,Larry King,Jacqulyne Scott,All
Tom Wolf,"3,922",0,0,0,"3,710","2,802","1,991","1,936","1,732",59,63,All
Allyson Y Schwartz,,"3,153",0,0,"2,517","2,084","2,158","2,039","1,786",56,45,All
Robert M Mccord,,,877,0,880,734,514,525,480,20,21,All
Katie Mcginty,,,,455,393,318,375,319,287,17,12,All
Kathy Enggasser,,,,,37,"3,729","3,662","3,514","3,480",129,112,All
Louis Farinella,,,,,,34,"3,290","3,336","3,317",134,107,All
Barbara A Deeley,,,,,,,19,"3,397","3,455",134,104,All
Patrick Parkinson,,,,,,,,18,"3,236",133,107,All
Mary Ann Quartullo,,,,,,,,,12,126,101,All
Larry King,,,,,,,,,,0,18,All
Jacqulyne Scott,,,,,,,,,,,0,All
Total,"9,613","7,555","2,265","1,182","7,569","5,999","5,079","4,857","4,315",152,141,All
