col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,division
,Member Of - Democratic State Committee 5th Senatorial District,,,,,,,Governor - Democrat,,,,1
,Kathy Enggasser,Louis Farinella,Barbara A Deeley,Patrick Parkinson,Mary Ann Quartullo,Larry King,Jacqulyne Scott,Tom Wolf,Allyson Y Schwartz,Robert M Mccord,Katie Mcginty,1
Kathy Enggasser,1,10,9,8,8,1,0,9,7,4,1,1
Louis Farinella,,0,6,5,6,1,0,10,3,2,0,1
Barbara A Deeley,,,0,7,7,1,0,4,6,1,0,1
Patrick Parkinson,,,,0,6,1,0,5,5,0,0,1
Mary Ann Quartullo,,,,,0,1,0,4,3,1,0,1
Larry King,,,,,,0,0,1,0,0,0,1
Jacqulyne Scott,,,,,,,0,0,0,0,0,1
Tom Wolf,,,,,,,,3,0,0,0,1
Allyson Y Schwartz,,,,,,,,,7,0,0,1
Robert M Mccord,,,,,,,,,,3,0,1
Katie Mcginty,,,,,,,,,,,1,1
Total,22,15,11,10,8,1,0,17,16,9,2,1
,Member Of - Democratic State Committee 5th Senatorial District,,,,,,,Governor - Democrat,,,,2
,Kathy Enggasser,Patrick Parkinson,Louis Farinella,Mary Ann Quartullo,Barbara A Deeley,Jacqulyne Scott,Larry King,Tom Wolf,Allyson Y Schwartz,Robert M Mccord,Katie Mcginty,2
Kathy Enggasser,1,14,13,11,9,0,0,14,7,3,4,2
Patrick Parkinson,,1,13,12,9,0,0,9,6,1,1,2
Louis Farinella,,,0,11,8,0,0,8,6,2,1,2
Mary Ann Quartullo,,,,0,8,0,0,6,5,0,1,2
Barbara A Deeley,,,,,0,0,0,5,4,0,1,2
Jacqulyne Scott,,,,,,0,0,0,0,0,0,2
Larry King,,,,,,,0,0,0,0,0,2
Tom Wolf,,,,,,,,5,0,0,0,2
Allyson Y Schwartz,,,,,,,,,3,0,0,2
Robert M Mccord,,,,,,,,,,1,0,2
Katie Mcginty,,,,,,,,,,,0,2
Total,29,18,17,12,10,0,0,20,13,6,5,2
,Governor - Democrat,,,,Member Of - Democratic State Committee 5th Senatorial District,,,,,,,3
,Tom Wolf,Allyson Y Schwartz,Robert M Mccord,Katie Mcginty,Kathy Enggasser,Barbara A Deeley,Patrick Parkinson,Louis Farinella,Mary Ann Quartullo,Jacqulyne Scott,Larry King,3
Tom Wolf,4,0,0,0,17,7,9,11,6,0,0,3
Allyson Y Schwartz,,1,0,0,6,8,6,4,5,0,0,3
Robert M Mccord,,,1,0,2,2,3,2,1,0,0,3
Katie Mcginty,,,,0,1,3,0,0,0,0,0,3
Kathy Enggasser,,,,,1,12,12,10,11,0,0,3
