col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,division
,Lieutenant Governor - Democrat,,,,,Representative In The General Assembly 190th District - Democrat,,,All
,Mike Stack,Mark Smith,Brandon P Neuman,Mark Critz,Brad Koplinski,Vanessa L Brown,Wanda Logan,Isaac N Patterson V,All
Mike Stack,25,0,0,0,0,786,268,47,All
Mark Smith,,0,0,0,0,57,24,4,All
Brandon P Neuman,,,11,0,0,27,6,1,All
Mark Critz,,,,1,0,14,9,10,All
Brad Koplinski,,,,,6,11,9,1,All
Vanessa L Brown,,,,,,222,0,0,All
Wanda Logan,,,,,,,71,0,All
Isaac N Patterson V,,,,,,,,11,All
Total,"1,126",85,45,34,27,"1,117",387,74,All
,Lieutenant Governor - Democrat,,,,,Representative In The General Assembly 190th District - Democrat,,,1
,Mike Stack,Mark Smith,Brandon P Neuman,Brad Koplinski,Mark Critz,Vanessa L Brown,Wanda Logan,Isaac N Patterson V,1
Mike Stack,0,0,0,0,0,55,11,1,1
Mark Smith,,0,0,0,0,2,1,0,1
Brandon P Neuman,,,0,0,0,1,0,0,1
Brad Koplinski,,,,0,0,0,0,0,1
Mark Critz,,,,,0,0,0,0,1
Vanessa L Brown,,,,,,9,0,0,1
Wanda Logan,,,,,,,6,0,1
Isaac N Patterson V,,,,,,,,0,1
Total,67,3,1,0,0,67,18,1,1
,Lieutenant Governor - Democrat,,,,,Representative In The General Assembly 190th District - Democrat,,,2
,Mike Stack,Mark Smith,Brad Koplinski,Mark Critz,Brandon P Neuman,Vanessa L Brown,Wanda Logan,Isaac N Patterson V,2
Mike Stack,1,0,0,0,0,43,14,4,2
Mark Smith,,0,0,0,0,6,1,0,2
Brad Koplinski,,,1,0,0,1,0,0,2
Mark Critz,,,,0,0,1,1,0,2
Brandon P Neuman,,,,,0,1,0,0,2
Vanessa L Brown,,,,,,8,0,0,2
Wanda Logan,,,,,,,6,0,2
Isaac N Patterson V,,,,,,,,3,2
Total,62,7,2,2,1,60,22,7,2
,Lieutenant Governor - Democrat,,,,,Representative In The General Assembly 190th District - Democrat,,,3
,Mike Stack,Brad Koplinski,Brandon P Neuman,Mark Smith,Mark Critz,Vanessa L Brown,Wanda Logan,Isaac N Patterson V,3
Mike Stack,0,0,0,0,0,29,26,2,3
Brad Koplinski,,0,0,0,0,0,2,0,3
Brandon P Neuman,,,0,0,0,1,1,0,3
Mark Smith,,,,0,0,2,0,0,3
Mark Critz,,,,,0,1,0,0,3
Vanessa L Brown,,,,,,6,0,0,3
Wanda Logan,,,,,,,9,0,3
Isaac N Patterson V,,,,,,,,0,3
Total,57,2,2,2,1,39,38,2,3
,Representative In The General Assembly 190th District - Democrat,,,Lieutenant Governor - Democrat,,,,,4
,Vanessa L Brown,Wanda Logan,Isaac N Patterson V,Mike Stack,Mark Critz,Brad Koplinski,Mark Smith,Brandon P Neuman,4
Vanessa L Brown,18,0,0,42,0,0,1,0,4
Wanda Logan,,2,0,10,2,0,0,0,4
Isaac N Patterson V,,,1,1,0,0,0,0,4
Mike Stack,,,,0,0,0,0,0,4
Mark Critz,,,,,0,0,0,0,4
Brad Koplinski,,,,,,1,0,0,4
Mark Smith,,,,,,,0,0,4
Brandon P Neuman,,,,,,,,0,4
Total,61,14,2,53,2,1,1,0,4
,Representative In The General Assembly 190th District - Democrat,,,Lieutenant Governor - Democrat,,,,,5
,Vanessa L Brown,Wanda Logan,Isaac N Patterson V,Mike Stack,Mark Smith,Brad Koplinski,Brandon P Neuman,Mark Critz,5
Vanessa L Brown,13,0,0,35,2,1,1,1,5
Wanda Logan,,2,0,6,3,0,0,0,5
Isaac N Patterson V,,,0,3,0,0,0,0,5
Mike Stack,,,,2,0,0,0,0,5
Mark Smith,,,,,0,0,0,0,5
Brad Koplinski,,,,,,1,0,0,5
Brandon P Neuman,,,,,,,0,0,5
Mark Critz,,,,,,,,0,5
Total,53,11,3,46,5,2,1,1,5
,Lieutenant Governor - Democrat,,,,,Representative In The General Assembly 190th District - Democrat,,,6
,Mike Stack,Mark Smith,Brandon P Neuman,Brad Koplinski,Mark Critz,Vanessa L Brown,Wanda Logan,Isaac N Patterson V,6
Mike Stack,1,0,0,0,0,53,36,5,6
Mark Smith,,0,0,0,0,7,1,1,6
Brandon P Neuman,,,3,0,0,1,1,0,6
Brad Koplinski,,,,1,0,2,1,0,6
Mark Critz,,,,,0,1,0,3,6
Vanessa L Brown,,,,,,16,0,0,6
Wanda Logan,,,,,,,2,0,6
Isaac N Patterson V,,,,,,,,2,6
Total,95,9,5,4,4,80,41,11,6
,Lieutenant Governor - Democrat,,,,,Representative In The General Assembly 190th District - Democrat,,,7
,Mike Stack,Mark Smith,Mark Critz,Brandon P Neuman,Brad Koplinski,Vanessa L Brown,Wanda Logan,Isaac N Patterson V,7
Mike Stack,1,0,0,0,0,41,20,9,7
Mark Smith,,0,0,0,0,4,2,0,7
Mark Critz,,,0,0,0,0,1,1,7
Brandon P Neuman,,,,0,0,1,0,0,7
Brad Koplinski,,,,,0,0,0,0,7
Vanessa L Brown,,,,,,8,0,0,7
Wanda Logan,,,,,,,3,0,7
Isaac N Patterson V,,,,,,,,2,7
Total,71,6,2,1,0,54,26,12,7
,Representative In The General Assembly 190th District - Democrat,,,Lieutenant Governor - Democrat,,,,,8
,Vanessa L Brown,Wanda Logan,Isaac N Patterson V,Mike Stack,Brandon P Neuman,Mark Smith,Mark Critz,Brad Koplinski,8
Vanessa L Brown,2,0,0,27,2,5,2,0,8
Wanda Logan,,1,0,7,3,0,0,0,8
Isaac N Patterson V,,,0,2,0,0,0,0,8
Mike Stack,,,,0,0,0,0,0,8
Brandon P Neuman,,,,,0,0,0,0,8
Mark Smith,,,,,,0,0,0,8
Mark Critz,,,,,,,0,0,8
Brad Koplinski,,,,,,,,0,8
Total,38,11,2,36,5,5,2,0,8
,Representative In The General Assembly 190th District - Democrat,,,Lieutenant Governor - Democrat,,,,,9
,Vanessa L Brown,Isaac N Patterson V,Wanda Logan,Mike Stack,Brandon P Neuman,Brad Koplinski,Mark Smith,Mark Critz,9
Vanessa L Brown,21,0,0,34,2,2,4,0,9
Isaac N Patterson V,,1,0,4,0,0,1,1,9
Wanda Logan,,,0,5,0,2,0,0,9
Mike Stack,,,,3,0,0,0,0,9
Brandon P Neuman,,,,,4,0,0,0,9
Brad Koplinski,,,,,,1,0,0,9
Mark Smith,,,,,,,0,0,9
Mark Critz,,,,,,,,0,9
Total,63,7,7,46,6,5,5,1,9
,Representative In The General Assembly 190th District - Democrat,,,Lieutenant Governor - Democrat,,,,,10
,Vanessa L Brown,Wanda Logan,Isaac N Patterson V,Mike Stack,Mark Critz,Mark Smith,Brad Koplinski,Brandon P Neuman,10
Vanessa L Brown,6,0,0,44,2,3,0,1,10
Wanda Logan,,2,0,7,0,1,1,0,10
Isaac N Patterson V,,,0,1,1,0,0,0,10
Mike Stack,,,,0,0,0,0,0,10
Mark Critz,,,,,1,0,0,0,10
Mark Smith,,,,,,0,0,0,10
Brad Koplinski,,,,,,,0,0,10
Brandon P Neuman,,,,,,,,0,10
Total,56,11,2,52,4,4,1,1,10
,Representative In The General Assembly 190th District - Democrat,,,Lieutenant Governor - Democrat,,,,,11
,Vanessa L Brown,Wanda Logan,Isaac N Patterson V,Mike Stack,Brandon P Neuman,Mark Smith,Mark Critz,Brad Koplinski,11
Vanessa L Brown,25,0,0,55,5,5,1,0,11
Wanda Logan,,2,0,14,1,0,1,0,11
Isaac N Patterson V,,,1,3,0,1,0,0,11
Mike Stack,,,,3,0,0,0,0,11
Brandon P Neuman,,,,,1,0,0,0,11
Mark Smith,,,,,,0,0,0,11
Mark Critz,,,,,,,0,0,11
Brad Koplinski,,,,,,,,0,11
Total,91,18,5,75,7,6,2,0,11
,Representative In The General Assembly 190th District - Democrat,,,Lieutenant Governor - Democrat,,,,,12
,Vanessa L Brown,Wanda Logan,Isaac N Patterson V,Mike Stack,Mark Critz,Mark Smith,Brandon P Neuman,Brad Koplinski,12
Vanessa L Brown,13,0,0,38,2,2,2,0,12
Wanda Logan,,3,0,14,1,2,0,0,12
Isaac N Patterson V,,,0,2,3,0,0,1,12
Mike Stack,,,,0,0,0,0,0,12
Mark Critz,,,,,0,0,0,0,12
Mark Smith,,,,,,0,0,0,12
Brandon P Neuman,,,,,,,0,0,12
Brad Koplinski,,,,,,,,0,12
Total,57,20,6,54,6,4,2,1,12
,Representative In The General Assembly 190th District - Democrat,,,Lieutenant Governor - Democrat,,,,,13
,Vanessa L Brown,Wanda Logan,Isaac N Patterson V,Mike Stack,Mark Smith,Brandon P Neuman,Brad Koplinski,Mark Critz,13
Vanessa L Brown,17,0,0,53,0,0,0,0,13
Wanda Logan,,9,0,13,2,0,0,0,13
Isaac N Patterson V,,,0,0,0,0,0,0,13
Mike Stack,,,,2,0,0,0,0,13
Mark Smith,,,,,0,0,0,0,13
Brandon P Neuman,,,,,,1,0,0,13
Brad Koplinski,,,,,,,0,0,13
Mark Critz,,,,,,,,0,13
Total,70,24,0,68,2,1,0,0,13
,Lieutenant Governor - Democrat,,,,,Representative In The General Assembly 190th District - Democrat,,,14
,Mike Stack,Brad Koplinski,Brandon P Neuman,Mark Critz,Mark Smith,Vanessa L Brown,Wanda Logan,Isaac N Patterson V,14
Mike Stack,3,0,0,0,0,47,30,2,14
Brad Koplinski,,0,0,0,0,1,1,0,14
Brandon P Neuman,,,0,0,0,2,0,0,14
Mark Critz,,,,0,0,1,1,0,14
Mark Smith,,,,,0,2,0,0,14
Vanessa L Brown,,,,,,14,0,0,14
Wanda Logan,,,,,,,4,0,14
Isaac N Patterson V,,,,,,,,0,14
Total,82,2,2,2,2,67,36,2,14
,Lieutenant Governor - Democrat,,,,,Representative In The General Assembly 190th District - Democrat,,,15
,Mike Stack,Brad Koplinski,Mark Critz,Mark Smith,Brandon P Neuman,Vanessa L Brown,Wanda Logan,Isaac N Patterson V,15
Mike Stack,3,0,0,0,0,51,17,2,15
Brad Koplinski,,0,0,0,0,2,1,0,15
Mark Critz,,,0,0,0,1,2,0,15
Mark Smith,,,,0,0,1,1,0,15
Brandon P Neuman,,,,,1,0,0,0,15
Vanessa L Brown,,,,,,9,0,0,15
Wanda Logan,,,,,,,10,0,15
Isaac N Patterson V,,,,,,,,1,15
Total,73,3,3,2,1,64,31,3,15
,Representative In The General Assembly 190th District - Democrat,,,Lieutenant Governor - Democrat,,,,,16
,Vanessa L Brown,Wanda Logan,Isaac N Patterson V,Mike Stack,Brandon P Neuman,Mark Smith,Brad Koplinski,Mark Critz,16
Vanessa L Brown,6,0,0,12,2,2,0,0,16
Wanda Logan,,2,0,5,0,0,0,0,16
Isaac N Patterson V,,,0,1,0,0,0,0,16
Mike Stack,,,,1,0,0,0,0,16
Brandon P Neuman,,,,,0,0,0,0,16
Mark Smith,,,,,,0,0,0,16
Brad Koplinski,,,,,,,0,0,16
Mark Critz,,,,,,,,0,16
Total,22,7,1,19,2,2,0,0,16
,Lieutenant Governor - Democrat,,,,,Representative In The General Assembly 190th District - Democrat,,,17
,Mike Stack,Mark Smith,Brandon P Neuman,Brad Koplinski,Mark Critz,Vanessa L Brown,Wanda Logan,Isaac N Patterson V,17
Mike Stack,2,0,0,0,0,46,11,2,17
Mark Smith,,0,0,0,0,1,1,1,17
Brandon P Neuman,,,0,0,0,2,0,0,17
Brad Koplinski,,,,0,0,0,0,0,17
Mark Critz,,,,,0,0,0,0,17
Vanessa L Brown,,,,,,8,0,0,17
Wanda Logan,,,,,,,3,0,17
Isaac N Patterson V,,,,,,,,0,17
Total,61,3,2,0,0,57,15,3,17
,Representative In The General Assembly 190th District - Democrat,,,Lieutenant Governor - Democrat,,,,,18
,Vanessa L Brown,Wanda Logan,Isaac N Patterson V,Mike Stack,Mark Smith,Brandon P Neuman,Mark Critz,Brad Koplinski,18
Vanessa L Brown,7,0,0,39,3,2,1,1,18
Wanda Logan,,1,0,11,4,0,0,0,18
Isaac N Patterson V,,,0,0,0,1,1,0,18
Mike Stack,,,,0,0,0,0,0,18
Mark Smith,,,,,0,0,0,0,18
Brandon P Neuman,,,,,,1,0,0,18
Mark Critz,,,,,,,0,0,18
Brad Koplinski,,,,,,,,0,18
Total,53,16,2,50,7,4,2,1,18
,Representative In The General Assembly 190th District - Democrat,,,Lieutenant Governor - Democrat,,,,,19
,Vanessa L Brown,Wanda Logan,Isaac N Patterson V,Mike Stack,Mark Smith,Brad Koplinski,Brandon P Neuman,Mark Critz,19
Vanessa L Brown,16,0,0,42,5,1,1,0,19
Wanda Logan,,4,0,11,5,1,0,0,19
Isaac N Patterson V,,,0,3,0,0,0,0,19
Mike Stack,,,,3,0,0,0,0,19
Mark Smith,,,,,0,0,0,0,19
Brad Koplinski,,,,,,1,0,0,19
Brandon P Neuman,,,,,,,0,0,19
Mark Critz,,,,,,,,0,19
Total,65,21,3,59,10,3,1,0,19
