col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,division
,Representative In The General Assembly 179th District - Democrat,,Member Of - Democratic State Committee 3rd Senatorial District,,,,,,,,,,,All
,Jason Dawkins,James W Clay Jr,Elaine Tomlin,David Rodriguez,Latrice Y Bryant,Edward M Lloyd Jr,Gwen Collins,Barbara Carroll,Humberto Perez,Karen Voss,Louis Agre,Ruth I Birchett,Dawn Thomas,All
Jason Dawkins,108,0,439,316,339,258,226,211,198,203,162,160,18,All
James W Clay Jr,,75,217,232,195,171,152,142,135,134,103,99,10,All
Elaine Tomlin,,,24,317,296,284,309,297,254,274,224,225,14,All
David Rodriguez,,,,14,304,324,282,271,288,270,230,212,11,All
Latrice Y Bryant,,,,,5,303,295,279,222,259,206,198,9,All
Edward M Lloyd Jr,,,,,,5,278,265,238,263,223,202,14,All
Gwen Collins,,,,,,,4,302,256,291,236,217,12,All
Barbara Carroll,,,,,,,,1,242,260,216,208,9,All
Humberto Perez,,,,,,,,,1,243,221,184,10,All
Karen Voss,,,,,,,,,,0,230,209,11,All
Louis Agre,,,,,,,,,,,2,171,8,All
Ruth I Birchett,,,,,,,,,,,,0,5,All
Dawn Thomas,,,,,,,,,,,,,0,All
Total,880,519,697,581,549,443,407,363,357,357,288,268,28,All
