col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,division
,Representative In Congress 2nd District - Democrat,Member Of - Democratic State Committee 1st Senatorial District,,,,,,,,,All
,Chaka Fattah,Darrell L Clarke,Matthew D Myers,Albert C Littlepage,Micah Mahjoubian,Nekisha Fulton,Domenick demuro,Marylouise Isaacson,Michelle L Rumbaugh,Thomas J Rumbaugh,All
Chaka Fattah,44,163,106,91,91,78,69,67,59,37,All
Darrell L Clarke,,8,82,64,78,60,56,54,47,32,All
Matthew D Myers,,,5,57,76,53,55,47,41,30,All
Albert C Littlepage,,,,3,50,70,53,58,45,35,All
Micah Mahjoubian,,,,,3,49,50,48,40,31,All
Nekisha Fulton,,,,,,1,49,56,51,34,All
Domenick demuro,,,,,,,5,52,41,32,All
Marylouise Isaacson,,,,,,,,1,48,30,All
Michelle L Rumbaugh,,,,,,,,,1,26,All
Thomas J Rumbaugh,,,,,,,,,,1,All
Total,284,176,115,107,99,87,81,76,64,41,All
,Representative In Congress 2nd District - Democrat,Member Of - Democratic State Committee 1st Senatorial District,,,,,,,,,1
,Chaka Fattah,Darrell L Clarke,Micah Mahjoubian,Matthew D Myers,Albert C Littlepage,Nekisha Fulton,Domenick demuro,Marylouise Isaacson,Michelle L Rumbaugh,Thomas J Rumbaugh,1
Chaka Fattah,3,24,16,14,13,10,8,7,7,7,1
Darrell L Clarke,,1,14,12,11,10,7,7,7,8,1
Micah Mahjoubian,,,0,11,10,9,7,5,7,8,1
Matthew D Myers,,,,2,9,8,6,5,6,5,1
Albert C Littlepage,,,,,0,9,7,6,7,7,1
Nekisha Fulton,,,,,,0,6,6,9,6,1
Domenick demuro,,,,,,,1,5,5,5,1
Marylouise Isaacson,,,,,,,,0,5,3,1
Michelle L Rumbaugh,,,,,,,,,0,5,1
Thomas J Rumbaugh,,,,,,,,,,1,1
Total,37,26,18,17,16,12,10,9,9,9,1
,Representative In Congress 2nd District - Democrat,Member Of - Democratic State Committee 1st Senatorial District,,,,,,,,,2
,Chaka Fattah,Darrell L Clarke,Albert C Littlepage,Matthew D Myers,Micah Mahjoubian,Domenick demuro,Nekisha Fulton,Marylouise Isaacson,Michelle L Rumbaugh,Thomas J Rumbaugh,2
Chaka Fattah,16,46,25,29,21,20,20,15,13,10,2
Darrell L Clarke,,5,17,23,18,18,15,16,11,9,2
Albert C Littlepage,,,2,17,11,17,16,16,9,8,2
Matthew D Myers,,,,0,18,19,16,14,11,9,2
Micah Mahjoubian,,,,,3,14,12,12,7,6,2
Domenick demuro,,,,,,0,14,17,10,8,2
Nekisha Fulton,,,,,,,0,15,10,8,2
Marylouise Isaacson,,,,,,,,0,10,8,2
Michelle L Rumbaugh,,,,,,,,,0,5,2
Thomas J Rumbaugh,,,,,,,,,,0,2
Total,81,52,30,29,24,23,20,19,13,10,2
,Representative In Congress 2nd District - Democrat,Member Of - Democratic State Committee 1st Senatorial District,,,,,,,,,5
,Chaka Fattah,Darrell L Clarke,Matthew D Myers,Albert C Littlepage,Marylouise Isaacson,Micah Mahjoubian,Domenick demuro,Nekisha Fulton,Michelle L Rumbaugh,Thomas J Rumbaugh,5
Chaka Fattah,1,4,3,3,2,2,1,1,0,0,5
Darrell L Clarke,,0,2,2,2,1,1,1,0,0,5
Matthew D Myers,,,1,1,1,2,0,0,0,0,5
Albert C Littlepage,,,,0,2,0,0,1,0,0,5
Marylouise Isaacson,,,,,0,0,0,1,0,0,5
Micah Mahjoubian,,,,,,0,0,0,0,0,5
Domenick demuro,,,,,,,0,0,0,0,5
Nekisha Fulton,,,,,,,,0,0,0,5
Michelle L Rumbaugh,,,,,,,,,0,0,5
Thomas J Rumbaugh,,,,,,,,,,0,5
Total,7,4,4,3,2,2,1,1,0,0,5
,Representative In Congress 2nd District - Democrat,Member Of - Democratic State Committee 1st Senatorial District,,,,,,,,,13
,Chaka Fattah,Darrell L Clarke,Matthew D Myers,Albert C Littlepage,Micah Mahjoubian,Nekisha Fulton,Michelle L Rumbaugh,Marylouise Isaacson,Domenick demuro,Thomas J Rumbaugh,13
Chaka Fattah,7,27,12,12,13,12,10,9,7,4,13
Darrell L Clarke,,1,11,11,11,11,9,8,6,4,13
Matthew D Myers,,,2,6,9,6,4,5,5,4,13
Albert C Littlepage,,,,0,5,10,6,6,5,5,13
Micah Mahjoubian,,,,,0,5,5,7,5,4,13
Nekisha Fulton,,,,,,0,9,7,6,5,13
Michelle L Rumbaugh,,,,,,,0,8,5,4,13
Marylouise Isaacson,,,,,,,,0,5,5,13
Domenick demuro,,,,,,,,,0,4,13
Thomas J Rumbaugh,,,,,,,,,,0,13
Total,42,29,15,14,14,14,11,10,8,5,13
,Representative In Congress 2nd District - Democrat,Member Of - Democratic State Committee 1st Senatorial District,,,,,,,,,14
,Chaka Fattah,Darrell L Clarke,Matthew D Myers,Micah Mahjoubian,Domenick demuro,Albert C Littlepage,Michelle L Rumbaugh,Nekisha Fulton,Marylouise Isaacson,Thomas J Rumbaugh,14
Chaka Fattah,4,15,14,9,7,4,3,4,3,2,14
Darrell L Clarke,,1,10,9,6,2,2,3,1,2,14
Matthew D Myers,,,0,9,5,2,1,3,0,1,14
