col_1,col_2,col_3,col_4,col_5,col_6,col_7,division
,Lieutenant Governor - Democrat,,,,,Representative In Congress 1st District - Democrat,1
,Mike Stack,Brad Koplinski,Mark Critz,Mark Smith,Brandon P Neuman,Robert A Brady,1
Mike Stack,6,0,0,0,0,38,1
Brad Koplinski,,2,0,0,0,0,1
Mark Critz,,,1,0,0,1,1
Mark Smith,,,,0,0,2,1
Brandon P Neuman,,,,,0,0,1
Robert A Brady,,,,,,1,1
Total,44,2,2,2,0,42,1
,Lieutenant Governor - Democrat,,,,,Representative In Congress 1st District - Democrat,2
,Mike Stack,Brad Koplinski,Mark Critz,Mark Smith,Brandon P Neuman,Robert A Brady,2
Mike Stack,7,0,0,0,0,27,2
Brad Koplinski,,3,0,0,0,1,2
Mark Critz,,,1,0,0,3,2
Mark Smith,,,,1,0,2,2
Brandon P Neuman,,,,,0,0,2
Robert A Brady,,,,,,1,2
Total,34,4,4,3,0,34,2
,Lieutenant Governor - Democrat,,,,,Representative In Congress 1st District - Democrat,3
,Mike Stack,Brad Koplinski,Mark Smith,Mark Critz,Brandon P Neuman,Robert A Brady,3
Mike Stack,10,0,0,0,0,54,3
Brad Koplinski,,4,0,0,0,2,3
Mark Smith,,,3,0,0,3,3
Mark Critz,,,,2,0,0,3
Brandon P Neuman,,,,,0,1,3
Robert A Brady,,,,,,3,3
Total,64,6,6,2,1,63,3
,Lieutenant Governor - Democrat,,,,,Representative In Congress 1st District - Democrat,4
,Mike Stack,Mark Smith,Brad Koplinski,Mark Critz,Brandon P Neuman,Robert A Brady,4
Mike Stack,11,0,0,0,0,56,4
Mark Smith,,2,0,0,0,4,4
Brad Koplinski,,,1,0,0,0,4
Mark Critz,,,,1,0,0,4
Brandon P Neuman,,,,,0,0,4
Robert A Brady,,,,,,4,4
Total,67,6,1,1,0,64,4
,Lieutenant Governor - Democrat,,,,,Representative In Congress 1st District - Democrat,5
,Mike Stack,Brad Koplinski,Mark Smith,Brandon P Neuman,Mark Critz,Robert A Brady,5
Mike Stack,8,0,0,0,0,31,5
Brad Koplinski,,1,0,0,0,2,5
Mark Smith,,,1,0,0,2,5
Brandon P Neuman,,,,0,0,0,5
Mark Critz,,,,,0,0,5
Robert A Brady,,,,,,3,5
Total,39,3,3,0,0,38,5
,Representative In Congress 1st District - Democrat,Lieutenant Governor - Democrat,,,,,6
,Robert A Brady,Mike Stack,Brad Koplinski,Brandon P Neuman,Mark Critz,Mark Smith,6
Robert A Brady,1,32,4,0,1,0,6
Mike Stack,,4,0,0,0,0,6
Brad Koplinski,,,1,0,0,0,6
Brandon P Neuman,,,,1,0,0,6
Mark Critz,,,,,0,0,6
Mark Smith,,,,,,1,6
Total,38,36,5,1,1,1,6
,Lieutenant Governor - Democrat,,,,,Representative In Congress 1st District - Democrat,7
,Mike Stack,Brad Koplinski,Mark Smith,Mark Critz,Brandon P Neuman,Robert A Brady,7
Mike Stack,4,0,0,0,0,38,7
Brad Koplinski,,1,0,0,0,1,7
Mark Smith,,,2,0,0,0,7
Mark Critz,,,,0,0,1,7
Brandon P Neuman,,,,,0,0,7
Robert A Brady,,,,,,1,7
Total,42,2,2,1,0,41,7
,Representative In Congress 1st District - Democrat,Lieutenant Governor - Democrat,,,,,8
,Robert A Brady,Mike Stack,Mark Critz,Brad Koplinski,Mark Smith,Brandon P Neuman,8
Robert A Brady,3,24,2,1,1,0,8
Mike Stack,,5,0,0,0,0,8
Mark Critz,,,0,0,0,0,8
Brad Koplinski,,,,0,0,0,8
Mark Smith,,,,,0,0,8
Brandon P Neuman,,,,,,0,8
Total,31,29,2,1,1,0,8
,Representative In Congress 1st District - Democrat,Lieutenant Governor - Democrat,,,,,9
,Robert A Brady,Mike Stack,Mark Critz,Brandon P Neuman,Brad Koplinski,Mark Smith,9
Robert A Brady,3,16,1,1,0,0,9
Mike Stack,,2,0,0,0,0,9
Mark Critz,,,3,0,0,0,9
Brandon P Neuman,,,,1,0,0,9
Brad Koplinski,,,,,0,0,9
Mark Smith,,,,,,0,9
Total,21,18,4,2,0,0,9
,Representative In Congress 1st District - Democrat,Lieutenant Governor - Democrat,,,,,10
,Robert A Brady,Mike Stack,Brandon P Neuman,Mark Critz,Mark Smith,Brad Koplinski,10
Robert A Brady,3,9,2,0,0,0,10
Mike Stack,,1,0,0,0,0,10
Brandon P Neuman,,,0,0,0,0,10
Mark Critz,,,,1,0,0,10
