col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,division
,Representative In Congress 2nd District - Democrat,Member Of - Democratic State Committee 4th Senatorial District,,,,,,,,1
,Chaka Fattah,Cindy Bass,Jalila D Parker,M Karen Bojar,Nedia S Ralston,Ron Couser,Bill Durham,Sherrie Cohen,Janet Thompson,1
Chaka Fattah,20,145,131,111,96,92,89,60,43,1
Cindy Bass,,4,113,106,87,91,86,53,44,1
Jalila D Parker,,,1,93,91,86,78,46,41,1
M Karen Bojar,,,,1,82,76,75,44,28,1
Nedia S Ralston,,,,,0,69,68,34,24,1
Ron Couser,,,,,,0,70,34,26,1
Bill Durham,,,,,,,0,24,32,1
Sherrie Cohen,,,,,,,,2,25,1
Janet Thompson,,,,,,,,,0,1
Total,207,160,138,122,101,97,93,70,49,1
,Representative In Congress 2nd District - Democrat,Member Of - Democratic State Committee 4th Senatorial District,,,,,,,,2
,Chaka Fattah,M Karen Bojar,Cindy Bass,Jalila D Parker,Nedia S Ralston,Bill Durham,Ron Couser,Sherrie Cohen,Janet Thompson,2
Chaka Fattah,17,182,153,115,96,88,84,78,49,2
M Karen Bojar,,20,136,100,91,81,77,62,42,2
Cindy Bass,,,2,102,86,79,76,62,46,2
Jalila D Parker,,,,2,87,68,71,50,35,2
Nedia S Ralston,,,,,1,64,67,45,27,2
Bill Durham,,,,,,0,69,34,23,2
Ron Couser,,,,,,,0,37,16,2
Sherrie Cohen,,,,,,,,1,38,2
Janet Thompson,,,,,,,,,0,2
Total,241,217,167,124,106,95,90,88,53,2
,Representative In Congress 2nd District - Democrat,Member Of - Democratic State Committee 4th Senatorial District,,,,,,,,3
,Chaka Fattah,Cindy Bass,M Karen Bojar,Sherrie Cohen,Jalila D Parker,Ron Couser,Nedia S Ralston,Bill Durham,Janet Thompson,3
Chaka Fattah,14,205,160,115,120,88,89,88,36,3
Cindy Bass,,5,159,106,100,85,84,84,33,3
M Karen Bojar,,,2,86,78,74,75,71,23,3
Sherrie Cohen,,,,1,47,35,33,34,27,3
Jalila D Parker,,,,,1,74,80,72,26,3
Ron Couser,,,,,,1,62,71,19,3
Nedia S Ralston,,,,,,,0,62,18,3
Bill Durham,,,,,,,,0,23,3
Janet Thompson,,,,,,,,,0,3
Total,261,225,175,126,124,92,91,90,38,3
,Representative In Congress 2nd District - Democrat,Member Of - Democratic State Committee 4th Senatorial District,,,,,,,,4
,Chaka Fattah,Cindy Bass,M Karen Bojar,Jalila D Parker,Bill Durham,Ron Couser,Sherrie Cohen,Nedia S Ralston,Janet Thompson,4
Chaka Fattah,18,82,79,57,51,49,46,45,34,4
Cindy Bass,,3,61,40,45,42,32,39,29,4
M Karen Bojar,,,2,40,46,41,35,39,27,4
Jalila D Parker,,,,0,33,31,21,37,20,4
Bill Durham,,,,,0,42,24,31,21,4
Ron Couser,,,,,,0,19,32,19,4
Sherrie Cohen,,,,,,,1,18,27,4
Nedia S Ralston,,,,,,,,1,17,4
Janet Thompson,,,,,,,,,0,4
Total,141,89,86,57,55,51,51,47,36,4
,Representative In Congress 2nd District - Democrat,Member Of - Democratic State Committee 4th Senatorial District,,,,,,,,5
,Chaka Fattah,Cindy Bass,Jalila D Parker,M Karen Bojar,Sherrie Cohen,Nedia S Ralston,Ron Couser,Bill Durham,Janet Thompson,5
Chaka Fattah,21,100,82,80,63,67,62,63,38,5
Cindy Bass,,4,68,78,50,55,63,55,39,5
Jalila D Parker,,,1,56,40,62,49,45,28,5
M Karen Bojar,,,,0,39,52,53,49,29,5
Sherrie Cohen,,,,,3,32,34,33,29,5
Nedia S Ralston,,,,,,0,44,40,21,5
Ron Couser,,,,,,,0,53,20,5
Bill Durham,,,,,,,,0,21,5
Janet Thompson,,,,,,,,,0,5
Total,154,118,90,88,75,71,71,66,45,5
,Representative In Congress 2nd District - Democrat,Member Of - Democratic State Committee 4th Senatorial District,,,,,,,,6
,Chaka Fattah,Cindy Bass,M Karen Bojar,Jalila D Parker,Ron Couser,Bill Durham,Nedia S Ralston,Sherrie Cohen,Janet Thompson,6
Chaka Fattah,13,103,62,65,53,53,48,41,33,6
Cindy Bass,,4,60,52,52,48,41,34,32,6
M Karen Bojar,,,4,46,44,44,41,27,24,6
Jalila D Parker,,,,1,38,43,43,22,19,6
Ron Couser,,,,,1,45,32,23,21,6
Bill Durham,,,,,,0,35,19,24,6
Nedia S Ralston,,,,,,,0,18,16,6
Sherrie Cohen,,,,,,,,0,25,6
Janet Thompson,,,,,,,,,0,6
Total,139,116,75,71,59,57,50,45,37,6
,Representative In Congress 2nd District - Democrat,Member Of - Democratic State Committee 4th Senatorial District,,,,,,,,7
,Chaka Fattah,Cindy Bass,Jalila D Parker,M Karen Bojar,Ron Couser,Nedia S Ralston,Bill Durham,Sherrie Cohen,Janet Thompson,7
Chaka Fattah,20,102,92,83,81,74,68,52,33,7
Cindy Bass,,0,80,75,78,66,60,38,29,7
Jalila D Parker,,,0,71,72,70,56,34,23,7
M Karen Bojar,,,,2,69,63,59,36,27,7
Ron Couser,,,,,0,60,64,31,24,7
Nedia S Ralston,,,,,,0,50,26,18,7
Bill Durham,,,,,,,1,24,20,7
Sherrie Cohen,,,,,,,,1,29,7
Janet Thompson,,,,,,,,,0,7
Total,154,108,98,90,87,77,72,59,37,7
,Representative In Congress 2nd District - Democrat,Member Of - Democratic State Committee 4th Senatorial District,,,,,,,,8
,Chaka Fattah,Cindy Bass,Sherrie Cohen,M Karen Bojar,Jalila D Parker,Nedia S Ralston,Bill Durham,Ron Couser,Janet Thompson,8
Chaka Fattah,19,48,35,32,30,27,23,22,16,8
Cindy Bass,,7,29,28,27,24,21,23,15,8
Sherrie Cohen,,,1,17,19,16,14,15,15,8
M Karen Bojar,,,,2,20,16,15,16,7,8
Jalila D Parker,,,,,0,22,16,17,10,8
Nedia S Ralston,,,,,,2,14,17,6,8
Bill Durham,,,,,,,0,17,8,8
Ron Couser,,,,,,,,0,6,8
Janet Thompson,,,,,,,,,0,8
Total,88,64,44,38,32,31,25,25,18,8
,Representative In Congress 2nd District - Democrat,Member Of - Democratic State Committee 4th Senatorial District,,,,,,,,9
,Chaka Fattah,M Karen Bojar,Cindy Bass,Sherrie Cohen,Jalila D Parker,Bill Durham,Ron Couser,Janet Thompson,Nedia S Ralston,9
Chaka Fattah,28,116,96,71,61,51,49,47,47,9
M Karen Bojar,,11,63,44,39,38,35,30,34,9
Cindy Bass,,,6,50,42,40,41,37,34,9
Sherrie Cohen,,,,0,36,31,32,36,36,9
Jalila D Parker,,,,,2,25,26,22,39,9
Bill Durham,,,,,,0,39,25,24,9
Ron Couser,,,,,,,1,23,23,9
Janet Thompson,,,,,,,,1,23,9
Nedia S Ralston,,,,,,,,,0,9
Total,212,132,112,82,68,56,56,54,51,9
,Representative In Congress 2nd District - Democrat,Member Of - Democratic State Committee 4th Senatorial District,,,,,,,,10
,Chaka Fattah,Cindy Bass,M Karen Bojar,Sherrie Cohen,Jalila D Parker,Nedia S Ralston,Ron Couser,Bill Durham,Janet Thompson,10
Chaka Fattah,38,106,79,69,74,67,62,57,39,10
Cindy Bass,,2,62,48,58,51,52,44,35,10
M Karen Bojar,,,6,41,50,50,45,34,23,10
Sherrie Cohen,,,,6,33,31,30,23,29,10
Jalila D Parker,,,,,1,53,48,35,26,10
Nedia S Ralston,,,,,,2,41,37,20,10
Ron Couser,,,,,,,0,43,20,10
Bill Durham,,,,,,,,1,18,10
Janet Thompson,,,,,,,,,0,10
Total,188,109,88,79,77,71,64,58,42,10
,Representative In Congress 2nd District - Democrat,Member Of - Democratic State Committee 4th Senatorial District,,,,,,,,11
,Chaka Fattah,Cindy Bass,M Karen Bojar,Jalila D Parker,Nedia S Ralston,Ron Couser,Sherrie Cohen,Bill Durham,Janet Thompson,11
Chaka Fattah,38,133,105,93,88,83,82,79,49,11
Cindy Bass,,6,87,83,77,78,63,72,41,11
M Karen Bojar,,,5,72,74,67,54,64,35,11
Jalila D Parker,,,,0,73,61,39,57,28,11
Nedia S Ralston,,,,,0,62,41,58,26,11
Ron Couser,,,,,,0,40,67,23,11
Sherrie Cohen,,,,,,,3,40,44,11
Bill Durham,,,,,,,,0,27,11
Janet Thompson,,,,,,,,,0,11
Total,214,145,116,98,93,89,89,85,52,11
,Representative In Congress 2nd District - Democrat,Member Of - Democratic State Committee 4th Senatorial District,,,,,,,,12
,Chaka Fattah,Cindy Bass,M Karen Bojar,Sherrie Cohen,Jalila D Parker,Ron Couser,Bill Durham,Janet Thompson,Nedia S Ralston,12
Chaka Fattah,30,139,94,92,95,75,68,63,67,12
Cindy Bass,,5,75,71,74,69,64,59,58,12
M Karen Bojar,,,1,53,52,52,41,35,47,12
Sherrie Cohen,,,,1,54,46,41,49,39,12
Jalila D Parker,,,,,1,54,42,44,57,12
Ron Couser,,,,,,0,58,36,43,12
Bill Durham,,,,,,,1,38,36,12
Janet Thompson,,,,,,,,1,30,12
Nedia S Ralston,,,,,,,,,0,12
Total,226,154,102,102,101,81,75,69,69,12
,Representative In Congress 2nd District - Democrat,Member Of - Democratic State Committee 4th Senatorial District,,,,,,,,13
,Chaka Fattah,Cindy Bass,Jalila D Parker,M Karen Bojar,Bill Durham,Nedia S Ralston,Ron Couser,Sherrie Cohen,Janet Thompson,13
Chaka Fattah,32,143,123,104,96,99,97,73,34,13
Cindy Bass,,4,107,94,93,85,90,55,31,13
Jalila D Parker,,,0,86,85,96,87,53,29,13
M Karen Bojar,,,,1,78,75,75,44,20,13
Bill Durham,,,,,0,73,80,36,23,13
Nedia S Ralston,,,,,,0,81,38,20,13
Ron Couser,,,,,,,1,35,17,13
Sherrie Cohen,,,,,,,,1,25,13
Janet Thompson,,,,,,,,,1,13
Total,222,156,129,115,105,104,103,86,40,13
,Representative In Congress 2nd District - Democrat,Member Of - Democratic State Committee 4th Senatorial District,,,,,,,,14
,Chaka Fattah,Cindy Bass,M Karen Bojar,Jalila D Parker,Sherrie Cohen,Ron Couser,Bill Durham,Nedia S Ralston,Janet Thompson,14
Chaka Fattah,21,118,83,80,75,66,64,63,40,14
Cindy Bass,,5,77,66,59,63,60,54,38,14
M Karen Bojar,,,0,56,45,57,54,49,24,14
Jalila D Parker,,,,0,38,52,51,57,27,14
Sherrie Cohen,,,,,1,31,31,31,35,14
Ron Couser,,,,,,0,57,48,19,14
Bill Durham,,,,,,,0,45,22,14
Nedia S Ralston,,,,,,,,1,19,14
Janet Thompson,,,,,,,,,1,14
Total,169,130,90,83,81,70,68,68,43,14
,Representative In Congress 2nd District - Democrat,Member Of - Democratic State Committee 4th Senatorial District,,,,,,,,15
,Chaka Fattah,Cindy Bass,M Karen Bojar,Sherrie Cohen,Jalila D Parker,Ron Couser,Bill Durham,Nedia S Ralston,Janet Thompson,15
Chaka Fattah,37,122,104,83,86,80,69,72,36,15
Cindy Bass,,4,94,64,73,79,63,61,35,15
M Karen Bojar,,,2,66,65,69,59,64,24,15
Sherrie Cohen,,,,4,37,38,33,32,29,15
Jalila D Parker,,,,,0,63,53,63,21,15
Ron Couser,,,,,,1,62,53,22,15
Bill Durham,,,,,,,1,46,22,15
Nedia S Ralston,,,,,,,,0,12,15
Janet Thompson,,,,,,,,,1,15
Total,199,140,118,101,87,86,75,74,41,15
,Representative In Congress 2nd District - Democrat,Member Of - Democratic State Committee 4th Senatorial District,,,,,,,,16
,Chaka Fattah,Cindy Bass,Jalila D Parker,Sherrie Cohen,Nedia S Ralston,M Karen Bojar,Bill Durham,Ron Couser,Janet Thompson,16
Chaka Fattah,23,71,65,43,43,39,36,34,31,16
Cindy Bass,,1,50,30,33,34,34,33,30,16
Jalila D Parker,,,1,31,40,30,34,30,24,16
