col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,division
,Member Of - Democratic State Committee 5th Senatorial District,,,,,,,Member Of - Democratic State Committee 2nd Senatorial District,,,,All
,Kathy Enggasser,Louis Farinella,Barbara A Deeley,Patrick Parkinson,Mary Ann Quartullo,Jacqulyne Scott,Larry King,James Harrity,Marnie Aument Loughrey,Donna J Derose,Frank T Brzozowski,All
Kathy Enggasser,237,237,232,216,227,6,8,0,0,0,0,All
Louis Farinella,,116,195,204,195,7,8,0,0,0,0,All
Barbara A Deeley,,,59,198,212,6,9,0,0,0,0,All
Patrick Parkinson,,,,50,202,7,9,0,0,0,0,All
Mary Ann Quartullo,,,,,29,5,8,0,0,0,0,All
Jacqulyne Scott,,,,,,2,1,0,0,0,0,All
Larry King,,,,,,,0,0,0,0,0,All
James Harrity,,,,,,,,200,237,224,218,All
Marnie Aument Loughrey,,,,,,,,,133,225,206,All
Donna J Derose,,,,,,,,,,114,213,All
Frank T Brzozowski,,,,,,,,,,,70,All
Total,541,373,310,290,276,12,9,482,403,377,313,All
