col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,division
,Lieutenant Governor - Democrat,,,,,Member Of - Democratic State Committee 5th Senatorial District,,,,,,,1
,Mike Stack,Mark Critz,Mark Smith,Brandon P Neuman,Brad Koplinski,Kathy Enggasser,Louis Farinella,Barbara A Deeley,Patrick Parkinson,Mary Ann Quartullo,Larry King,Jacqulyne Scott,1
Mike Stack,10,0,0,0,0,18,13,9,9,7,1,0,1
Mark Critz,,0,0,0,0,1,2,0,0,0,0,0,1
Mark Smith,,,1,0,0,1,0,1,0,1,0,0,1
Brandon P Neuman,,,,0,0,1,0,1,1,0,0,0,1
Brad Koplinski,,,,,0,0,0,0,0,0,0,0,1
Kathy Enggasser,,,,,,1,10,9,8,8,1,0,1
Louis Farinella,,,,,,,0,6,5,6,1,0,1
Barbara A Deeley,,,,,,,,0,7,7,1,0,1
Patrick Parkinson,,,,,,,,,0,6,1,0,1
Mary Ann Quartullo,,,,,,,,,,0,1,0,1
Larry King,,,,,,,,,,,0,0,1
Jacqulyne Scott,,,,,,,,,,,,0,1
Total,35,3,2,1,0,22,15,11,10,8,1,0,1
,Lieutenant Governor - Democrat,,,,,Member Of - Democratic State Committee 5th Senatorial District,,,,,,,2
,Mike Stack,Brad Koplinski,Brandon P Neuman,Mark Critz,Mark Smith,Kathy Enggasser,Patrick Parkinson,Louis Farinella,Mary Ann Quartullo,Barbara A Deeley,Jacqulyne Scott,Larry King,2
Mike Stack,6,0,0,0,0,24,15,13,10,7,0,0,2
Brad Koplinski,,0,0,0,0,2,1,1,1,1,0,0,2
Brandon P Neuman,,,0,0,0,1,1,1,1,2,0,0,2
Mark Critz,,,,0,0,0,1,1,0,0,0,0,2
Mark Smith,,,,,0,2,0,1,0,0,0,0,2
Kathy Enggasser,,,,,,0,14,13,11,9,0,0,2
Patrick Parkinson,,,,,,,0,13,12,9,0,0,2
Louis Farinella,,,,,,,,0,11,8,0,0,2
Mary Ann Quartullo,,,,,,,,,0,8,0,0,2
Barbara A Deeley,,,,,,,,,,0,0,0,2
Jacqulyne Scott,,,,,,,,,,,0,0,2
Larry King,,,,,,,,,,,,0,2
Total,35,2,2,2,2,29,18,17,12,10,0,0,2
,Lieutenant Governor - Democrat,,,,,Member Of - Democratic State Committee 5th Senatorial District,,,,,,,3
,Mike Stack,Brad Koplinski,Brandon P Neuman,Mark Critz,Mark Smith,Kathy Enggasser,Barbara A Deeley,Patrick Parkinson,Louis Farinella,Mary Ann Quartullo,Jacqulyne Scott,Larry King,3
Mike Stack,1,0,0,0,0,21,19,18,16,12,0,0,3
Brad Koplinski,,0,0,0,0,2,0,0,0,0,0,0,3
Brandon P Neuman,,,0,0,0,1,1,0,0,0,0,0,3
Mark Critz,,,,0,0,0,0,0,0,1,0,0,3
Mark Smith,,,,,0,1,0,0,0,0,0,0,3
Kathy Enggasser,,,,,,2,12,12,10,11,0,0,3
Barbara A Deeley,,,,,,,0,12,10,10,0,0,3
Patrick Parkinson,,,,,,,,0,10,10,0,0,3
Louis Farinella,,,,,,,,,1,9,0,0,3
Mary Ann Quartullo,,,,,,,,,,0,0,0,3
Jacqulyne Scott,,,,,,,,,,,0,0,3
Larry King,,,,,,,,,,,,0,3
Total,41,2,1,1,1,27,20,18,17,13,0,0,3
,Lieutenant Governor - Democrat,,,,,Member Of - Democratic State Committee 5th Senatorial District,,,,,,,4
,Mike Stack,Mark Smith,Brad Koplinski,Brandon P Neuman,Mark Critz,Kathy Enggasser,Louis Farinella,Barbara A Deeley,Mary Ann Quartullo,Patrick Parkinson,Jacqulyne Scott,Larry King,4
Mike Stack,33,0,0,0,0,26,22,22,20,19,1,1,4
Mark Smith,,1,0,0,0,1,1,1,0,0,0,0,4
Brad Koplinski,,,0,0,0,2,0,0,2,0,0,0,4
Brandon P Neuman,,,,0,0,1,1,1,1,1,1,0,4
Mark Critz,,,,,0,0,0,0,0,1,0,0,4
Kathy Enggasser,,,,,,0,18,20,21,19,2,1,4
Louis Farinella,,,,,,,1,17,17,17,2,1,4
Barbara A Deeley,,,,,,,,0,19,18,2,1,4
Mary Ann Quartullo,,,,,,,,,0,18,2,1,4
Patrick Parkinson,,,,,,,,,,0,2,1,4
Jacqulyne Scott,,,,,,,,,,,0,0,4
Larry King,,,,,,,,,,,,0,4
Total,69,4,3,1,1,30,25,24,23,21,2,1,4
,Lieutenant Governor - Democrat,,,,,Member Of - Democratic State Committee 5th Senatorial District,,,,,,,5
,Mike Stack,Mark Smith,Brad Koplinski,Mark Critz,Brandon P Neuman,Kathy Enggasser,Louis Farinella,Patrick Parkinson,Barbara A Deeley,Mary Ann Quartullo,Larry King,Jacqulyne Scott,5
Mike Stack,8,0,0,0,0,16,10,12,8,8,1,0,5
Mark Smith,,0,0,0,0,2,2,1,1,1,0,0,5
Brad Koplinski,,,0,0,0,1,1,0,0,0,0,0,5
Mark Critz,,,,0,0,1,0,0,0,0,0,0,5
Brandon P Neuman,,,,,0,0,0,0,0,0,0,0,5
Kathy Enggasser,,,,,,0,9,7,6,6,1,0,5
Louis Farinella,,,,,,,0,7,7,7,1,0,5
Patrick Parkinson,,,,,,,,0,7,7,1,0,5
Barbara A Deeley,,,,,,,,,0,7,1,0,5
Mary Ann Quartullo,,,,,,,,,,0,1,0,5
Larry King,,,,,,,,,,,0,0,5
Jacqulyne Scott,,,,,,,,,,,,0,5
Total,36,3,1,1,0,20,13,13,9,9,1,0,5
,Lieutenant Governor - Democrat,,,,,Member Of - Democratic State Committee 5th Senatorial District,,,,,,,6
