col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,division
,Member Of - Democratic State Committee 4th Senatorial District,,,,,,,,All
,Cindy Bass,Jalila D Parker,Sherrie Cohen,Janet Thompson,Ron Couser,Nedia S Ralston,Bill Durham,M Karen Bojar,All
Cindy Bass,678,"1,657","1,368","1,388","1,339",979,"1,071",909,All
Jalila D Parker,,464,"1,172","1,174","1,047","1,105",849,655,All
Sherrie Cohen,,,240,893,928,807,740,750,All
Janet Thompson,,,,64,961,669,907,610,All
Ron Couser,,,,,29,625,915,669,All
Nedia S Ralston,,,,,,77,515,513,All
Bill Durham,,,,,,,21,491,All
M Karen Bojar,,,,,,,,22,All
Total,"3,084","2,484","1,936","1,649","1,543","1,371","1,258","1,096",All
,Member Of - Democratic State Committee 4th Senatorial District,,,,,,,,1
,Cindy Bass,Sherrie Cohen,M Karen Bojar,Ron Couser,Janet Thompson,Jalila D Parker,Bill Durham,Nedia S Ralston,1
Cindy Bass,34,139,129,130,93,64,78,29,1
Sherrie Cohen,,24,102,93,59,44,47,27,1
M Karen Bojar,,,0,101,61,34,54,19,1
Ron Couser,,,,1,77,45,75,19,1
Janet Thompson,,,,,2,46,67,21,1
Jalila D Parker,,,,,,11,35,27,1
Bill Durham,,,,,,,1,17,1
Nedia S Ralston,,,,,,,,1,1
Total,229,178,142,140,104,87,86,38,1
,Member Of - Democratic State Committee 4th Senatorial District,,,,,,,,2
,Cindy Bass,Janet Thompson,M Karen Bojar,Ron Couser,Bill Durham,Sherrie Cohen,Jalila D Parker,Nedia S Ralston,2
Cindy Bass,41,130,122,121,114,76,69,34,2
Janet Thompson,,1,99,108,108,52,56,27,2
M Karen Bojar,,,3,100,93,56,35,24,2
Ron Couser,,,,2,103,56,42,25,2
Bill Durham,,,,,0,48,44,25,2
Sherrie Cohen,,,,,,10,45,31,2
Jalila D Parker,,,,,,,6,35,2
Nedia S Ralston,,,,,,,,2,2
Total,219,138,138,134,123,106,86,48,2
,Member Of - Democratic State Committee 4th Senatorial District,,,,,,,,3
,Cindy Bass,Jalila D Parker,Sherrie Cohen,Janet Thompson,Ron Couser,Bill Durham,Nedia S Ralston,M Karen Bojar,3
Cindy Bass,24,58,51,48,44,34,31,28,3
Jalila D Parker,,17,45,48,43,34,35,31,3
Sherrie Cohen,,,12,34,33,26,28,22,3
Janet Thompson,,,,1,32,36,30,22,3
Ron Couser,,,,,0,29,21,23,3
Bill Durham,,,,,,2,19,22,3
Nedia S Ralston,,,,,,,2,25,3
M Karen Bojar,,,,,,,,0,3
Total,103,85,72,58,50,46,43,37,3
,Member Of - Democratic State Committee 4th Senatorial District,,,,,,,,4
,Cindy Bass,Jalila D Parker,Sherrie Cohen,Nedia S Ralston,Janet Thompson,Ron Couser,Bill Durham,M Karen Bojar,4
Cindy Bass,20,77,62,42,50,52,47,32,4
Jalila D Parker,,9,59,50,50,42,37,29,4
Sherrie Cohen,,,8,40,40,43,37,30,4
Nedia S Ralston,,,,3,25,25,25,21,4
Janet Thompson,,,,,0,32,32,20,4
Ron Couser,,,,,,0,34,23,4
Bill Durham,,,,,,,0,16,4
M Karen Bojar,,,,,,,,0,4
Total,117,101,84,60,58,58,51,38,4
,Member Of - Democratic State Committee 4th Senatorial District,,,,,,,,5
,Cindy Bass,Jalila D Parker,Sherrie Cohen,Nedia S Ralston,Ron Couser,Janet Thompson,M Karen Bojar,Bill Durham,5
Cindy Bass,12,31,26,22,24,19,18,15,5
Jalila D Parker,,7,22,26,23,21,16,15,5
Sherrie Cohen,,,3,20,16,13,13,10,5
Nedia S Ralston,,,,1,17,12,14,14,5
Ron Couser,,,,,1,13,11,16,5
Janet Thompson,,,,,,0,12,9,5
M Karen Bojar,,,,,,,1,7,5
Bill Durham,,,,,,,,0,5
Total,59,48,38,31,30,25,21,20,5
