col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,division
,Member Of - Republican State Committee 13th Congressional District,,,,Member Of - Republican State Committee 2nd Congressional District,,,All
,Dave Kralle,Agnes Tilley,Michael P Meehan,Margaret L Recupido,Denise Furey,Calvin R Tucker,Walt Vogler,All
Dave Kralle,11,17,7,7,0,0,0,All
Agnes Tilley,,7,8,7,0,0,0,All
Michael P Meehan,,,1,8,0,0,0,All
Margaret L Recupido,,,,1,0,0,0,All
Denise Furey,,,,,8,14,13,All
Calvin R Tucker,,,,,,0,13,All
Walt Vogler,,,,,,,1,All
Total,28,25,10,9,22,14,14,All
