col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,division
,Member Of - Democratic State Committee 3rd Senatorial District,,,,,,,,,,,Governor - Democrat,,,,All
,Latrice Y Bryant,Gwen Collins,Barbara Carroll,Elaine Tomlin,Edward M Lloyd Jr,David Rodriguez,Karen Voss,Humberto Perez,Louis Agre,Ruth I Birchett,Dawn Thomas,Tom Wolf,Allyson Y Schwartz,Robert M Mccord,Katie Mcginty,All
Latrice Y Bryant,8,195,176,174,131,116,96,70,77,66,6,175,120,53,10,All
Gwen Collins,,0,179,168,96,91,101,79,81,70,3,94,122,23,8,All
Barbara Carroll,,,0,171,88,75,88,71,69,66,4,72,106,29,9,All
Elaine Tomlin,,,,2,82,78,86,69,69,62,3,69,100,21,4,All
Edward M Lloyd Jr,,,,,0,117,90,73,76,61,5,104,37,28,5,All
David Rodriguez,,,,,,0,80,81,74,60,4,106,34,23,3,All
Karen Voss,,,,,,,0,72,79,67,1,52,43,16,8,All
Humberto Perez,,,,,,,,0,70,49,4,45,37,16,3,All
Louis Agre,,,,,,,,,1,51,1,48,31,14,6,All
Ruth I Birchett,,,,,,,,,,0,0,41,33,11,4,All
Dawn Thomas,,,,,,,,,,,0,8,2,0,0,All
Tom Wolf,,,,,,,,,,,,97,0,0,0,All
Allyson Y Schwartz,,,,,,,,,,,,,53,0,0,All
Robert M Mccord,,,,,,,,,,,,,,33,0,All
Katie Mcginty,,,,,,,,,,,,,,,7,All
Total,375,253,223,204,175,166,120,101,100,89,10,348,226,107,28,All
,Member Of - Democratic State Committee 3rd Senatorial District,,,,,,,,,,,Governor - Democrat,,,,1
,Latrice Y Bryant,Gwen Collins,Elaine Tomlin,Edward M Lloyd Jr,David Rodriguez,Barbara Carroll,Humberto Perez,Karen Voss,Louis Agre,Ruth I Birchett,Dawn Thomas,Tom Wolf,Allyson Y Schwartz,Robert M Mccord,Katie Mcginty,1
Latrice Y Bryant,0,13,13,11,10,11,7,7,6,6,0,11,8,6,1,1
Gwen Collins,,0,14,10,10,13,9,9,8,8,0,7,8,2,0,1
Elaine Tomlin,,,1,9,9,13,8,8,7,8,0,7,7,1,0,1
Edward M Lloyd Jr,,,,0,11,8,9,9,8,7,1,8,3,4,0,1
David Rodriguez,,,,,0,8,8,8,7,7,0,9,4,1,0,1
Barbara Carroll,,,,,,0,7,7,6,7,0,7,5,1,0,1
Humberto Perez,,,,,,,0,8,7,6,0,5,2,3,0,1
Karen Voss,,,,,,,,0,7,7,0,4,3,2,0,1
Louis Agre,,,,,,,,,0,5,0,3,3,2,0,1
Ruth I Birchett,,,,,,,,,,0,0,3,4,1,0,1
Dawn Thomas,,,,,,,,,,,0,1,0,0,0,1
Tom Wolf,,,,,,,,,,,,4,0,0,0,1
Allyson Y Schwartz,,,,,,,,,,,,,1,0,0,1
Robert M Mccord,,,,,,,,,,,,,,3,0,1
Katie Mcginty,,,,,,,,,,,,,,,1,1
Total,26,17,16,15,14,13,10,9,8,8,1,19,12,11,2,1
,Governor - Democrat,,,,Member Of - Democratic State Committee 3rd Senatorial District,,,,,,,,,,,2
,Tom Wolf,Allyson Y Schwartz,Robert M Mccord,Katie Mcginty,Latrice Y Bryant,Barbara Carroll,Gwen Collins,Elaine Tomlin,David Rodriguez,Edward M Lloyd Jr,Humberto Perez,Karen Voss,Louis Agre,Ruth I Birchett,Dawn Thomas,2
Tom Wolf,10,0,0,0,20,10,11,11,12,11,6,7,6,5,1,2
Allyson Y Schwartz,,6,0,0,8,8,8,9,3,4,5,3,4,2,0,2
Robert M Mccord,,,1,0,8,7,6,4,3,2,3,2,1,3,0,2
Katie Mcginty,,,,0,2,2,2,1,1,1,1,2,1,1,0,2
Latrice Y Bryant,,,,,0,19,21,18,11,10,9,11,9,8,0,2
