col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,division
,Lieutenant Governor - Democrat,,,,,Member Of - Democratic State Committee 4th Senatorial District,,,,,,,,1
,Mike Stack,Brandon P Neuman,Mark Smith,Mark Critz,Brad Koplinski,Jalila D Parker,Cindy Bass,Sherrie Cohen,Nedia S Ralston,Janet Thompson,Bill Durham,Ron Couser,M Karen Bojar,1
Mike Stack,2,0,0,0,0,37,27,30,22,15,13,13,7,1
Brandon P Neuman,,1,0,0,0,2,4,1,1,1,2,0,3,1
Mark Smith,,,2,0,0,1,2,1,2,1,1,1,2,1
Mark Critz,,,,0,0,1,2,2,1,0,0,1,1,1
Brad Koplinski,,,,,0,0,0,0,0,0,0,0,0,1
Jalila D Parker,,,,,,0,18,19,18,12,12,14,7,1
Cindy Bass,,,,,,,5,14,13,13,12,13,8,1
Sherrie Cohen,,,,,,,,1,13,10,9,12,6,1
Nedia S Ralston,,,,,,,,,1,5,8,8,8,1
Janet Thompson,,,,,,,,,,0,10,10,4,1
Bill Durham,,,,,,,,,,,0,11,6,1
Ron Couser,,,,,,,,,,,,0,5,1
M Karen Bojar,,,,,,,,,,,,,0,1
Total,68,9,6,3,0,41,40,35,27,17,16,15,13,1
,Lieutenant Governor - Democrat,,,,,Member Of - Democratic State Committee 4th Senatorial District,,,,,,,,2
,Mike Stack,Mark Smith,Brandon P Neuman,Brad Koplinski,Mark Critz,Cindy Bass,Jalila D Parker,Sherrie Cohen,Nedia S Ralston,Janet Thompson,Ron Couser,M Karen Bojar,Bill Durham,2
Mike Stack,7,0,0,0,0,61,66,52,46,27,23,18,18,2
Mark Smith,,0,0,0,0,4,3,4,2,2,1,0,1,2
Brandon P Neuman,,,0,0,0,5,2,2,0,2,2,3,1,2
Brad Koplinski,,,,0,0,2,1,1,1,1,1,0,1,2
Mark Critz,,,,,0,1,1,1,1,1,0,1,0,2
Cindy Bass,,,,,,9,41,35,32,31,24,20,17,2
Jalila D Parker,,,,,,,5,36,37,21,21,16,15,2
Sherrie Cohen,,,,,,,,2,30,28,21,20,15,2
Nedia S Ralston,,,,,,,,,1,17,15,15,9,2
Janet Thompson,,,,,,,,,,0,17,13,16,2
Ron Couser,,,,,,,,,,,0,12,13,2
M Karen Bojar,,,,,,,,,,,,0,4,2
Bill Durham,,,,,,,,,,,,,0,2
Total,115,9,7,3,1,84,79,64,53,34,27,22,21,2
,Lieutenant Governor - Democrat,,,,,Member Of - Democratic State Committee 4th Senatorial District,,,,,,,,3
,Mike Stack,Mark Critz,Brandon P Neuman,Mark Smith,Brad Koplinski,Jalila D Parker,Cindy Bass,Nedia S Ralston,Sherrie Cohen,Bill Durham,Janet Thompson,Ron Couser,M Karen Bojar,3
Mike Stack,2,0,0,0,0,40,30,30,20,12,10,10,9,3
Mark Critz,,0,0,0,0,10,4,4,3,2,2,4,4,3
Brandon P Neuman,,,1,0,0,5,3,1,3,3,3,1,0,3
Mark Smith,,,,0,0,3,3,0,5,2,2,1,1,3
Brad Koplinski,,,,,0,1,3,0,1,0,1,0,0,3
Jalila D Parker,,,,,,1,29,27,19,17,14,15,14,3
Cindy Bass,,,,,,,2,18,18,15,13,13,10,3
Nedia S Ralston,,,,,,,,1,13,7,8,11,11,3
Sherrie Cohen,,,,,,,,,0,11,12,12,11,3
Bill Durham,,,,,,,,,,0,11,9,5,3
Janet Thompson,,,,,,,,,,,0,5,7,3
Ron Couser,,,,,,,,,,,,0,7,3
M Karen Bojar,,,,,,,,,,,,,0,3
Total,63,11,8,6,3,60,45,36,32,19,18,16,14,3
,Lieutenant Governor - Democrat,,,,,Member Of - Democratic State Committee 4th Senatorial District,,,,,,,,4
,Mike Stack,Brandon P Neuman,Mark Smith,Mark Critz,Brad Koplinski,Cindy Bass,Jalila D Parker,Sherrie Cohen,Nedia S Ralston,Janet Thompson,Ron Couser,Bill Durham,M Karen Bojar,4
Mike Stack,5,0,0,0,0,106,89,52,62,40,43,40,34,4
Brandon P Neuman,,0,0,0,0,12,7,8,6,5,5,5,5,4
Mark Smith,,,0,0,0,6,6,4,2,6,5,2,1,4
Mark Critz,,,,1,0,2,3,5,2,3,2,2,2,4
Brad Koplinski,,,,,0,3,4,3,1,3,3,2,3,4
Cindy Bass,,,,,,4,83,61,64,52,53,49,41,4
