col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,division
,Member Of - Democratic State Committee 8th Senatorial District,,,,,Member Of - Democratic State Committee 7th Senatorial District,,,,,,All
,Alishea Jackson,Rasheen Crews,Kevin C Hannah,Vernon D Brown,James Tyson,Ken Washington,Jacque Whaumbush,Kathryn S Huggins,Lisa Rhodes,Monica Maria Djerassi,Willie Jordan,All
Alishea Jackson,320,651,619,549,525,0,0,0,0,0,0,All
Rasheen Crews,,296,613,529,502,0,0,0,0,0,0,All
Kevin C Hannah,,,88,508,504,0,0,0,0,0,0,All
Vernon D Brown,,,,110,513,0,0,0,0,0,0,All
James Tyson,,,,,75,0,0,0,0,0,0,All
Ken Washington,,,,,,183,239,236,230,228,224,All
Jacque Whaumbush,,,,,,,63,217,210,216,198,All
Kathryn S Huggins,,,,,,,,30,232,231,219,All
Lisa Rhodes,,,,,,,,,20,222,214,All
Monica Maria Djerassi,,,,,,,,,,21,214,All
Willie Jordan,,,,,,,,,,,18,All
Total,"1,056","1,013",752,716,650,474,315,296,276,273,262,All
