col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,division
,Representative In The General Assembly 175th District - Democrat,,Member Of - Democratic State Committee 1st Senatorial District,,,,,,,,,All
,Sean Sullivan,Michael H O Brien,Darrell L Clarke,Marylouise Isaacson,Matthew D Myers,Micah Mahjoubian,Michelle L Rumbaugh,Domenick demuro,Nekisha Fulton,Albert C Littlepage,Thomas J Rumbaugh,All
Sean Sullivan,96,0,185,205,187,199,175,144,141,129,125,All
Michael H O Brien,,79,193,167,190,160,140,122,104,95,95,All
Darrell L Clarke,,,8,233,245,231,201,192,173,166,155,All
Marylouise Isaacson,,,,4,261,250,277,220,233,205,198,All
Matthew D Myers,,,,,0,250,221,225,194,192,181,All
Micah Mahjoubian,,,,,,2,213,213,188,181,168,All
Michelle L Rumbaugh,,,,,,,1,194,218,176,196,All
Domenick demuro,,,,,,,,1,180,180,163,All
Nekisha Fulton,,,,,,,,,1,166,158,All
Albert C Littlepage,,,,,,,,,,2,155,All
Thomas J Rumbaugh,,,,,,,,,,,0,All
Total,438,406,389,385,380,365,324,273,253,228,223,All
,Representative In The General Assembly 175th District - Democrat,,Member Of - Democratic State Committee 1st Senatorial District,,,,,,,,,1
,Sean Sullivan,Michael H O Brien,Darrell L Clarke,Matthew D Myers,Michelle L Rumbaugh,Marylouise Isaacson,Micah Mahjoubian,Domenick demuro,Nekisha Fulton,Thomas J Rumbaugh,Albert C Littlepage,1
Sean Sullivan,12,0,36,35,37,37,38,29,31,24,24,1
Michael H O Brien,,8,35,35,31,29,26,20,17,24,14,1
Darrell L Clarke,,,1,46,45,44,42,38,38,35,27,1
Matthew D Myers,,,,0,43,45,42,43,34,38,31,1
Michelle L Rumbaugh,,,,,0,51,41,35,41,41,26,1
Marylouise Isaacson,,,,,,1,37,38,43,35,28,1
Micah Mahjoubian,,,,,,,0,36,32,33,27,1
Domenick demuro,,,,,,,,0,33,33,30,1
Nekisha Fulton,,,,,,,,,0,30,24,1
Thomas J Rumbaugh,,,,,,,,,,0,24,1
Albert C Littlepage,,,,,,,,,,,2,1
Total,77,73,72,71,68,67,64,50,48,48,40,1
,Representative In The General Assembly 175th District - Democrat,,Member Of - Democratic State Committee 1st Senatorial District,,,,,,,,,15
,Sean Sullivan,Michael H O Brien,Matthew D Myers,Darrell L Clarke,Marylouise Isaacson,Micah Mahjoubian,Domenick demuro,Michelle L Rumbaugh,Albert C Littlepage,Thomas J Rumbaugh,Nekisha Fulton,15
Sean Sullivan,16,0,33,25,27,26,18,17,18,15,15,15
Michael H O Brien,,12,25,30,18,16,13,13,11,11,8,15
Matthew D Myers,,,0,38,34,36,31,25,25,22,20,15
Darrell L Clarke,,,,1,26,32,24,21,22,17,15,15
Marylouise Isaacson,,,,,0,28,28,24,26,23,21,15
Micah Mahjoubian,,,,,,0,27,18,24,19,18,15
Domenick demuro,,,,,,,1,18,23,17,17,15
Michelle L Rumbaugh,,,,,,,,0,19,22,16,15
Albert C Littlepage,,,,,,,,,0,18,19,15
Thomas J Rumbaugh,,,,,,,,,,0,16,15
Nekisha Fulton,,,,,,,,,,,0,15
Total,64,55,59,57,45,43,33,30,29,26,23,15
,Representative In The General Assembly 175th District - Democrat,,Member Of - Democratic State Committee 1st Senatorial District,,,,,,,,,16
,Sean Sullivan,Michael H O Brien,Micah Mahjoubian,Darrell L Clarke,Marylouise Isaacson,Matthew D Myers,Michelle L Rumbaugh,Domenick demuro,Nekisha Fulton,Thomas J Rumbaugh,Albert C Littlepage,16
Sean Sullivan,28,0,51,47,47,39,38,34,31,30,27,16
Michael H O Brien,,22,22,23,17,24,12,9,10,7,9,16
Micah Mahjoubian,,,0,45,53,43,42,35,39,32,34,16
Darrell L Clarke,,,,3,44,42,36,33,35,31,32,16
Marylouise Isaacson,,,,,3,42,43,34,38,34,34,16
Matthew D Myers,,,,,,0,33,34,32,31,32,16
Michelle L Rumbaugh,,,,,,,0,30,37,29,29,16
Domenick demuro,,,,,,,,0,29,25,30,16
