col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,division
,Representative In Congress 1st District - Democrat,Member Of - Democratic State Committee 7th Senatorial District,,,,,,All
,Robert A Brady,Ken Washington,Kathryn S Huggins,Jacque Whaumbush,Lisa Rhodes,Monica Maria Djerassi,Willie Jordan,All
Robert A Brady,"1,121","2,260","1,625","1,591","1,387","1,279","1,268",All
Ken Washington,,119,"1,183","1,372","1,114","1,099","1,126",All
Kathryn S Huggins,,,52,"1,087","1,216","1,130","1,124",All
Jacque Whaumbush,,,,35,"1,061","1,048","1,029",All
Lisa Rhodes,,,,,14,"1,082","1,078",All
Monica Maria Djerassi,,,,,,39,"1,064",All
Willie Jordan,,,,,,,7,All
Total,"4,433","2,470","1,762","1,705","1,453","1,379","1,326",All
