col_1,col_2,col_3,col_4,col_5,col_6,division
,Member Of - Democratic State Committee 8th Senatorial District,,,,,All
,Rasheen Crews,Alishea Jackson,Kevin C Hannah,Vernon D Brown,James Tyson,All
Rasheen Crews,149,294,275,256,244,All
Alishea Jackson,,132,277,260,253,All
Kevin C Hannah,,,26,250,248,All
Vernon D Brown,,,,23,248,All
James Tyson,,,,,10,All
Total,477,456,325,308,281,All
,Member Of - Democratic State Committee 8th Senatorial District,,,,,1
,Alishea Jackson,Rasheen Crews,Kevin C Hannah,James Tyson,Vernon D Brown,1
Alishea Jackson,5,20,19,16,17,1
Rasheen Crews,,4,19,17,17,1
Kevin C Hannah,,,2,16,17,1
James Tyson,,,,1,16,1
Vernon D Brown,,,,,0,1
Total,25,25,21,18,17,1
,Member Of - Democratic State Committee 8th Senatorial District,,,,,2
,Alishea Jackson,James Tyson,Kevin C Hannah,Vernon D Brown,Rasheen Crews,2
Alishea Jackson,15,31,30,30,25,2
James Tyson,,2,29,30,23,2
Kevin C Hannah,,,2,29,21,2
Vernon D Brown,,,,1,22,2
Rasheen Crews,,,,,3,2
Total,49,33,32,31,28,2
,Member Of - Democratic State Committee 8th Senatorial District,,,,,4
,Rasheen Crews,Alishea Jackson,Kevin C Hannah,Vernon D Brown,James Tyson,4
Rasheen Crews,28,20,19,13,11,4
Alishea Jackson,,7,15,9,10,4
Kevin C Hannah,,,0,9,8,4
Vernon D Brown,,,,5,9,4
James Tyson,,,,,1,4
Total,56,28,19,19,12,4
,Member Of - Democratic State Committee 8th Senatorial District,,,,,5
,Alishea Jackson,Vernon D Brown,James Tyson,Rasheen Crews,Kevin C Hannah,5
Alishea Jackson,4,18,17,17,17,5
Vernon D Brown,,0,18,17,17,5
James Tyson,,,0,16,17,5
Rasheen Crews,,,,1,16,5
Kevin C Hannah,,,,,0,5
Total,22,19,18,18,17,5
,Member Of - Democratic State Committee 8th Senatorial District,,,,,7
,Rasheen Crews,Alishea Jackson,Kevin C Hannah,James Tyson,Vernon D Brown,7
Rasheen Crews,14,26,23,22,23,7
Alishea Jackson,,6,23,20,22,7
Kevin C Hannah,,,1,20,20,7
James Tyson,,,,1,21,7
Vernon D Brown,,,,,0,7
Total,45,33,25,24,24,7
,Member Of - Democratic State Committee 8th Senatorial District,,,,,8
,Alishea Jackson,Rasheen Crews,Kevin C Hannah,James Tyson,Vernon D Brown,8
Alishea Jackson,0,5,4,2,2,8
Rasheen Crews,,0,4,2,2,8
Kevin C Hannah,,,0,2,2,8
James Tyson,,,,0,2,8
Vernon D Brown,,,,,0,8
Total,5,5,4,2,2,8
,Member Of - Democratic State Committee 8th Senatorial District,,,,,9
,Alishea Jackson,Kevin C Hannah,Rasheen Crews,James Tyson,Vernon D Brown,9
Alishea Jackson,6,1,1,1,1,9
Kevin C Hannah,,2,1,1,1,9
Rasheen Crews,,,2,1,1,9
James Tyson,,,,0,1,9
Vernon D Brown,,,,,0,9
Total,7,3,3,1,1,9
,Member Of - Democratic State Committee 8th Senatorial District,,,,,10
,Alishea Jackson,Kevin C Hannah,Vernon D Brown,Rasheen Crews,James Tyson,10
Alishea Jackson,3,12,14,12,12,10
Kevin C Hannah,,2,12,11,11,10
Vernon D Brown,,,0,12,12,10
Rasheen Crews,,,,1,11,10
James Tyson,,,,,0,10
Total,17,14,14,13,12,10
,Member Of - Democratic State Committee 8th Senatorial District,,,,,12
,Rasheen Crews,Alishea Jackson,Vernon D Brown,Kevin C Hannah,James Tyson,12
Rasheen Crews,18,16,11,12,7,12
Alishea Jackson,,9,10,11,6,12
Vernon D Brown,,,4,8,8,12
Kevin C Hannah,,,,4,7,12
James Tyson,,,,,0,12
Total,37,27,18,16,8,12
,Member Of - Democratic State Committee 8th Senatorial District,,,,,14
,Alishea Jackson,Rasheen Crews,James Tyson,Kevin C Hannah,Vernon D Brown,14
Alishea Jackson,15,28,28,27,27,14
Rasheen Crews,,4,27,25,26,14
James Tyson,,,1,26,27,14
Kevin C Hannah,,,,2,26,14
Vernon D Brown,,,,,0,14
Total,46,33,30,29,27,14
,Member Of - Democratic State Committee 8th Senatorial District,,,,,15
,Rasheen Crews,Alishea Jackson,Vernon D Brown,Kevin C Hannah,James Tyson,15
Rasheen Crews,29,33,30,34,27,15
Alishea Jackson,,12,29,30,26,15
Vernon D Brown,,,5,29,28,15
Kevin C Hannah,,,,1,28,15
James Tyson,,,,,2,15
Total,67,46,40,38,32,15
,Member Of - Democratic State Committee 8th Senatorial District,,,,,16
,Rasheen Crews,Alishea Jackson,Kevin C Hannah,Vernon D Brown,James Tyson,16
Rasheen Crews,17,13,13,10,7,16
Alishea Jackson,,12,12,10,10,16
Kevin C Hannah,,,3,11,9,16
Vernon D Brown,,,,2,8,16
James Tyson,,,,,2,16
Total,34,29,18,15,12,16
,Member Of - Democratic State Committee 8th Senatorial District,,,,,17
,Rasheen Crews,Alishea Jackson,Vernon D Brown,Kevin C Hannah,James Tyson,17
Rasheen Crews,18,16,16,16,15,17
Alishea Jackson,,15,14,15,14,17
Vernon D Brown,,,5,14,14,17
Kevin C Hannah,,,,2,14,17
James Tyson,,,,,0,17
Total,38,31,21,18,15,17
,Member Of - Democratic State Committee 8th Senatorial District,,,,,19
,Alishea Jackson,Rasheen Crews,Kevin C Hannah,James Tyson,Vernon D Brown,19
Alishea Jackson,1,6,7,6,5,19
Rasheen Crews,,2,6,5,3,19
