col_1,col_2,col_3,division
,Representative In Congress 1st District - Democrat,Representative In The General Assembly 195th District - Democrat,All
,Robert A Brady,Michelle F Brownlee,All
Robert A Brady,368,"1,631",All
Michelle F Brownlee,,196,All
Total,"1,999","1,827",All
