col_1,col_2,col_3,col_4,division
,Senator In The General Assembly 2nd District - Republican,Representative In Congress 13th District - Republican,,All
,John Jenkins,Bev Plosa Bowser,Carson Dee Adcock,All
John Jenkins,0,18,11,All
Bev Plosa Bowser,,1,0,All
Carson Dee Adcock,,,0,All
Total,29,19,11,All
,Senator In The General Assembly 2nd District - Republican,Representative In Congress 13th District - Republican,,24
,John Jenkins,Bev Plosa Bowser,Carson Dee Adcock,24
John Jenkins,0,18,11,24
Bev Plosa Bowser,,1,0,24
Carson Dee Adcock,,,0,24
Total,29,19,11,24
