col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,division
,Representative In The General Assembly 174th District - Democrat,Member Of - Democratic State Committee 5th Senatorial District,,,,,,,All
,John Sabatina Jr,Kathy Enggasser,Louis Farinella,Barbara A Deeley,Mary Ann Quartullo,Patrick Parkinson,Larry King,Jacqulyne Scott,All
John Sabatina Jr,24,54,48,43,40,38,3,0,All
Kathy Enggasser,,3,36,34,37,33,3,0,All
Louis Farinella,,,1,33,33,35,3,0,All
Barbara A Deeley,,,,1,37,33,3,0,All
Mary Ann Quartullo,,,,,0,34,3,0,All
Patrick Parkinson,,,,,,2,3,0,All
Larry King,,,,,,,0,0,All
Jacqulyne Scott,,,,,,,,0,All
Total,103,58,50,45,41,41,3,0,All
,Representative In The General Assembly 174th District - Democrat,Member Of - Democratic State Committee 5th Senatorial District,,,,,,,11
,John Sabatina Jr,Kathy Enggasser,Louis Farinella,Barbara A Deeley,Mary Ann Quartullo,Patrick Parkinson,Larry King,Jacqulyne Scott,11
John Sabatina Jr,9,26,22,19,17,15,2,0,11
Kathy Enggasser,,0,17,15,16,15,2,0,11
Louis Farinella,,,0,14,14,14,2,0,11
Barbara A Deeley,,,,1,16,14,2,0,11
Mary Ann Quartullo,,,,,0,15,2,0,11
Patrick Parkinson,,,,,,0,2,0,11
Larry King,,,,,,,0,0,11
Jacqulyne Scott,,,,,,,,0,11
Total,44,26,22,20,17,15,2,0,11
,Representative In The General Assembly 174th District - Democrat,Member Of - Democratic State Committee 5th Senatorial District,,,,,,,28
,John Sabatina Jr,Kathy Enggasser,Louis Farinella,Patrick Parkinson,Barbara A Deeley,Mary Ann Quartullo,Larry King,Jacqulyne Scott,28
John Sabatina Jr,15,28,26,23,24,23,1,0,28
Kathy Enggasser,,3,19,18,19,21,1,0,28
Louis Farinella,,,1,21,19,19,1,0,28
Patrick Parkinson,,,,2,19,19,1,0,28
Barbara A Deeley,,,,,0,21,1,0,28
Mary Ann Quartullo,,,,,,0,1,0,28
Larry King,,,,,,,0,0,28
Jacqulyne Scott,,,,,,,,0,28
Total,59,32,28,26,25,24,1,0,28
