col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,division
,Representative In The General Assembly 188th District - Democrat,,Member Of - Democratic State Committee 8th Senatorial District,,,,,All
,James R Roebuck,Algernong Allen,Rasheen Crews,Alishea Jackson,Kevin C Hannah,Vernon D Brown,James Tyson,All
James R Roebuck,223,0,321,308,226,222,198,All
Algernong Allen,,53,145,137,94,75,76,All
Rasheen Crews,,,3,294,275,256,244,All
Alishea Jackson,,,,5,277,260,253,All
Kevin C Hannah,,,,,0,250,248,All
Vernon D Brown,,,,,,6,248,All
James Tyson,,,,,,,2,All
Total,693,265,477,456,325,308,281,All
,Representative In The General Assembly 188th District - Democrat,,Member Of - Democratic State Committee 8th Senatorial District,,,,,1
,James R Roebuck,Algernong Allen,Alishea Jackson,Rasheen Crews,Kevin C Hannah,James Tyson,Vernon D Brown,1
James R Roebuck,23,0,17,20,16,14,14,1
Algernong Allen,,2,7,5,5,4,3,1
Alishea Jackson,,,1,20,19,16,17,1
Rasheen Crews,,,,0,19,17,17,1
Kevin C Hannah,,,,,0,16,17,1
James Tyson,,,,,,0,16,1
Vernon D Brown,,,,,,,0,1
Total,46,11,25,25,21,18,17,1
,Representative In The General Assembly 188th District - Democrat,,Member Of - Democratic State Committee 8th Senatorial District,,,,,2
,James R Roebuck,Algernong Allen,Alishea Jackson,James Tyson,Kevin C Hannah,Vernon D Brown,Rasheen Crews,2
James R Roebuck,27,0,34,23,20,21,18,2
Algernong Allen,,4,14,10,12,10,9,2
Alishea Jackson,,,0,31,30,30,25,2
James Tyson,,,,0,29,30,23,2
Kevin C Hannah,,,,,0,29,21,2
Vernon D Brown,,,,,,0,22,2
Rasheen Crews,,,,,,,0,2
Total,68,19,49,33,32,31,28,2
,Member Of - Democratic State Committee 8th Senatorial District,,,,,Representative In The General Assembly 188th District - Democrat,,4
,Rasheen Crews,Alishea Jackson,Kevin C Hannah,Vernon D Brown,James Tyson,James R Roebuck,Algernong Allen,4
Rasheen Crews,1,20,19,13,11,34,20,4
Alishea Jackson,,0,15,9,10,16,12,4
Kevin C Hannah,,,0,9,8,14,5,4
Vernon D Brown,,,,1,9,12,5,4
James Tyson,,,,,1,8,3,4
James R Roebuck,,,,,,4,0,4
Algernong Allen,,,,,,,5,4
Total,56,28,19,19,12,44,31,4
,Member Of - Democratic State Committee 8th Senatorial District,,,,,Representative In The General Assembly 188th District - Democrat,,5
,Alishea Jackson,Vernon D Brown,James Tyson,Rasheen Crews,Kevin C Hannah,James R Roebuck,Algernong Allen,5
Alishea Jackson,0,18,17,17,17,17,5,5
Vernon D Brown,,0,18,17,17,16,3,5
James Tyson,,,0,16,17,15,3,5
Rasheen Crews,,,,0,16,14,4,5
Kevin C Hannah,,,,,0,14,3,5
James R Roebuck,,,,,,4,0,5
Algernong Allen,,,,,,,2,5
Total,22,19,18,18,17,22,8,5
,Representative In The General Assembly 188th District - Democrat,,Member Of - Democratic State Committee 8th Senatorial District,,,,,7
,James R Roebuck,Algernong Allen,Rasheen Crews,Alishea Jackson,Kevin C Hannah,James Tyson,Vernon D Brown,7
James R Roebuck,31,0,33,26,20,19,20,7
Algernong Allen,,4,9,6,4,3,3,7
Rasheen Crews,,,1,26,23,22,23,7
Alishea Jackson,,,,0,23,20,22,7
Kevin C Hannah,,,,,0,20,20,7
James Tyson,,,,,,0,21,7
Vernon D Brown,,,,,,,0,7
Total,70,16,45,33,25,24,24,7
,Member Of - Democratic State Committee 8th Senatorial District,,,,,Representative In The General Assembly 188th District - Democrat,,8
,Alishea Jackson,Rasheen Crews,Kevin C Hannah,James Tyson,Vernon D Brown,James R Roebuck,Algernong Allen,8
Alishea Jackson,0,5,4,2,2,3,2,8
Rasheen Crews,,0,4,2,2,3,2,8
Kevin C Hannah,,,0,2,2,3,1,8
James Tyson,,,,0,2,2,0,8
Vernon D Brown,,,,,0,2,0,8
James R Roebuck,,,,,,1,0,8
Algernong Allen,,,,,,,0,8
Total,5,5,4,2,2,4,2,8
,Representative In The General Assembly 188th District - Democrat,,Member Of - Democratic State Committee 8th Senatorial District,,,,,9
,James R Roebuck,Algernong Allen,Alishea Jackson,Kevin C Hannah,Rasheen Crews,James Tyson,Vernon D Brown,9
James R Roebuck,7,0,6,2,1,0,0,9
Algernong Allen,,2,1,1,2,1,1,9
Alishea Jackson,,,0,1,1,1,1,9
Kevin C Hannah,,,,0,1,1,1,9
Rasheen Crews,,,,,0,1,1,9
James Tyson,,,,,,0,1,9
Vernon D Brown,,,,,,,0,9
Total,16,4,7,3,3,1,1,9
,Representative In The General Assembly 188th District - Democrat,,Member Of - Democratic State Committee 8th Senatorial District,,,,,10
,James R Roebuck,Algernong Allen,Alishea Jackson,Kevin C Hannah,Vernon D Brown,Rasheen Crews,James Tyson,10
James R Roebuck,5,0,14,10,11,11,10,10
Algernong Allen,,1,2,3,2,2,2,10
Alishea Jackson,,,0,12,14,12,12,10
Kevin C Hannah,,,,0,12,11,11,10
Vernon D Brown,,,,,0,12,12,10
Rasheen Crews,,,,,,0,11,10
James Tyson,,,,,,,0,10
Total,21,4,17,14,14,13,12,10
,Representative In The General Assembly 188th District - Democrat,,Member Of - Democratic State Committee 8th Senatorial District,,,,,12
,James R Roebuck,Algernong Allen,Rasheen Crews,Alishea Jackson,Vernon D Brown,Kevin C Hannah,James Tyson,12
James R Roebuck,6,0,23,14,11,8,4,12
Algernong Allen,,1,13,13,5,8,3,12
Rasheen Crews,,,1,16,11,12,7,12
Alishea Jackson,,,,0,10,11,6,12
Vernon D Brown,,,,,1,8,8,12
Kevin C Hannah,,,,,,0,7,12
James Tyson,,,,,,,0,12
Total,39,22,37,27,18,16,8,12
,Representative In The General Assembly 188th District - Democrat,,Member Of - Democratic State Committee 8th Senatorial District,,,,,14
,James R Roebuck,Algernong Allen,Alishea Jackson,Rasheen Crews,James Tyson,Kevin C Hannah,Vernon D Brown,14
James R Roebuck,16,0,34,24,22,19,20,14
Algernong Allen,,8,10,9,8,10,7,14
Alishea Jackson,,,2,28,28,27,27,14
Rasheen Crews,,,,0,27,25,26,14
James Tyson,,,,,0,26,27,14
Kevin C Hannah,,,,,,0,26,14
Vernon D Brown,,,,,,,0,14
Total,53,23,46,33,30,29,27,14
,Representative In The General Assembly 188th District - Democrat,,Member Of - Democratic State Committee 8th Senatorial District,,,,,15
,James R Roebuck,Algernong Allen,Rasheen Crews,Alishea Jackson,Vernon D Brown,Kevin C Hannah,James Tyson,15
James R Roebuck,31,0,44,25,26,24,19,15
Algernong Allen,,5,22,18,13,14,13,15
Rasheen Crews,,,0,33,30,34,27,15
Alishea Jackson,,,,2,29,30,26,15
Vernon D Brown,,,,,1,29,28,15
Kevin C Hannah,,,,,,0,28,15
James Tyson,,,,,,,0,15
Total,93,32,67,46,40,38,32,15
,Representative In The General Assembly 188th District - Democrat,,Member Of - Democratic State Committee 8th Senatorial District,,,,,16
,James R Roebuck,Algernong Allen,Rasheen Crews,Alishea Jackson,Kevin C Hannah,Vernon D Brown,James Tyson,16
James R Roebuck,11,0,25,19,14,13,10,16
Algernong Allen,,4,8,10,3,1,1,16
Rasheen Crews,,,0,13,13,10,7,16
Alishea Jackson,,,,0,12,10,10,16
Kevin C Hannah,,,,,0,11,9,16
Vernon D Brown,,,,,,1,8,16
James Tyson,,,,,,,1,16
Total,49,20,34,29,18,15,12,16
