col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,division
,Lieutenant Governor - Democrat,,,,,Representative In The General Assembly 190th District - Democrat,,,All
,Mike Stack,Mark Smith,Brandon P Neuman,Mark Critz,Brad Koplinski,Vanessa L Brown,Wanda Logan,Isaac N Patterson V,All
Mike Stack,216,0,0,0,0,"3,465","1,604",587,All
Mark Smith,,19,0,0,0,223,138,73,All
Brandon P Neuman,,,48,0,0,105,68,25,All
Mark Critz,,,,8,0,84,91,38,All
Brad Koplinski,,,,,33,69,34,20,All
Vanessa L Brown,,,,,,849,0,0,All
Wanda Logan,,,,,,,339,0,All
Isaac N Patterson V,,,,,,,,96,All
Total,"5,872",453,246,221,156,"4,795","2,274",839,All
