col_1,col_2,division
,Representative In The General Assembly 174th District - Democrat,All
,John Sabatina Jr,All
John Sabatina Jr,"2,132",All
Total,"2,132",All
,Representative In The General Assembly 174th District - Democrat,2
,John Sabatina Jr,2
John Sabatina Jr,62,2
Total,62,2
,Representative In The General Assembly 174th District - Democrat,5
,John Sabatina Jr,5
John Sabatina Jr,49,5
Total,49,5
,Representative In The General Assembly 174th District - Democrat,6
,John Sabatina Jr,6
John Sabatina Jr,109,6
Total,109,6
,Representative In The General Assembly 174th District - Democrat,10
,John Sabatina Jr,10
John Sabatina Jr,60,10
Total,60,10
,Representative In The General Assembly 174th District - Democrat,11
,John Sabatina Jr,11
John Sabatina Jr,46,11
Total,46,11
,Representative In The General Assembly 174th District - Democrat,12
,John Sabatina Jr,12
John Sabatina Jr,86,12
Total,86,12
,Representative In The General Assembly 174th District - Democrat,16
,John Sabatina Jr,16
John Sabatina Jr,59,16
Total,59,16
,Representative In The General Assembly 174th District - Democrat,17
,John Sabatina Jr,17
John Sabatina Jr,50,17
Total,50,17
,Representative In The General Assembly 174th District - Democrat,18
,John Sabatina Jr,18
John Sabatina Jr,58,18
Total,58,18
,Representative In The General Assembly 174th District - Democrat,19
,John Sabatina Jr,19
John Sabatina Jr,124,19
Total,124,19
,Representative In The General Assembly 174th District - Democrat,20
,John Sabatina Jr,20
John Sabatina Jr,77,20
Total,77,20
,Representative In The General Assembly 174th District - Democrat,21
,John Sabatina Jr,21
John Sabatina Jr,71,21
Total,71,21
,Representative In The General Assembly 174th District - Democrat,22
,John Sabatina Jr,22
John Sabatina Jr,137,22
Total,137,22
,Representative In The General Assembly 174th District - Democrat,23
,John Sabatina Jr,23
John Sabatina Jr,74,23
Total,74,23
,Representative In The General Assembly 174th District - Democrat,24
,John Sabatina Jr,24
John Sabatina Jr,71,24
Total,71,24
,Representative In The General Assembly 174th District - Democrat,25
,John Sabatina Jr,25
John Sabatina Jr,106,25
Total,106,25
,Representative In The General Assembly 174th District - Democrat,26
,John Sabatina Jr,26
John Sabatina Jr,98,26
Total,98,26
,Representative In The General Assembly 174th District - Democrat,27
,John Sabatina Jr,27
John Sabatina Jr,83,27
Total,83,27
,Representative In The General Assembly 174th District - Democrat,28
,John Sabatina Jr,28
John Sabatina Jr,51,28
Total,51,28
,Representative In The General Assembly 174th District - Democrat,29
,John Sabatina Jr,29
John Sabatina Jr,90,29
Total,90,29
,Representative In The General Assembly 174th District - Democrat,30
,John Sabatina Jr,30
John Sabatina Jr,101,30
Total,101,30
,Representative In The General Assembly 174th District - Democrat,31
,John Sabatina Jr,31
John Sabatina Jr,73,31
Total,73,31
,Representative In The General Assembly 174th District - Democrat,35
,John Sabatina Jr,35
John Sabatina Jr,50,35
Total,50,35
,Representative In The General Assembly 174th District - Democrat,36
,John Sabatina Jr,36
John Sabatina Jr,56,36
Total,56,36
,Representative In The General Assembly 174th District - Democrat,37
,John Sabatina Jr,37
John Sabatina Jr,56,37
Total,56,37
,Representative In The General Assembly 174th District - Democrat,38
,John Sabatina Jr,38
John Sabatina Jr,84,38
Total,84,38
,Representative In The General Assembly 174th District - Democrat,39
,John Sabatina Jr,39
John Sabatina Jr,52,39
Total,52,39
,Representative In The General Assembly 174th District - Democrat,41
,John Sabatina Jr,41
John Sabatina Jr,99,41
Total,99,41
