col_1,col_2,col_3,col_4,col_5,division
,Governor - Democrat,,,,1
,Tom Wolf,Allyson Y Schwartz,Robert M Mccord,Katie Mcginty,1
Tom Wolf,17,0,0,0,1
Allyson Y Schwartz,,12,0,0,1
Robert M Mccord,,,6,0,1
Katie Mcginty,,,,2,1
Total,17,12,6,2,1
,Governor - Democrat,,,,2
,Tom Wolf,Allyson Y Schwartz,Katie Mcginty,Robert M Mccord,2
Tom Wolf,37,0,0,0,2
Allyson Y Schwartz,,13,0,0,2
Katie Mcginty,,,2,0,2
Robert M Mccord,,,,2,2
Total,37,13,2,2,2
,Governor - Democrat,,,,3
,Tom Wolf,Allyson Y Schwartz,Katie Mcginty,Robert M Mccord,3
Tom Wolf,27,0,0,0,3
Allyson Y Schwartz,,14,0,0,3
Katie Mcginty,,,5,0,3
Robert M Mccord,,,,1,3
Total,27,14,5,1,3
,Governor - Democrat,,,,4
,Allyson Y Schwartz,Tom Wolf,Robert M Mccord,Katie Mcginty,4
Allyson Y Schwartz,34,0,0,0,4
Tom Wolf,,34,0,0,4
Robert M Mccord,,,9,0,4
Katie Mcginty,,,,2,4
Total,34,34,9,2,4
,Governor - Democrat,,,,5
,Tom Wolf,Allyson Y Schwartz,Robert M Mccord,Katie Mcginty,5
Tom Wolf,27,0,0,0,5
Allyson Y Schwartz,,25,0,0,5
Robert M Mccord,,,11,0,5
Katie Mcginty,,,,1,5
Total,27,25,11,1,5
,Governor - Democrat,,,,6
,Tom Wolf,Allyson Y Schwartz,Robert M Mccord,Katie Mcginty,6
Tom Wolf,38,0,0,0,6
Allyson Y Schwartz,,19,0,0,6
Robert M Mccord,,,10,0,6
Katie Mcginty,,,,4,6
Total,38,19,10,4,6
,Governor - Democrat,,,,7
,Tom Wolf,Allyson Y Schwartz,Robert M Mccord,Katie Mcginty,7
Tom Wolf,51,0,0,0,7
Allyson Y Schwartz,,18,0,0,7
Robert M Mccord,,,12,0,7
Katie Mcginty,,,,7,7
Total,51,18,12,7,7
,Governor - Democrat,,,,8
,Tom Wolf,Allyson Y Schwartz,Robert M Mccord,Katie Mcginty,8
Tom Wolf,65,0,0,0,8
Allyson Y Schwartz,,28,0,0,8
Robert M Mccord,,,12,0,8
Katie Mcginty,,,,8,8
Total,65,28,12,8,8
,Governor - Democrat,,,,9
,Tom Wolf,Allyson Y Schwartz,Robert M Mccord,Katie Mcginty,9
Tom Wolf,65,0,0,0,9
Allyson Y Schwartz,,38,0,0,9
Robert M Mccord,,,14,0,9
Katie Mcginty,,,,7,9
Total,65,38,14,7,9
,Governor - Democrat,,,,10
,Tom Wolf,Allyson Y Schwartz,Robert M Mccord,Katie Mcginty,10
Tom Wolf,94,0,0,0,10
Allyson Y Schwartz,,41,0,0,10
Robert M Mccord,,,24,0,10
Katie Mcginty,,,,13,10
Total,94,41,24,13,10
,Governor - Democrat,,,,11
,Tom Wolf,Allyson Y Schwartz,Robert M Mccord,Katie Mcginty,11
Tom Wolf,33,0,0,0,11
Allyson Y Schwartz,,22,0,0,11
Robert M Mccord,,,13,0,11
Katie Mcginty,,,,3,11
Total,33,22,13,3,11
,Governor - Democrat,,,,12
,Tom Wolf,Allyson Y Schwartz,Robert M Mccord,Katie Mcginty,12
Tom Wolf,23,0,0,0,12
Allyson Y Schwartz,,18,0,0,12
Robert M Mccord,,,7,0,12
Katie Mcginty,,,,1,12
Total,23,18,7,1,12
,Governor - Democrat,,,,13
,Tom Wolf,Allyson Y Schwartz,Robert M Mccord,Katie Mcginty,13
Tom Wolf,97,0,0,0,13
Allyson Y Schwartz,,50,0,0,13
Robert M Mccord,,,24,0,13
Katie Mcginty,,,,9,13
Total,97,50,24,9,13
,Governor - Democrat,,,,14
,Tom Wolf,Allyson Y Schwartz,Robert M Mccord,Katie Mcginty,14
Tom Wolf,34,0,0,0,14
Allyson Y Schwartz,,27,0,0,14
Robert M Mccord,,,10,0,14
Katie Mcginty,,,,6,14
Total,34,27,10,6,14
,Governor - Democrat,,,,15
,Allyson Y Schwartz,Tom Wolf,Robert M Mccord,Katie Mcginty,15
Allyson Y Schwartz,19,0,0,0,15
Tom Wolf,,15,0,0,15
Robert M Mccord,,,2,0,15
Katie Mcginty,,,,0,15
Total,19,15,2,0,15
,Governor - Democrat,,,,16
,Tom Wolf,Allyson Y Schwartz,Robert M Mccord,Katie Mcginty,16
Tom Wolf,58,0,0,0,16
Allyson Y Schwartz,,45,0,0,16
Robert M Mccord,,,11,0,16
Katie Mcginty,,,,4,16
Total,58,45,11,4,16
,Governor - Democrat,,,,17
,Tom Wolf,Allyson Y Schwartz,Robert M Mccord,Katie Mcginty,17
Tom Wolf,54,0,0,0,17
Allyson Y Schwartz,,26,0,0,17
Robert M Mccord,,,14,0,17
Katie Mcginty,,,,2,17
Total,54,26,14,2,17
,Governor - Democrat,,,,18
,Allyson Y Schwartz,Tom Wolf,Robert M Mccord,Katie Mcginty,18
Allyson Y Schwartz,71,0,0,0,18
Tom Wolf,,35,0,0,18
Robert M Mccord,,,11,0,18
Katie Mcginty,,,,5,18
Total,71,35,11,5,18
,Governor - Democrat,,,,19
,Tom Wolf,Allyson Y Schwartz,Robert M Mccord,Katie Mcginty,19
Tom Wolf,62,0,0,0,19
Allyson Y Schwartz,,17,0,0,19
Robert M Mccord,,,13,0,19
Katie Mcginty,,,,5,19
Total,62,17,13,5,19
,Governor - Democrat,,,,20
,Tom Wolf,Allyson Y Schwartz,Robert M Mccord,Katie Mcginty,20
Tom Wolf,44,0,0,0,20
Allyson Y Schwartz,,42,0,0,20
Robert M Mccord,,,14,0,20
Katie Mcginty,,,,5,20
Total,44,42,14,5,20
,Governor - Democrat,,,,21
,Tom Wolf,Allyson Y Schwartz,Robert M Mccord,Katie Mcginty,21
Tom Wolf,84,0,0,0,21
Allyson Y Schwartz,,41,0,0,21
Robert M Mccord,,,32,0,21
Katie Mcginty,,,,8,21
Total,84,41,32,8,21
,Governor - Democrat,,,,22
,Allyson Y Schwartz,Tom Wolf,Robert M Mccord,Katie Mcginty,22
Allyson Y Schwartz,24,0,0,0,22
Tom Wolf,,22,0,0,22
Robert M Mccord,,,6,0,22
Katie Mcginty,,,,0,22
Total,24,22,6,0,22
,Governor - Democrat,,,,23
,Tom Wolf,Allyson Y Schwartz,Robert M Mccord,Katie Mcginty,23
Tom Wolf,20,0,0,0,23
Allyson Y Schwartz,,15,0,0,23
Robert M Mccord,,,4,0,23
Katie Mcginty,,,,1,23
Total,20,15,4,1,23
,Governor - Democrat,,,,All
,Tom Wolf,Allyson Y Schwartz,Robert M Mccord,Katie Mcginty,All
Tom Wolf,"1,036",0,0,0,All
Allyson Y Schwartz,,659,0,0,All
Robert M Mccord,,,262,0,All
Katie Mcginty,,,,100,All
Total,"1,036",659,262,100,All
