col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,division
,Senator In The General Assembly 2nd District - Democrat,,,Member Of - Democratic State Committee 2nd Senatorial District,,,,All
,Christine M Tartaglione,Danny Savage,Tomas Sanchez,Marnie Aument Loughrey,James Harrity,Donna J Derose,Frank T Brzozowski,All
Christine M Tartaglione,12,0,0,28,25,19,16,All
Danny Savage,,6,0,23,14,10,8,All
Tomas Sanchez,,,4,5,6,5,2,All
Marnie Aument Loughrey,,,,1,20,21,17,All
James Harrity,,,,,0,18,17,All
Donna J Derose,,,,,,0,14,All
Frank T Brzozowski,,,,,,,0,All
Total,64,40,15,57,45,34,26,All
,Senator In The General Assembly 2nd District - Democrat,,,Member Of - Democratic State Committee 2nd Senatorial District,,,,1
,Christine M Tartaglione,Danny Savage,Tomas Sanchez,Marnie Aument Loughrey,James Harrity,Donna J Derose,Frank T Brzozowski,1
Christine M Tartaglione,7,0,0,15,11,11,9,1
Danny Savage,,2,0,8,4,3,2,1
Tomas Sanchez,,,4,3,4,3,2,1
Marnie Aument Loughrey,,,,1,11,13,10,1
James Harrity,,,,,0,10,9,1
Donna J Derose,,,,,,0,9,1
Frank T Brzozowski,,,,,,,0,1
Total,30,13,10,27,19,17,13,1
,Senator In The General Assembly 2nd District - Democrat,,,Member Of - Democratic State Committee 2nd Senatorial District,,,,2
,Christine M Tartaglione,Danny Savage,Tomas Sanchez,Marnie Aument Loughrey,James Harrity,Donna J Derose,Frank T Brzozowski,2
Christine M Tartaglione,5,0,0,13,14,8,7,2
Danny Savage,,4,0,15,10,7,6,2
Tomas Sanchez,,,0,2,2,2,0,2
Marnie Aument Loughrey,,,,0,9,8,7,2
James Harrity,,,,,0,8,8,2
Donna J Derose,,,,,,0,5,2
Frank T Brzozowski,,,,,,,0,2
Total,34,27,5,30,26,17,13,2
