col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,division
,Lieutenant Governor - Democrat,,,,,Governor - Democrat,,,,All
,Mike Stack,Brad Koplinski,Mark Smith,Brandon P Neuman,Mark Critz,Allyson Y Schwartz,Tom Wolf,Robert M Mccord,Katie Mcginty,All
Mike Stack,61,0,0,0,0,643,506,175,63,All
Brad Koplinski,,2,0,0,0,50,27,7,15,All
Mark Smith,,,3,0,0,27,39,23,8,All
Brandon P Neuman,,,,0,0,30,8,4,9,All
Mark Critz,,,,,2,8,17,10,5,All
Allyson Y Schwartz,,,,,,143,0,0,0,All
Tom Wolf,,,,,,,133,0,0,All
Robert M Mccord,,,,,,,,31,0,All
Katie Mcginty,,,,,,,,,9,All
Total,"1,448",101,100,51,42,901,730,250,109,All
,Lieutenant Governor - Democrat,,,,,Governor - Democrat,,,,1
,Mike Stack,Mark Smith,Brandon P Neuman,Brad Koplinski,Mark Critz,Allyson Y Schwartz,Tom Wolf,Robert M Mccord,Katie Mcginty,1
Mike Stack,2,0,0,0,0,33,19,9,4,1
Mark Smith,,0,0,0,0,0,1,3,0,1
Brandon P Neuman,,,0,0,0,2,0,1,0,1
Brad Koplinski,,,,0,0,0,1,0,1,1
Mark Critz,,,,,0,0,0,0,0,1
Allyson Y Schwartz,,,,,,7,0,0,0,1
Tom Wolf,,,,,,,7,0,0,1
Robert M Mccord,,,,,,,,1,0,1
Katie Mcginty,,,,,,,,,0,1
Total,67,4,3,2,0,42,28,14,5,1
,Lieutenant Governor - Democrat,,,,,Governor - Democrat,,,,2
,Mike Stack,Brad Koplinski,Mark Critz,Mark Smith,Brandon P Neuman,Allyson Y Schwartz,Tom Wolf,Robert M Mccord,Katie Mcginty,2
Mike Stack,2,0,0,0,0,35,22,7,3,2
Brad Koplinski,,1,0,0,0,3,0,0,1,2
Mark Critz,,,0,0,0,0,3,1,0,2
Mark Smith,,,,0,0,1,2,1,0,2
Brandon P Neuman,,,,,0,2,0,0,1,2
Allyson Y Schwartz,,,,,,7,0,0,0,2
Tom Wolf,,,,,,,7,0,0,2
Robert M Mccord,,,,,,,,1,0,2
Katie Mcginty,,,,,,,,,1,2
Total,69,5,4,4,3,48,34,10,6,2
,Lieutenant Governor - Democrat,,,,,Governor - Democrat,,,,3
,Mike Stack,Brad Koplinski,Mark Critz,Mark Smith,Brandon P Neuman,Allyson Y Schwartz,Tom Wolf,Robert M Mccord,Katie Mcginty,3
Mike Stack,8,0,0,0,0,57,35,10,3,3
Brad Koplinski,,0,0,0,0,7,2,1,0,3
Mark Critz,,,1,0,0,0,3,0,0,3
Mark Smith,,,,0,0,2,1,0,1,3
Brandon P Neuman,,,,,0,0,0,0,0,3
Allyson Y Schwartz,,,,,,8,0,0,0,3
Tom Wolf,,,,,,,7,0,0,3
Robert M Mccord,,,,,,,,4,0,3
Katie Mcginty,,,,,,,,,0,3
Total,113,10,4,4,0,74,48,15,4,3
,Lieutenant Governor - Democrat,,,,,Governor - Democrat,,,,4
,Mike Stack,Brad Koplinski,Mark Critz,Mark Smith,Brandon P Neuman,Allyson Y Schwartz,Tom Wolf,Robert M Mccord,Katie Mcginty,4
Mike Stack,8,0,0,0,0,32,25,13,3,4
Brad Koplinski,,1,0,0,0,0,1,1,1,4
Mark Critz,,,1,0,0,1,0,1,0,4
Mark Smith,,,,0,0,1,0,1,0,4
Brandon P Neuman,,,,,0,1,0,0,0,4
Allyson Y Schwartz,,,,,,4,0,0,0,4
Tom Wolf,,,,,,,12,0,0,4
Robert M Mccord,,,,,,,,3,0,4
Katie Mcginty,,,,,,,,,1,4
Total,81,4,3,2,1,39,38,19,5,4
,Lieutenant Governor - Democrat,,,,,Governor - Democrat,,,,5
,Mike Stack,Brandon P Neuman,Mark Critz,Mark Smith,Brad Koplinski,Allyson Y Schwartz,Tom Wolf,Robert M Mccord,Katie Mcginty,5
Mike Stack,3,0,0,0,0,24,17,1,0,5
Brandon P Neuman,,0,0,0,0,2,1,1,0,5
Mark Critz,,,0,0,0,1,2,0,0,5
Mark Smith,,,,1,0,1,1,0,0,5
Brad Koplinski,,,,,0,1,1,0,0,5
Allyson Y Schwartz,,,,,,7,0,0,0,5
Tom Wolf,,,,,,,3,0,0,5
Robert M Mccord,,,,,,,,0,0,5
Katie Mcginty,,,,,,,,,0,5
Total,45,4,3,3,2,36,25,2,0,5
,Lieutenant Governor - Democrat,,,,,Governor - Democrat,,,,6
,Mike Stack,Brad Koplinski,Mark Smith,Brandon P Neuman,Mark Critz,Allyson Y Schwartz,Tom Wolf,Robert M Mccord,Katie Mcginty,6
Mike Stack,1,0,0,0,0,19,11,4,1,6
Brad Koplinski,,0,0,0,0,1,1,0,1,6
Mark Smith,,,0,0,0,0,2,1,0,6
Brandon P Neuman,,,,0,0,1,0,0,0,6
Mark Critz,,,,,0,0,1,0,0,6
Allyson Y Schwartz,,,,,,6,0,0,0,6
Tom Wolf,,,,,,,2,0,0,6
Robert M Mccord,,,,,,,,0,0,6
Katie Mcginty,,,,,,,,,0,6
Total,36,3,3,1,1,27,17,5,2,6
,Governor - Democrat,,,,Lieutenant Governor - Democrat,,,,,7
,Allyson Y Schwartz,Tom Wolf,Robert M Mccord,Katie Mcginty,Mike Stack,Brad Koplinski,Brandon P Neuman,Mark Critz,Mark Smith,7
Allyson Y Schwartz,21,0,0,0,7,2,1,0,0,7
Tom Wolf,,4,0,0,9,1,0,0,0,7
Robert M Mccord,,,1,0,4,0,0,0,0,7
Katie Mcginty,,,,0,0,0,0,0,0,7
Mike Stack,,,,,1,0,0,0,0,7
Brad Koplinski,,,,,,0,0,0,0,7
Brandon P Neuman,,,,,,,0,0,0,7
Mark Critz,,,,,,,,0,0,7
Mark Smith,,,,,,,,,0,7
Total,31,14,5,0,21,3,1,0,0,7
,Lieutenant Governor - Democrat,,,,,Governor - Democrat,,,,8
,Mike Stack,Mark Smith,Brandon P Neuman,Mark Critz,Brad Koplinski,Allyson Y Schwartz,Tom Wolf,Robert M Mccord,Katie Mcginty,8
Mike Stack,0,0,0,0,0,27,16,13,4,8
Mark Smith,,0,0,0,0,2,2,0,0,8
Brandon P Neuman,,,0,0,0,1,1,0,1,8
Mark Critz,,,,0,0,0,1,0,1,8
Brad Koplinski,,,,,0,0,0,0,0,8
Allyson Y Schwartz,,,,,,1,0,0,0,8
Tom Wolf,,,,,,,5,0,0,8
Robert M Mccord,,,,,,,,2,0,8
Katie Mcginty,,,,,,,,,0,8
Total,60,4,3,2,0,31,25,15,6,8
,Lieutenant Governor - Democrat,,,,,Governor - Democrat,,,,9
,Mike Stack,Brad Koplinski,Mark Smith,Brandon P Neuman,Mark Critz,Allyson Y Schwartz,Tom Wolf,Robert M Mccord,Katie Mcginty,9
Mike Stack,7,0,0,0,0,29,34,8,7,9
Brad Koplinski,,0,0,0,0,4,3,0,0,9
Mark Smith,,,0,0,0,2,1,2,0,9
Brandon P Neuman,,,,0,0,1,0,1,1,9
Mark Critz,,,,,0,1,0,1,1,9
Allyson Y Schwartz,,,,,,10,0,0,0,9
Tom Wolf,,,,,,,8,0,0,9
Robert M Mccord,,,,,,,,3,0,9
Katie Mcginty,,,,,,,,,0,9
Total,85,7,5,3,3,47,46,15,9,9
,Lieutenant Governor - Democrat,,,,,Governor - Democrat,,,,10
,Mike Stack,Brad Koplinski,Mark Smith,Brandon P Neuman,Mark Critz,Allyson Y Schwartz,Tom Wolf,Robert M Mccord,Katie Mcginty,10
Mike Stack,1,0,0,0,0,27,22,5,4,10
Brad Koplinski,,0,0,0,0,3,2,1,0,10
Mark Smith,,,0,0,0,0,3,0,0,10
Brandon P Neuman,,,,0,0,0,0,0,1,10
Mark Critz,,,,,0,0,0,1,0,10
Allyson Y Schwartz,,,,,,3,0,0,0,10
Tom Wolf,,,,,,,4,0,0,10
Robert M Mccord,,,,,,,,2,0,10
Katie Mcginty,,,,,,,,,1,10
Total,59,6,3,1,1,33,31,9,6,10
,Lieutenant Governor - Democrat,,,,,Governor - Democrat,,,,11
,Mike Stack,Brad Koplinski,Mark Smith,Brandon P Neuman,Mark Critz,Allyson Y Schwartz,Tom Wolf,Robert M Mccord,Katie Mcginty,11
Mike Stack,7,0,0,0,0,43,38,20,4,11
Brad Koplinski,,0,0,0,0,6,3,0,1,11
Mark Smith,,,1,0,0,5,3,1,0,11
Brandon P Neuman,,,,0,0,1,2,1,0,11
Mark Critz,,,,,0,0,1,2,1,11
Allyson Y Schwartz,,,,,,10,0,0,0,11
Tom Wolf,,,,,,,11,0,0,11
Robert M Mccord,,,,,,,,3,0,11
Katie Mcginty,,,,,,,,,1,11
Total,112,10,10,4,4,65,58,27,7,11
,Lieutenant Governor - Democrat,,,,,Governor - Democrat,,,,12
,Mike Stack,Brad Koplinski,Brandon P Neuman,Mark Critz,Mark Smith,Allyson Y Schwartz,Tom Wolf,Katie Mcginty,Robert M Mccord,12
Mike Stack,1,0,0,0,0,12,10,3,3,12
Brad Koplinski,,0,0,0,0,1,0,2,0,12
Brandon P Neuman,,,0,0,0,3,0,0,0,12
Mark Critz,,,,0,0,0,1,1,1,12
Mark Smith,,,,,1,0,0,1,1,12
Allyson Y Schwartz,,,,,,5,0,0,0,12
Tom Wolf,,,,,,,5,0,0,12
Katie Mcginty,,,,,,,,1,0,12
