col_1,col_2,col_3,division
,Lieutenant Governor - Republican,Senator In The General Assembly 2nd District - Republican,All
,Jim Cawley,John Jenkins,All
Jim Cawley,38,425,All
John Jenkins,,26,All
Total,463,451,All
,Senator In The General Assembly 2nd District - Republican,Lieutenant Governor - Republican,1
,John Jenkins,Jim Cawley,1
John Jenkins,1,16,1
Jim Cawley,,0,1
Total,17,16,1
,Senator In The General Assembly 2nd District - Republican,Lieutenant Governor - Republican,2
,John Jenkins,Jim Cawley,2
John Jenkins,1,11,2
Jim Cawley,,0,2
Total,12,11,2
,Lieutenant Governor - Republican,Senator In The General Assembly 2nd District - Republican,3
,Jim Cawley,John Jenkins,3
Jim Cawley,0,5,3
John Jenkins,,0,3
Total,5,5,3
,Senator In The General Assembly 2nd District - Republican,Lieutenant Governor - Republican,4
,John Jenkins,Jim Cawley,4
John Jenkins,1,9,4
Jim Cawley,,0,4
Total,10,9,4
,Lieutenant Governor - Republican,Senator In The General Assembly 2nd District - Republican,5
,Jim Cawley,John Jenkins,5
Jim Cawley,0,4,5
John Jenkins,,0,5
Total,4,4,5
,Lieutenant Governor - Republican,Senator In The General Assembly 2nd District - Republican,6
,Jim Cawley,John Jenkins,6
Jim Cawley,2,13,6
John Jenkins,,0,6
Total,15,13,6
,Lieutenant Governor - Republican,Senator In The General Assembly 2nd District - Republican,7
,Jim Cawley,John Jenkins,7
Jim Cawley,1,11,7
John Jenkins,,0,7
Total,12,11,7
,Lieutenant Governor - Republican,Senator In The General Assembly 2nd District - Republican,8
,Jim Cawley,John Jenkins,8
Jim Cawley,1,19,8
John Jenkins,,1,8
Total,20,20,8
,Lieutenant Governor - Republican,Senator In The General Assembly 2nd District - Republican,9
,Jim Cawley,John Jenkins,9
Jim Cawley,2,8,9
John Jenkins,,0,9
Total,10,8,9
,Lieutenant Governor - Republican,Senator In The General Assembly 2nd District - Republican,10
,Jim Cawley,John Jenkins,10
Jim Cawley,1,12,10
John Jenkins,,0,10
Total,13,12,10
,Lieutenant Governor - Republican,Senator In The General Assembly 2nd District - Republican,11
,Jim Cawley,John Jenkins,11
Jim Cawley,1,25,11
John Jenkins,,0,11
Total,26,25,11
,Lieutenant Governor - Republican,Senator In The General Assembly 2nd District - Republican,12
,Jim Cawley,John Jenkins,12
Jim Cawley,4,32,12
John Jenkins,,3,12
Total,36,35,12
,Lieutenant Governor - Republican,Senator In The General Assembly 2nd District - Republican,13
,Jim Cawley,John Jenkins,13
Jim Cawley,3,20,13
John Jenkins,,0,13
Total,23,20,13
,Lieutenant Governor - Republican,Senator In The General Assembly 2nd District - Republican,14
,Jim Cawley,John Jenkins,14
Jim Cawley,1,8,14
John Jenkins,,0,14
Total,9,8,14
,Lieutenant Governor - Republican,Senator In The General Assembly 2nd District - Republican,15
,Jim Cawley,John Jenkins,15
Jim Cawley,3,6,15
John Jenkins,,0,15
Total,9,6,15
,Lieutenant Governor - Republican,Senator In The General Assembly 2nd District - Republican,16
,Jim Cawley,John Jenkins,16
Jim Cawley,0,12,16
John Jenkins,,0,16
Total,12,12,16
,Senator In The General Assembly 2nd District - Republican,Lieutenant Governor - Republican,17
,John Jenkins,Jim Cawley,17
John Jenkins,3,18,17
Jim Cawley,,0,17
Total,21,18,17
,Lieutenant Governor - Republican,Senator In The General Assembly 2nd District - Republican,18
,Jim Cawley,John Jenkins,18
Jim Cawley,3,14,18
John Jenkins,,0,18
Total,17,14,18
,Senator In The General Assembly 2nd District - Republican,Lieutenant Governor - Republican,19
,John Jenkins,Jim Cawley,19
John Jenkins,3,26,19
Jim Cawley,,1,19
Total,29,27,19
,Senator In The General Assembly 2nd District - Republican,Lieutenant Governor - Republican,20
,John Jenkins,Jim Cawley,20
John Jenkins,3,14,20
Jim Cawley,,1,20
Total,17,15,20
,Senator In The General Assembly 2nd District - Republican,Lieutenant Governor - Republican,21
,John Jenkins,Jim Cawley,21
John Jenkins,2,26,21
Jim Cawley,,1,21
Total,28,27,21
,Lieutenant Governor - Republican,Senator In The General Assembly 2nd District - Republican,22
,Jim Cawley,John Jenkins,22
Jim Cawley,2,16,22
John Jenkins,,0,22
Total,18,16,22
,Senator In The General Assembly 2nd District - Republican,Lieutenant Governor - Republican,23
,John Jenkins,Jim Cawley,23
John Jenkins,3,15,23
Jim Cawley,,0,23
Total,18,15,23
,Lieutenant Governor - Republican,Senator In The General Assembly 2nd District - Republican,24
,Jim Cawley,John Jenkins,24
Jim Cawley,5,27,24
John Jenkins,,2,24
Total,32,29,24
,Lieutenant Governor - Republican,Senator In The General Assembly 2nd District - Republican,25
,Jim Cawley,John Jenkins,25
Jim Cawley,1,13,25
John Jenkins,,0,25
Total,14,13,25
,Senator In The General Assembly 2nd District - Republican,Lieutenant Governor - Republican,26
,John Jenkins,Jim Cawley,26
John Jenkins,2,9,26
Jim Cawley,,1,26
Total,11,10,26
,Lieutenant Governor - Republican,Senator In The General Assembly 2nd District - Republican,27
,Jim Cawley,John Jenkins,27
Jim Cawley,1,8,27
John Jenkins,,1,27
Total,9,9,27
,Lieutenant Governor - Republican,Senator In The General Assembly 2nd District - Republican,28
,Jim Cawley,John Jenkins,28
Jim Cawley,0,14,28
John Jenkins,,0,28
Total,14,14,28
,Lieutenant Governor - Republican,Senator In The General Assembly 2nd District - Republican,29
,Jim Cawley,John Jenkins,29
Jim Cawley,3,14,29
John Jenkins,,0,29
Total,17,14,29
