col_1,col_2,division
,Representative In The General Assembly 173rd District - Republican,All
,Mike Tomlinson,All
Mike Tomlinson,50,All
Total,50,All
,Representative In The General Assembly 173rd District - Republican,4
,Mike Tomlinson,4
Mike Tomlinson,10,4
Total,10,4
,Representative In The General Assembly 173rd District - Republican,5
,Mike Tomlinson,5
Mike Tomlinson,4,5
Total,4,5
,Representative In The General Assembly 173rd District - Republican,7
,Mike Tomlinson,7
Mike Tomlinson,12,7
Total,12,7
,Representative In The General Assembly 173rd District - Republican,26
,Mike Tomlinson,26
Mike Tomlinson,10,26
Total,10,26
,Representative In The General Assembly 173rd District - Republican,28
,Mike Tomlinson,28
Mike Tomlinson,14,28
Total,14,28
