col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,division
,Representative In The General Assembly 180th District - Democrat,,Member Of - Democratic State Committee 5th Senatorial District,,,,,,,All
,Angel L Cruz,Quetcy Lozada,Kathy Enggasser,Louis Farinella,Patrick Parkinson,Barbara A Deeley,Mary Ann Quartullo,Jacqulyne Scott,Larry King,All
Angel L Cruz,52,0,93,64,41,38,38,0,0,All
Quetcy Lozada,,43,50,24,23,19,19,1,1,All
Kathy Enggasser,,,8,48,54,49,48,0,0,All
Louis Farinella,,,,1,42,41,42,1,1,All
Patrick Parkinson,,,,,3,46,43,1,1,All
Barbara A Deeley,,,,,,0,43,1,1,All
Mary Ann Quartullo,,,,,,,0,0,0,All
Jacqulyne Scott,,,,,,,,0,1,All
Larry King,,,,,,,,,0,All
Total,193,109,155,90,70,60,59,1,1,All
