col_1,col_2,col_3,col_4,division
,Representative In The General Assembly 173rd District - Republican,Representative In Congress 13th District - Republican,,All
,Mike Tomlinson,Bev Plosa Bowser,Carson Dee Adcock,All
Mike Tomlinson,39,250,180,All
Bev Plosa Bowser,,28,0,All
Carson Dee Adcock,,,16,All
Total,469,278,196,All
,Representative In The General Assembly 173rd District - Republican,Representative In Congress 13th District - Republican,,2
,Mike Tomlinson,Bev Plosa Bowser,Carson Dee Adcock,2
Mike Tomlinson,1,16,15,2
Bev Plosa Bowser,,3,0,2
Carson Dee Adcock,,,2,2
Total,32,19,17,2
,Representative In The General Assembly 173rd District - Republican,Representative In Congress 13th District - Republican,,7
,Mike Tomlinson,Bev Plosa Bowser,Carson Dee Adcock,7
Mike Tomlinson,1,14,12,7
Bev Plosa Bowser,,3,0,7
Carson Dee Adcock,,,2,7
Total,27,17,14,7
,Representative In The General Assembly 173rd District - Republican,Representative In Congress 13th District - Republican,,11
,Mike Tomlinson,Carson Dee Adcock,Bev Plosa Bowser,11
Mike Tomlinson,3,19,14,11
Carson Dee Adcock,,1,0,11
Bev Plosa Bowser,,,2,11
Total,36,20,16,11
,Representative In The General Assembly 173rd District - Republican,Representative In Congress 13th District - Republican,,17
,Mike Tomlinson,Bev Plosa Bowser,Carson Dee Adcock,17
Mike Tomlinson,4,58,8,17
Bev Plosa Bowser,,3,0,17
Carson Dee Adcock,,,1,17
Total,70,61,9,17
,Representative In The General Assembly 173rd District - Republican,Representative In Congress 13th District - Republican,,24
,Mike Tomlinson,Bev Plosa Bowser,Carson Dee Adcock,24
Mike Tomlinson,3,11,4,24
Bev Plosa Bowser,,1,0,24
Carson Dee Adcock,,,1,24
Total,18,12,5,24
,Representative In The General Assembly 173rd District - Republican,Representative In Congress 13th District - Republican,,29
,Mike Tomlinson,Carson Dee Adcock,Bev Plosa Bowser,29
Mike Tomlinson,5,26,15,29
Carson Dee Adcock,,3,0,29
Bev Plosa Bowser,,,0,29
Total,46,29,15,29
,Representative In The General Assembly 173rd District - Republican,Representative In Congress 13th District - Republican,,30
,Mike Tomlinson,Bev Plosa Bowser,Carson Dee Adcock,30
Mike Tomlinson,4,19,18,30
Bev Plosa Bowser,,5,0,30
Carson Dee Adcock,,,0,30
Total,41,24,18,30
,Representative In The General Assembly 173rd District - Republican,Representative In Congress 13th District - Republican,,32
,Mike Tomlinson,Bev Plosa Bowser,Carson Dee Adcock,32
Mike Tomlinson,3,7,5,32
Bev Plosa Bowser,,1,0,32
Carson Dee Adcock,,,1,32
Total,15,8,6,32
,Representative In The General Assembly 173rd District - Republican,Representative In Congress 13th District - Republican,,35
,Mike Tomlinson,Bev Plosa Bowser,Carson Dee Adcock,35
Mike Tomlinson,1,11,10,35
Bev Plosa Bowser,,2,0,35
Carson Dee Adcock,,,0,35
Total,22,13,10,35
,Representative In The General Assembly 173rd District - Republican,Representative In Congress 13th District - Republican,,36
,Mike Tomlinson,Carson Dee Adcock,Bev Plosa Bowser,36
Mike Tomlinson,3,16,11,36
Carson Dee Adcock,,1,0,36
Bev Plosa Bowser,,,2,36
Total,30,17,13,36
,Representative In The General Assembly 173rd District - Republican,Representative In Congress 13th District - Republican,,37
,Mike Tomlinson,Bev Plosa Bowser,Carson Dee Adcock,37
Mike Tomlinson,1,6,4,37
Bev Plosa Bowser,,0,0,37
Carson Dee Adcock,,,1,37
Total,11,6,5,37
,Representative In The General Assembly 173rd District - Republican,Representative In Congress 13th District - Republican,,42
,Mike Tomlinson,Bev Plosa Bowser,Carson Dee Adcock,42
Mike Tomlinson,3,14,8,42
Bev Plosa Bowser,,5,0,42
Carson Dee Adcock,,,2,42
Total,25,19,10,42
,Representative In The General Assembly 173rd District - Republican,Representative In Congress 13th District - Republican,,43
,Mike Tomlinson,Bev Plosa Bowser,Carson Dee Adcock,43
Mike Tomlinson,4,24,15,43
Bev Plosa Bowser,,1,0,43
Carson Dee Adcock,,,1,43
Total,43,25,16,43
,Representative In The General Assembly 173rd District - Republican,Representative In Congress 13th District - Republican,,44
,Mike Tomlinson,Bev Plosa Bowser,Carson Dee Adcock,44
Mike Tomlinson,1,22,11,44
Bev Plosa Bowser,,0,0,44
Carson Dee Adcock,,,0,44
Total,34,22,11,44
,Representative In The General Assembly 173rd District - Republican,Representative In Congress 13th District - Republican,,45
,Mike Tomlinson,Carson Dee Adcock,Bev Plosa Bowser,45
Mike Tomlinson,2,9,8,45
Carson Dee Adcock,,0,0,45
Bev Plosa Bowser,,,0,45
Total,19,9,8,45
