col_1,col_2,division
,Representative In The General Assembly 182nd District - Democrat,All
,Brian Sims,All
Brian Sims,"1,621",All
Total,"1,621",All
,Representative In The General Assembly 182nd District - Democrat,2
,Brian Sims,2
Brian Sims,55,2
Total,55,2
,Representative In The General Assembly 182nd District - Democrat,3
,Brian Sims,3
Brian Sims,40,3
Total,40,3
,Representative In The General Assembly 182nd District - Democrat,4
,Brian Sims,4
Brian Sims,53,4
Total,53,4
,Representative In The General Assembly 182nd District - Democrat,5
,Brian Sims,5
Brian Sims,67,5
Total,67,5
,Representative In The General Assembly 182nd District - Democrat,6
,Brian Sims,6
Brian Sims,82,6
Total,82,6
,Representative In The General Assembly 182nd District - Democrat,7
,Brian Sims,7
Brian Sims,88,7
Total,88,7
,Representative In The General Assembly 182nd District - Democrat,8
,Brian Sims,8
Brian Sims,61,8
Total,61,8
,Representative In The General Assembly 182nd District - Democrat,9
,Brian Sims,9
Brian Sims,75,9
Total,75,9
,Representative In The General Assembly 182nd District - Democrat,10
,Brian Sims,10
Brian Sims,81,10
Total,81,10
,Representative In The General Assembly 182nd District - Democrat,11
,Brian Sims,11
Brian Sims,69,11
Total,69,11
,Representative In The General Assembly 182nd District - Democrat,12
,Brian Sims,12
Brian Sims,87,12
Total,87,12
,Representative In The General Assembly 182nd District - Democrat,13
,Brian Sims,13
Brian Sims,38,13
Total,38,13
,Representative In The General Assembly 182nd District - Democrat,14
,Brian Sims,14
Brian Sims,105,14
Total,105,14
,Representative In The General Assembly 182nd District - Democrat,17
,Brian Sims,17
Brian Sims,89,17
Total,89,17
,Representative In The General Assembly 182nd District - Democrat,18
,Brian Sims,18
Brian Sims,82,18
Total,82,18
,Representative In The General Assembly 182nd District - Democrat,19
,Brian Sims,19
Brian Sims,111,19
Total,111,19
,Representative In The General Assembly 182nd District - Democrat,20
,Brian Sims,20
Brian Sims,39,20
Total,39,20
,Representative In The General Assembly 182nd District - Democrat,21
,Brian Sims,21
Brian Sims,66,21
Total,66,21
,Representative In The General Assembly 182nd District - Democrat,22
,Brian Sims,22
Brian Sims,132,22
Total,132,22
,Representative In The General Assembly 182nd District - Democrat,23
,Brian Sims,23
Brian Sims,82,23
Total,82,23
,Representative In The General Assembly 182nd District - Democrat,24
,Brian Sims,24
Brian Sims,119,24
Total,119,24
