col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,division
,Representative In The General Assembly 192nd District - Democrat,Member Of - Democratic State Committee 7th Senatorial District,,,,,,All
,Louise Bishop,Ken Washington,Jacque Whaumbush,Kathryn S Huggins,Lisa Rhodes,Monica Maria Djerassi,Willie Jordan,All
Louise Bishop,"2,163","4,213","2,914","2,731","2,340","2,205","2,234",All
Ken Washington,,81,"2,436","2,081","1,975","1,921","1,991",All
Jacque Whaumbush,,,30,"1,915","1,864","1,841","1,807",All
Kathryn S Huggins,,,,66,"2,079","1,952","1,959",All
Lisa Rhodes,,,,,24,"1,883","1,896",All
Monica Maria Djerassi,,,,,,43,"1,840",All
Willie Jordan,,,,,,,16,All
Total,"8,118","4,412","3,047","2,928","2,482","2,357","2,351",All
