col_1,col_2,col_3,division
,Representative In Congress 2nd District - Democrat,Representative In The General Assembly 195th District - Democrat,All
,Chaka Fattah,Michelle F Brownlee,All
Chaka Fattah,169,"1,161",All
Michelle F Brownlee,,128,All
Total,"1,330","1,289",All
,Representative In Congress 2nd District - Democrat,Representative In The General Assembly 195th District - Democrat,1
,Chaka Fattah,Michelle F Brownlee,1
Chaka Fattah,5,35,1
Michelle F Brownlee,,3,1
Total,40,38,1
,Representative In Congress 2nd District - Democrat,Representative In The General Assembly 195th District - Democrat,2
,Chaka Fattah,Michelle F Brownlee,2
Chaka Fattah,4,42,2
Michelle F Brownlee,,4,2
Total,46,46,2
,Representative In Congress 2nd District - Democrat,Representative In The General Assembly 195th District - Democrat,3
,Chaka Fattah,Michelle F Brownlee,3
Chaka Fattah,8,49,3
Michelle F Brownlee,,3,3
Total,57,52,3
,Representative In Congress 2nd District - Democrat,Representative In The General Assembly 195th District - Democrat,4
,Chaka Fattah,Michelle F Brownlee,4
Chaka Fattah,7,52,4
Michelle F Brownlee,,2,4
Total,59,54,4
,Representative In Congress 2nd District - Democrat,Representative In The General Assembly 195th District - Democrat,10
,Chaka Fattah,Michelle F Brownlee,10
Chaka Fattah,14,86,10
Michelle F Brownlee,,9,10
Total,100,95,10
,Representative In The General Assembly 195th District - Democrat,Representative In Congress 2nd District - Democrat,13
,Michelle F Brownlee,Chaka Fattah,13
Michelle F Brownlee,5,30,13
Chaka Fattah,,3,13
Total,35,33,13
,Representative In Congress 2nd District - Democrat,Representative In The General Assembly 195th District - Democrat,14
,Chaka Fattah,Michelle F Brownlee,14
Chaka Fattah,11,18,14
Michelle F Brownlee,,2,14
Total,29,20,14
,Representative In Congress 2nd District - Democrat,Representative In The General Assembly 195th District - Democrat,15
,Chaka Fattah,Michelle F Brownlee,15
Chaka Fattah,10,53,15
Michelle F Brownlee,,2,15
Total,63,55,15
,Representative In Congress 2nd District - Democrat,Representative In The General Assembly 195th District - Democrat,16
,Chaka Fattah,Michelle F Brownlee,16
Chaka Fattah,10,63,16
Michelle F Brownlee,,7,16
Total,73,70,16
,Representative In Congress 2nd District - Democrat,Representative In The General Assembly 195th District - Democrat,17
,Chaka Fattah,Michelle F Brownlee,17
Chaka Fattah,8,53,17
Michelle F Brownlee,,4,17
Total,61,57,17
,Representative In The General Assembly 195th District - Democrat,Representative In Congress 2nd District - Democrat,18
,Michelle F Brownlee,Chaka Fattah,18
Michelle F Brownlee,8,48,18
Chaka Fattah,,6,18
Total,56,54,18
,Representative In The General Assembly 195th District - Democrat,Representative In Congress 2nd District - Democrat,20
,Michelle F Brownlee,Chaka Fattah,20
Michelle F Brownlee,5,58,20
Chaka Fattah,,3,20
Total,63,61,20
,Representative In The General Assembly 195th District - Democrat,Representative In Congress 2nd District - Democrat,21
,Michelle F Brownlee,Chaka Fattah,21
Michelle F Brownlee,8,71,21
Chaka Fattah,,3,21
Total,79,74,21
,Representative In Congress 2nd District - Democrat,Representative In The General Assembly 195th District - Democrat,22
,Chaka Fattah,Michelle F Brownlee,22
Chaka Fattah,5,61,22
Michelle F Brownlee,,3,22
Total,66,64,22
,Representative In Congress 2nd District - Democrat,Representative In The General Assembly 195th District - Democrat,23
,Chaka Fattah,Michelle F Brownlee,23
Chaka Fattah,18,55,23
Michelle F Brownlee,,3,23
Total,73,58,23
,Representative In Congress 2nd District - Democrat,Representative In The General Assembly 195th District - Democrat,24
,Chaka Fattah,Michelle F Brownlee,24
Chaka Fattah,13,40,24
Michelle F Brownlee,,5,24
Total,53,45,24
,Representative In Congress 2nd District - Democrat,Representative In The General Assembly 195th District - Democrat,25
,Chaka Fattah,Michelle F Brownlee,25
Chaka Fattah,6,73,25
Michelle F Brownlee,,5,25
Total,79,78,25
,Representative In Congress 2nd District - Democrat,Representative In The General Assembly 195th District - Democrat,26
,Chaka Fattah,Michelle F Brownlee,26
Chaka Fattah,14,53,26
Michelle F Brownlee,,3,26
Total,67,56,26
,Representative In Congress 2nd District - Democrat,Representative In The General Assembly 195th District - Democrat,27
,Chaka Fattah,Michelle F Brownlee,27
Chaka Fattah,6,32,27
Michelle F Brownlee,,3,27
Total,38,35,27
,Representative In The General Assembly 195th District - Democrat,Representative In Congress 2nd District - Democrat,28
,Michelle F Brownlee,Chaka Fattah,28
Michelle F Brownlee,1,19,28
Chaka Fattah,,0,28
Total,20,19,28
,Representative In Congress 2nd District - Democrat,Representative In The General Assembly 195th District - Democrat,29
,Chaka Fattah,Michelle F Brownlee,29
Chaka Fattah,10,29,29
Michelle F Brownlee,,4,29
Total,39,33,29
,Representative In The General Assembly 195th District - Democrat,Representative In Congress 2nd District - Democrat,30
,Michelle F Brownlee,Chaka Fattah,30
Michelle F Brownlee,25,61,30
Chaka Fattah,,1,30
Total,86,62,30
,Representative In The General Assembly 195th District - Democrat,Representative In Congress 2nd District - Democrat,31
,Michelle F Brownlee,Chaka Fattah,31
Michelle F Brownlee,14,80,31
Chaka Fattah,,4,31
Total,94,84,31
