col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,division
,Representative In The General Assembly 181st District - Democrat,,,,Member Of - Democratic State Committee 3rd Senatorial District,,,,,,,,,,,All
,W Curtis Thomas,K Williams Medley,Emily Rodriguez,Kenneth T Walker Jr,Latrice Y Bryant,Barbara Carroll,Gwen Collins,David Rodriguez,Elaine Tomlin,Edward M Lloyd Jr,Humberto Perez,Karen Voss,Louis Agre,Ruth I Birchett,Dawn Thomas,All
W Curtis Thomas,206,0,0,0,434,347,248,210,240,171,124,97,88,75,2,All
K Williams Medley,,12,0,0,93,23,19,61,14,52,21,16,15,4,4,All
Emily Rodriguez,,,15,0,40,37,39,33,31,20,35,35,25,15,0,All
Kenneth T Walker Jr,,,,25,22,21,21,18,16,13,14,11,10,9,0,All
Latrice Y Bryant,,,,,5,300,267,199,252,188,126,130,108,81,3,All
Barbara Carroll,,,,,,6,266,136,260,113,133,114,99,82,1,All
Gwen Collins,,,,,,,1,107,243,106,112,119,105,78,2,All
David Rodriguez,,,,,,,,1,111,178,137,107,99,73,5,All
Elaine Tomlin,,,,,,,,,0,103,109,101,92,76,2,All
Edward M Lloyd Jr,,,,,,,,,,2,110,100,96,70,6,All
Humberto Perez,,,,,,,,,,,1,114,108,68,0,All
Karen Voss,,,,,,,,,,,,0,103,70,1,All
Louis Agre,,,,,,,,,,,,,0,63,0,All
Ruth I Birchett,,,,,,,,,,,,,,0,2,All
Dawn Thomas,,,,,,,,,,,,,,,1,All
Total,896,130,99,76,602,442,335,328,309,262,200,162,139,104,9,All
,Representative In The General Assembly 181st District - Democrat,,,,Member Of - Democratic State Committee 3rd Senatorial District,,,,,,,,,,,1
,W Curtis Thomas,Emily Rodriguez,K Williams Medley,Kenneth T Walker Jr,Latrice Y Bryant,David Rodriguez,Barbara Carroll,Humberto Perez,Elaine Tomlin,Edward M Lloyd Jr,Karen Voss,Gwen Collins,Louis Agre,Ruth I Birchett,Dawn Thomas,1
W Curtis Thomas,5,0,0,0,15,9,8,5,6,7,4,5,3,2,0,1
Emily Rodriguez,,1,0,0,4,8,8,9,6,5,4,2,1,0,0,1
K Williams Medley,,,0,0,2,0,0,0,0,0,0,0,0,0,0,1
Kenneth T Walker Jr,,,,0,1,1,1,1,1,0,0,0,0,0,0,1
Latrice Y Bryant,,,,,0,8,9,5,7,5,5,7,3,2,0,1
David Rodriguez,,,,,,0,12,13,9,10,6,4,3,1,0,1
Barbara Carroll,,,,,,,0,13,12,8,5,6,2,2,0,1
Humberto Perez,,,,,,,,0,9,8,6,3,3,1,0,1
Elaine Tomlin,,,,,,,,,0,5,5,5,1,1,0,1
Edward M Lloyd Jr,,,,,,,,,,0,4,4,3,1,0,1
Karen Voss,,,,,,,,,,,0,4,4,2,0,1
Gwen Collins,,,,,,,,,,,,0,3,1,0,1
Louis Agre,,,,,,,,,,,,,0,1,0,1
Ruth I Birchett,,,,,,,,,,,,,,0,0,1
Dawn Thomas,,,,,,,,,,,,,,,0,1
Total,27,12,2,1,22,18,17,15,13,12,8,7,4,2,0,1
,Representative In The General Assembly 181st District - Democrat,,,,Member Of - Democratic State Committee 3rd Senatorial District,,,,,,,,,,,2
,W Curtis Thomas,Kenneth T Walker Jr,Emily Rodriguez,K Williams Medley,Latrice Y Bryant,Gwen Collins,David Rodriguez,Humberto Perez,Edward M Lloyd Jr,Barbara Carroll,Karen Voss,Louis Agre,Elaine Tomlin,Ruth I Birchett,Dawn Thomas,2
W Curtis Thomas,16,0,0,0,14,9,6,8,6,9,6,5,5,3,0,2
Kenneth T Walker Jr,,14,0,0,5,4,4,4,4,4,3,3,1,2,0,2
Emily Rodriguez,,,3,0,9,8,6,6,5,4,7,7,7,3,0,2
K Williams Medley,,,,0,5,1,4,1,3,1,1,1,1,0,0,2
Latrice Y Bryant,,,,,0,14,17,16,15,12,16,14,14,7,0,2
Gwen Collins,,,,,,0,12,15,13,12,14,14,12,6,0,2
David Rodriguez,,,,,,,0,15,13,10,13,11,10,5,0,2
Humberto Perez,,,,,,,,1,13,13,15,14,12,7,0,2
Edward M Lloyd Jr,,,,,,,,,1,9,13,13,11,7,0,2
Barbara Carroll,,,,,,,,,,0,10,9,9,3,0,2
Karen Voss,,,,,,,,,,,0,15,12,6,0,2
Louis Agre,,,,,,,,,,,,0,12,6,0,2
Elaine Tomlin,,,,,,,,,,,,,0,6,0,2
Ruth I Birchett,,,,,,,,,,,,,,0,0,2
Dawn Thomas,,,,,,,,,,,,,,,0,2
Total,41,21,16,6,33,22,20,20,19,18,17,16,14,8,0,2
,Representative In The General Assembly 181st District - Democrat,,,,Member Of - Democratic State Committee 3rd Senatorial District,,,,,,,,,,,3
,W Curtis Thomas,Kenneth T Walker Jr,K Williams Medley,Emily Rodriguez,Latrice Y Bryant,David Rodriguez,Edward M Lloyd Jr,Barbara Carroll,Elaine Tomlin,Gwen Collins,Karen Voss,Humberto Perez,Louis Agre,Dawn Thomas,Ruth I Birchett,3
W Curtis Thomas,18,0,0,0,22,10,8,9,7,8,5,5,5,1,2,3
Kenneth T Walker Jr,,1,0,0,2,1,0,0,2,0,1,1,0,0,0,3
K Williams Medley,,,0,0,3,1,2,1,1,1,1,1,1,1,0,3
Emily Rodriguez,,,,0,0,0,0,0,0,0,1,0,0,0,0,3
Latrice Y Bryant,,,,,0,6,7,9,8,8,6,5,5,1,1,3
David Rodriguez,,,,,,0,6,5,5,4,5,5,5,1,1,3
Edward M Lloyd Jr,,,,,,,1,5,5,4,6,4,5,2,2,3
Barbara Carroll,,,,,,,,0,7,8,5,4,5,0,1,3
Elaine Tomlin,,,,,,,,,0,6,6,4,5,0,1,3
Gwen Collins,,,,,,,,,,0,4,3,4,0,1,3
Karen Voss,,,,,,,,,,,0,4,5,0,2,3
Humberto Perez,,,,,,,,,,,,0,4,0,0,3
Louis Agre,,,,,,,,,,,,,0,0,1,3
Dawn Thomas,,,,,,,,,,,,,,0,0,3
Ruth I Birchett,,,,,,,,,,,,,,,0,3
Total,54,4,3,1,27,12,11,10,10,9,8,7,6,2,2,3
,Representative In The General Assembly 181st District - Democrat,,,,Member Of - Democratic State Committee 3rd Senatorial District,,,,,,,,,,,4
,W Curtis Thomas,Kenneth T Walker Jr,Emily Rodriguez,K Williams Medley,Edward M Lloyd Jr,David Rodriguez,Gwen Collins,Latrice Y Bryant,Barbara Carroll,Elaine Tomlin,Humberto Perez,Ruth I Birchett,Karen Voss,Louis Agre,Dawn Thomas,4
W Curtis Thomas,8,0,0,0,13,6,5,7,6,4,2,3,2,3,0,4
Kenneth T Walker Jr,,2,0,0,3,1,4,1,2,3,1,1,1,0,0,4
Emily Rodriguez,,,2,0,0,2,1,1,1,1,2,1,1,1,0,4
K Williams Medley,,,,0,1,1,0,1,0,0,1,1,0,0,0,4
Edward M Lloyd Jr,,,,,0,4,3,5,5,3,2,3,3,2,0,4
David Rodriguez,,,,,,0,3,4,4,3,3,4,3,1,0,4
Gwen Collins,,,,,,,0,6,6,7,3,4,4,2,0,4
Latrice Y Bryant,,,,,,,,0,6,6,3,4,4,2,0,4
Barbara Carroll,,,,,,,,,0,6,3,4,4,3,0,4
Elaine Tomlin,,,,,,,,,,0,3,4,4,2,0,4
Humberto Perez,,,,,,,,,,,0,4,3,2,0,4
Ruth I Birchett,,,,,,,,,,,,0,4,2,0,4
Karen Voss,,,,,,,,,,,,,0,2,0,4
Louis Agre,,,,,,,,,,,,,,0,0,4
Dawn Thomas,,,,,,,,,,,,,,,0,4
Total,31,11,5,2,17,10,10,10,9,8,6,6,4,4,0,4
,Representative In The General Assembly 181st District - Democrat,,,,Member Of - Democratic State Committee 3rd Senatorial District,,,,,,,,,,,5
