col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,division
,Member Of - Republican State Committee 13th Congressional District,,,,Member Of - Republican State Committee 1st Congressional District,,,,1
,Dave Kralle,Agnes Tilley,Margaret L Recupido,Michael P Meehan,Annie Havey,Christopher M Vogler,Jimmy Dintino,Monika A Czapla,1
Dave Kralle,10,13,9,7,0,0,0,0,1
Agnes Tilley,,2,7,7,0,0,0,0,1
Margaret L Recupido,,,1,7,0,0,0,0,1
Michael P Meehan,,,,2,0,0,0,0,1
Annie Havey,,,,,0,0,0,0,1
Christopher M Vogler,,,,,,0,0,0,1
Jimmy Dintino,,,,,,,0,0,1
Monika A Czapla,,,,,,,,0,1
Total,25,15,10,9,0,0,0,0,1
,Member Of - Republican State Committee 13th Congressional District,,,,Member Of - Republican State Committee 1st Congressional District,,,,2
,Agnes Tilley,Dave Kralle,Michael P Meehan,Margaret L Recupido,Annie Havey,Christopher M Vogler,Jimmy Dintino,Monika A Czapla,2
Agnes Tilley,4,12,5,5,0,0,0,0,2
Dave Kralle,,4,5,5,0,0,0,0,2
Michael P Meehan,,,3,6,0,0,0,0,2
Margaret L Recupido,,,,1,0,0,0,0,2
Annie Havey,,,,,0,0,0,0,2
Christopher M Vogler,,,,,,0,0,0,2
Jimmy Dintino,,,,,,,0,0,2
Monika A Czapla,,,,,,,,0,2
Total,16,16,9,7,0,0,0,0,2
,Member Of - Republican State Committee 13th Congressional District,,,,Member Of - Republican State Committee 1st Congressional District,,,,3
,Dave Kralle,Agnes Tilley,Michael P Meehan,Margaret L Recupido,Annie Havey,Christopher M Vogler,Jimmy Dintino,Monika A Czapla,3
Dave Kralle,7,13,8,8,0,0,0,0,3
Agnes Tilley,,1,8,7,0,0,0,0,3
Michael P Meehan,,,2,7,0,0,0,0,3
Margaret L Recupido,,,,0,0,0,0,0,3
Annie Havey,,,,,0,0,0,0,3
Christopher M Vogler,,,,,,0,0,0,3
Jimmy Dintino,,,,,,,0,0,3
Monika A Czapla,,,,,,,,0,3
Total,21,14,10,8,0,0,0,0,3
,Member Of - Republican State Committee 13th Congressional District,,,,Member Of - Republican State Committee 1st Congressional District,,,,4
,Dave Kralle,Agnes Tilley,Michael P Meehan,Margaret L Recupido,Annie Havey,Christopher M Vogler,Jimmy Dintino,Monika A Czapla,4
Dave Kralle,6,5,2,2,0,0,0,0,4
Agnes Tilley,,5,2,2,0,0,0,0,4
Michael P Meehan,,,5,3,0,0,0,0,4
Margaret L Recupido,,,,1,0,0,0,0,4
Annie Havey,,,,,0,0,0,0,4
Christopher M Vogler,,,,,,0,0,0,4
Jimmy Dintino,,,,,,,0,0,4
Monika A Czapla,,,,,,,,0,4
Total,11,10,8,4,0,0,0,0,4
,Member Of - Republican State Committee 13th Congressional District,,,,Member Of - Republican State Committee 1st Congressional District,,,,5
,Dave Kralle,Agnes Tilley,Margaret L Recupido,Michael P Meehan,Annie Havey,Christopher M Vogler,Jimmy Dintino,Monika A Czapla,5
Dave Kralle,3,4,2,2,0,0,0,0,5
Agnes Tilley,,1,2,2,0,0,0,0,5
Margaret L Recupido,,,0,2,0,0,0,0,5
Michael P Meehan,,,,0,0,0,0,0,5
Annie Havey,,,,,0,0,0,0,5
Christopher M Vogler,,,,,,0,0,0,5
Jimmy Dintino,,,,,,,0,0,5
Monika A Czapla,,,,,,,,0,5
Total,7,5,2,2,0,0,0,0,5
,Member Of - Republican State Committee 13th Congressional District,,,,Member Of - Republican State Committee 1st Congressional District,,,,6
,Agnes Tilley,Dave Kralle,Michael P Meehan,Margaret L Recupido,Annie Havey,Christopher M Vogler,Jimmy Dintino,Monika A Czapla,6
Agnes Tilley,2,2,1,0,0,0,0,0,6
Dave Kralle,,3,0,0,0,0,0,0,6
Michael P Meehan,,,0,0,0,0,0,0,6
Margaret L Recupido,,,,0,0,0,0,0,6
Annie Havey,,,,,0,0,0,0,6
Christopher M Vogler,,,,,,0,0,0,6
Jimmy Dintino,,,,,,,0,0,6
Monika A Czapla,,,,,,,,0,6
Total,5,5,1,0,0,0,0,0,6
,Member Of - Republican State Committee 13th Congressional District,,,,Member Of - Republican State Committee 1st Congressional District,,,,7
,Dave Kralle,Michael P Meehan,Agnes Tilley,Margaret L Recupido,Annie Havey,Christopher M Vogler,Jimmy Dintino,Monika A Czapla,7
Dave Kralle,0,1,0,0,0,0,0,0,7
Michael P Meehan,,0,0,0,0,0,0,0,7
Agnes Tilley,,,0,0,0,0,0,0,7
Margaret L Recupido,,,,0,0,0,0,0,7
Annie Havey,,,,,0,0,0,0,7
