col_1,col_2,division
,Representative In Congress 1st District - Democrat,All
,Robert A Brady,All
Robert A Brady,751,All
Total,751,All
,Representative In Congress 1st District - Democrat,1
,Robert A Brady,1
Robert A Brady,45,1
Total,45,1
,Representative In Congress 1st District - Democrat,2
,Robert A Brady,2
Robert A Brady,33,2
Total,33,2
,Representative In Congress 1st District - Democrat,3
,Robert A Brady,3
Robert A Brady,44,3
Total,44,3
,Representative In Congress 1st District - Democrat,4
,Robert A Brady,4
Robert A Brady,40,4
Total,40,4
,Representative In Congress 1st District - Democrat,5
,Robert A Brady,5
Robert A Brady,58,5
Total,58,5
,Representative In Congress 1st District - Democrat,6
,Robert A Brady,6
Robert A Brady,39,6
Total,39,6
,Representative In Congress 1st District - Democrat,7
,Robert A Brady,7
Robert A Brady,45,7
Total,45,7
,Representative In Congress 1st District - Democrat,8
,Robert A Brady,8
Robert A Brady,38,8
Total,38,8
,Representative In Congress 1st District - Democrat,9
,Robert A Brady,9
Robert A Brady,46,9
Total,46,9
,Representative In Congress 1st District - Democrat,10
,Robert A Brady,10
Robert A Brady,33,10
Total,33,10
,Representative In Congress 1st District - Democrat,11
,Robert A Brady,11
Robert A Brady,42,11
Total,42,11
,Representative In Congress 1st District - Democrat,12
,Robert A Brady,12
Robert A Brady,25,12
Total,25,12
,Representative In Congress 1st District - Democrat,13
,Robert A Brady,13
Robert A Brady,38,13
Total,38,13
,Representative In Congress 1st District - Democrat,14
,Robert A Brady,14
Robert A Brady,27,14
Total,27,14
,Representative In Congress 1st District - Democrat,15
,Robert A Brady,15
Robert A Brady,36,15
Total,36,15
,Representative In Congress 1st District - Democrat,16
,Robert A Brady,16
Robert A Brady,15,16
Total,15,16
,Representative In Congress 1st District - Democrat,17
,Robert A Brady,17
Robert A Brady,13,17
Total,13,17
,Representative In Congress 1st District - Democrat,18
,Robert A Brady,18
Robert A Brady,17,18
Total,17,18
,Representative In Congress 1st District - Democrat,19
,Robert A Brady,19
Robert A Brady,22,19
Total,22,19
,Representative In Congress 1st District - Democrat,20
,Robert A Brady,20
Robert A Brady,13,20
Total,13,20
,Representative In Congress 1st District - Democrat,21
,Robert A Brady,21
Robert A Brady,12,21
Total,12,21
,Representative In Congress 1st District - Democrat,22
,Robert A Brady,22
Robert A Brady,29,22
Total,29,22
,Representative In Congress 1st District - Democrat,23
,Robert A Brady,23
Robert A Brady,24,23
Total,24,23
,Representative In Congress 1st District - Democrat,24
,Robert A Brady,24
Robert A Brady,17,24
Total,17,24
