col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,division
,Representative In The General Assembly 173rd District - Democrat,,,Member Of - Democratic State Committee 5th Senatorial District,,,,,,,All
,Mike Driscoll,Dennis Kilderry,Paul Definis,Kathy Enggasser,Louis Farinella,Barbara A Deeley,Patrick Parkinson,Mary Ann Quartullo,Larry King,Jacqulyne Scott,All
Mike Driscoll,"1,137",0,0,"1,082",941,683,623,634,18,17,All
Dennis Kilderry,,232,0,304,281,217,191,186,13,5,All
Paul Definis,,,201,353,271,188,180,161,5,6,All
Kathy Enggasser,,,,16,837,823,786,788,35,26,All
Louis Farinella,,,,,9,752,748,760,36,26,All
Barbara A Deeley,,,,,,4,744,760,35,25,All
Patrick Parkinson,,,,,,,22,728,34,25,All
Mary Ann Quartullo,,,,,,,,1,33,25,All
Larry King,,,,,,,,,2,1,All
Jacqulyne Scott,,,,,,,,,,0,All
Total,"2,938",741,738,"1,757","1,503","1,095","1,019",985,38,28,All
