col_1,col_2,col_3,col_4,division
,Senator In The General Assembly 2nd District - Republican,Governor - Republican,,All
,John Jenkins,Tom Corbett,Robert Guzzardi,All
John Jenkins,57,386,8,All
Tom Corbett,,58,0,All
Robert Guzzardi,,,0,All
Total,451,444,8,All
,Senator In The General Assembly 2nd District - Republican,Governor - Republican,,1
,John Jenkins,Tom Corbett,Robert Guzzardi,1
John Jenkins,2,15,0,1
Tom Corbett,,1,0,1
Robert Guzzardi,,,0,1
Total,17,16,0,1
,Senator In The General Assembly 2nd District - Republican,Governor - Republican,,2
,John Jenkins,Tom Corbett,Robert Guzzardi,2
John Jenkins,2,9,1,2
Tom Corbett,,0,0,2
Robert Guzzardi,,,0,2
Total,12,9,1,2
,Governor - Republican,,Senator In The General Assembly 2nd District - Republican,3
,Tom Corbett,Robert Guzzardi,John Jenkins,3
Tom Corbett,3,0,5,3
Robert Guzzardi,,0,0,3
John Jenkins,,,0,3
Total,8,0,5,3
,Senator In The General Assembly 2nd District - Republican,Governor - Republican,,4
,John Jenkins,Tom Corbett,Robert Guzzardi,4
John Jenkins,1,9,0,4
Tom Corbett,,0,0,4
Robert Guzzardi,,,0,4
Total,10,9,0,4
,Senator In The General Assembly 2nd District - Republican,Governor - Republican,,5
,John Jenkins,Tom Corbett,Robert Guzzardi,5
John Jenkins,0,4,0,5
Tom Corbett,,0,0,5
Robert Guzzardi,,,0,5
Total,4,4,0,5
,Senator In The General Assembly 2nd District - Republican,Governor - Republican,,6
,John Jenkins,Tom Corbett,Robert Guzzardi,6
John Jenkins,3,9,1,6
Tom Corbett,,4,0,6
Robert Guzzardi,,,0,6
Total,13,13,1,6
,Governor - Republican,,Senator In The General Assembly 2nd District - Republican,7
,Tom Corbett,Robert Guzzardi,John Jenkins,7
Tom Corbett,3,0,10,7
Robert Guzzardi,,0,1,7
John Jenkins,,,0,7
Total,13,1,11,7
,Senator In The General Assembly 2nd District - Republican,Governor - Republican,,8
,John Jenkins,Tom Corbett,Robert Guzzardi,8
John Jenkins,1,18,1,8
Tom Corbett,,1,0,8
Robert Guzzardi,,,0,8
Total,20,19,1,8
,Senator In The General Assembly 2nd District - Republican,Governor - Republican,,9
,John Jenkins,Tom Corbett,Robert Guzzardi,9
John Jenkins,1,7,0,9
