col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,division
,Member Of - Democratic State Committee 8th Senatorial District,,,,,Member Of - Democratic State Committee 7th Senatorial District,,,,,,1
,Alishea Jackson,Rasheen Crews,Kevin C Hannah,James Tyson,Vernon D Brown,Jacque Whaumbush,Kathryn S Huggins,Ken Washington,Lisa Rhodes,Monica Maria Djerassi,Willie Jordan,1
Alishea Jackson,5,20,19,16,17,0,0,0,0,0,0,1
Rasheen Crews,,4,19,17,17,0,0,0,0,0,0,1
Kevin C Hannah,,,2,16,17,0,0,0,0,0,0,1
James Tyson,,,,1,16,0,0,0,0,0,0,1
Vernon D Brown,,,,,0,0,0,0,0,0,0,1
Jacque Whaumbush,,,,,,0,0,0,0,0,0,1
Kathryn S Huggins,,,,,,,0,0,0,0,0,1
Ken Washington,,,,,,,,0,0,0,0,1
Lisa Rhodes,,,,,,,,,0,0,0,1
Monica Maria Djerassi,,,,,,,,,,0,0,1
Willie Jordan,,,,,,,,,,,0,1
Total,25,25,21,18,17,0,0,0,0,0,0,1
,Member Of - Democratic State Committee 8th Senatorial District,,,,,Member Of - Democratic State Committee 7th Senatorial District,,,,,,2
,Alishea Jackson,James Tyson,Kevin C Hannah,Vernon D Brown,Rasheen Crews,Jacque Whaumbush,Kathryn S Huggins,Ken Washington,Lisa Rhodes,Monica Maria Djerassi,Willie Jordan,2
Alishea Jackson,15,31,30,30,25,0,0,0,0,0,0,2
James Tyson,,2,29,30,23,0,0,0,0,0,0,2
Kevin C Hannah,,,2,29,21,0,0,0,0,0,0,2
Vernon D Brown,,,,1,22,0,0,0,0,0,0,2
Rasheen Crews,,,,,3,0,0,0,0,0,0,2
Jacque Whaumbush,,,,,,0,0,0,0,0,0,2
Kathryn S Huggins,,,,,,,0,0,0,0,0,2
Ken Washington,,,,,,,,0,0,0,0,2
Lisa Rhodes,,,,,,,,,0,0,0,2
Monica Maria Djerassi,,,,,,,,,,0,0,2
Willie Jordan,,,,,,,,,,,0,2
Total,49,33,32,31,28,0,0,0,0,0,0,2
,Member Of - Democratic State Committee 7th Senatorial District,,,,,,Member Of - Democratic State Committee 8th Senatorial District,,,,,3
,Kathryn S Huggins,Ken Washington,Lisa Rhodes,Monica Maria Djerassi,Willie Jordan,Jacque Whaumbush,Alishea Jackson,James Tyson,Kevin C Hannah,Rasheen Crews,Vernon D Brown,3
Kathryn S Huggins,1,7,7,7,7,6,0,0,0,0,0,3
Ken Washington,,1,7,7,7,6,0,0,0,0,0,3
Lisa Rhodes,,,0,7,7,6,0,0,0,0,0,3
Monica Maria Djerassi,,,,0,7,6,0,0,0,0,0,3
Willie Jordan,,,,,0,6,0,0,0,0,0,3
Jacque Whaumbush,,,,,,0,0,0,0,0,0,3
Alishea Jackson,,,,,,,0,0,0,0,0,3
James Tyson,,,,,,,,0,0,0,0,3
Kevin C Hannah,,,,,,,,,0,0,0,3
Rasheen Crews,,,,,,,,,,0,0,3
Vernon D Brown,,,,,,,,,,,0,3
Total,8,8,7,7,7,6,0,0,0,0,0,3
,Member Of - Democratic State Committee 8th Senatorial District,,,,,Member Of - Democratic State Committee 7th Senatorial District,,,,,,4
,Rasheen Crews,Alishea Jackson,Kevin C Hannah,Vernon D Brown,James Tyson,Jacque Whaumbush,Kathryn S Huggins,Ken Washington,Lisa Rhodes,Monica Maria Djerassi,Willie Jordan,4
Rasheen Crews,28,20,19,13,11,0,0,0,0,0,0,4
Alishea Jackson,,7,15,9,10,0,0,0,0,0,0,4
Kevin C Hannah,,,0,9,8,0,0,0,0,0,0,4
Vernon D Brown,,,,5,9,0,0,0,0,0,0,4
James Tyson,,,,,1,0,0,0,0,0,0,4
Jacque Whaumbush,,,,,,0,0,0,0,0,0,4
Kathryn S Huggins,,,,,,,0,0,0,0,0,4
Ken Washington,,,,,,,,0,0,0,0,4
Lisa Rhodes,,,,,,,,,0,0,0,4
Monica Maria Djerassi,,,,,,,,,,0,0,4
Willie Jordan,,,,,,,,,,,0,4
Total,56,28,19,19,12,0,0,0,0,0,0,4
,Member Of - Democratic State Committee 8th Senatorial District,,,,,Member Of - Democratic State Committee 7th Senatorial District,,,,,,5
,Alishea Jackson,Vernon D Brown,James Tyson,Rasheen Crews,Kevin C Hannah,Jacque Whaumbush,Kathryn S Huggins,Ken Washington,Lisa Rhodes,Monica Maria Djerassi,Willie Jordan,5
Alishea Jackson,4,18,17,17,17,0,0,0,0,0,0,5
Vernon D Brown,,0,18,17,17,0,0,0,0,0,0,5
James Tyson,,,0,16,17,0,0,0,0,0,0,5
