col_1,col_2,col_3,col_4,division
,Governor - Republican,,Representative In Congress 1st District - Republican,1
,Tom Corbett,Robert Guzzardi,Megan Rath,1
Tom Corbett,1,0,1,1
Robert Guzzardi,,0,0,1
Megan Rath,,,0,1
Total,2,0,1,1
,Representative In Congress 1st District - Republican,Governor - Republican,,4
,Megan Rath,Tom Corbett,Robert Guzzardi,4
Megan Rath,0,1,0,4
Tom Corbett,,0,0,4
Robert Guzzardi,,,0,4
Total,1,1,0,4
,Representative In Congress 1st District - Republican,Governor - Republican,,6
,Megan Rath,Robert Guzzardi,Tom Corbett,6
Megan Rath,0,0,1,6
Robert Guzzardi,,1,0,6
Tom Corbett,,,0,6
Total,1,1,1,6
,Governor - Republican,,Representative In Congress 1st District - Republican,7
,Tom Corbett,Robert Guzzardi,Megan Rath,7
Tom Corbett,1,0,1,7
Robert Guzzardi,,0,0,7
Megan Rath,,,0,7
Total,2,0,1,7
,Governor - Republican,,Representative In Congress 1st District - Republican,10
,Tom Corbett,Robert Guzzardi,Megan Rath,10
Tom Corbett,1,0,1,10
Robert Guzzardi,,0,0,10
Megan Rath,,,0,10
Total,2,0,1,10
,Governor - Republican,,Representative In Congress 1st District - Republican,11
,Tom Corbett,Robert Guzzardi,Megan Rath,11
Tom Corbett,2,0,1,11
Robert Guzzardi,,0,0,11
Megan Rath,,,1,11
Total,3,0,2,11
,Representative In Congress 1st District - Republican,Governor - Republican,,12
,Megan Rath,Tom Corbett,Robert Guzzardi,12
Megan Rath,0,1,0,12
Tom Corbett,,0,0,12
Robert Guzzardi,,,0,12
Total,1,1,0,12
,Representative In Congress 1st District - Republican,Governor - Republican,,15
,Megan Rath,Robert Guzzardi,Tom Corbett,15
Megan Rath,1,0,0,15
Robert Guzzardi,,0,0,15
Tom Corbett,,,0,15
Total,1,0,0,15
,Representative In Congress 1st District - Republican,Governor - Republican,,17
,Megan Rath,Tom Corbett,Robert Guzzardi,17
Megan Rath,0,6,0,17
Tom Corbett,,0,0,17
Robert Guzzardi,,,0,17
Total,6,6,0,17
,Representative In Congress 1st District - Republican,Governor - Republican,,18
,Megan Rath,Robert Guzzardi,Tom Corbett,18
Megan Rath,1,0,0,18
Robert Guzzardi,,0,0,18
Tom Corbett,,,0,18
Total,1,0,0,18
,Governor - Republican,,Representative In Congress 1st District - Republican,19
,Tom Corbett,Robert Guzzardi,Megan Rath,19
Tom Corbett,1,0,2,19
Robert Guzzardi,,0,0,19
Megan Rath,,,0,19
Total,3,0,2,19
,Governor - Republican,,Representative In Congress 1st District - Republican,20
,Tom Corbett,Robert Guzzardi,Megan Rath,20
Tom Corbett,1,0,1,20
Robert Guzzardi,,0,0,20
Megan Rath,,,0,20
Total,2,0,1,20
,Representative In Congress 1st District - Republican,Governor - Republican,,21
,Megan Rath,Tom Corbett,Robert Guzzardi,21
Megan Rath,0,1,0,21
Tom Corbett,,0,0,21
Robert Guzzardi,,,0,21
Total,1,1,0,21
,Representative In Congress 1st District - Republican,Governor - Republican,,22
,Megan Rath,Tom Corbett,Robert Guzzardi,22
Megan Rath,1,2,0,22
Tom Corbett,,1,0,22
Robert Guzzardi,,,0,22
Total,3,3,0,22
,Representative In Congress 1st District - Republican,Governor - Republican,,23
,Megan Rath,Tom Corbett,Robert Guzzardi,23
Megan Rath,0,1,0,23
Tom Corbett,,0,0,23
Robert Guzzardi,,,0,23
Total,1,1,0,23
,Governor - Republican,,Representative In Congress 1st District - Republican,24
,Tom Corbett,Robert Guzzardi,Megan Rath,24
Tom Corbett,2,0,6,24
Robert Guzzardi,,0,0,24
Megan Rath,,,0,24
