col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,division
,Representative In The General Assembly 197th District - Democrat,,,,Member Of - Democratic State Committee 2nd Senatorial District,,,,All
,Leslie Acosta,Ben Ramos,Danilo R Burgos,Jose P Miranda,Marnie Aument Loughrey,James Harrity,Donna J Derose,Frank T Brzozowski,All
Leslie Acosta,667,0,0,0,157,117,58,44,All
Ben Ramos,,246,0,0,82,77,38,25,All
Danilo R Burgos,,,119,0,18,25,34,23,All
Jose P Miranda,,,,7,7,9,11,7,All
Marnie Aument Loughrey,,,,,6,86,65,55,All
James Harrity,,,,,,6,57,59,All
Donna J Derose,,,,,,,0,59,All
Frank T Brzozowski,,,,,,,,3,All
Total,936,411,177,22,273,236,142,102,All
