col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,division
,Member Of - Democratic State Committee 4th Senatorial District,,,,,,,,Governor - Democrat,,,,All
,Cindy Bass,M Karen Bojar,Jalila D Parker,Sherrie Cohen,Nedia S Ralston,Ron Couser,Bill Durham,Janet Thompson,Allyson Y Schwartz,Tom Wolf,Robert M Mccord,Katie Mcginty,All
Cindy Bass,1,"1,333","1,187",867,976,"1,054",985,593,990,615,476,69,All
M Karen Bojar,,0,993,725,907,902,857,426,788,465,423,59,All
Jalila D Parker,,,0,626,"1,016",894,826,440,615,484,383,44,All
Sherrie Cohen,,,,0,511,506,465,494,539,431,240,51,All
Nedia S Ralston,,,,,0,785,733,323,499,365,302,33,All
Ron Couser,,,,,,0,891,333,505,358,296,37,All
Bill Durham,,,,,,,0,377,482,346,287,37,All
Janet Thompson,,,,,,,,1,334,212,128,33,All
Allyson Y Schwartz,,,,,,,,,256,0,0,0,All
Tom Wolf,,,,,,,,,,273,0,0,All
Robert M Mccord,,,,,,,,,,,129,0,All
Katie Mcginty,,,,,,,,,,,,27,All
Total,"2,157","1,740","1,527","1,262","1,200","1,197","1,152",709,"1,563","1,253",789,133,All
,Member Of - Democratic State Committee 4th Senatorial District,,,,,,,,Governor - Democrat,,,,1
,Cindy Bass,Jalila D Parker,M Karen Bojar,Nedia S Ralston,Ron Couser,Bill Durham,Sherrie Cohen,Janet Thompson,Allyson Y Schwartz,Tom Wolf,Robert M Mccord,Katie Mcginty,1
Cindy Bass,0,113,106,87,91,86,53,44,76,39,41,4,1
Jalila D Parker,,0,93,91,86,78,46,41,51,42,41,3,1
M Karen Bojar,,,0,82,76,75,44,28,51,32,35,4,1
Nedia S Ralston,,,,0,69,68,34,24,42,30,27,1,1
Ron Couser,,,,,0,70,34,26,37,28,30,2,1
Bill Durham,,,,,,0,24,32,38,28,26,1,1
Sherrie Cohen,,,,,,,0,25,27,25,16,2,1
Janet Thompson,,,,,,,,0,29,13,6,1,1
Allyson Y Schwartz,,,,,,,,,16,0,0,0,1
Tom Wolf,,,,,,,,,,10,0,0,1
Robert M Mccord,,,,,,,,,,,7,0,1
Katie Mcginty,,,,,,,,,,,,0,1
Total,160,138,122,101,97,93,70,49,106,69,61,4,1
,Member Of - Democratic State Committee 4th Senatorial District,,,,,,,,Governor - Democrat,,,,2
,M Karen Bojar,Cindy Bass,Jalila D Parker,Nedia S Ralston,Bill Durham,Ron Couser,Sherrie Cohen,Janet Thompson,Allyson Y Schwartz,Tom Wolf,Robert M Mccord,Katie Mcginty,2
M Karen Bojar,0,136,100,91,81,77,62,42,122,54,38,3,2
Cindy Bass,,0,102,86,79,76,62,46,88,49,27,3,2
Jalila D Parker,,,0,87,68,71,50,35,66,37,21,0,2
Nedia S Ralston,,,,0,64,67,45,27,59,26,20,1,2
Bill Durham,,,,,0,69,34,23,50,32,13,0,2
Ron Couser,,,,,,0,37,16,54,26,10,0,2
Sherrie Cohen,,,,,,,0,38,43,30,13,2,2
Janet Thompson,,,,,,,,0,31,10,10,2,2
Allyson Y Schwartz,,,,,,,,,10,0,0,0,2
Tom Wolf,,,,,,,,,,10,0,0,2
Robert M Mccord,,,,,,,,,,,8,0,2
Katie Mcginty,,,,,,,,,,,,0,2
Total,217,167,124,106,95,90,88,53,150,89,55,4,2
,Member Of - Democratic State Committee 4th Senatorial District,,,,,,,,Governor - Democrat,,,,3
,Cindy Bass,M Karen Bojar,Sherrie Cohen,Jalila D Parker,Ron Couser,Nedia S Ralston,Bill Durham,Janet Thompson,Allyson Y Schwartz,Tom Wolf,Robert M Mccord,Katie Mcginty,3
Cindy Bass,0,159,106,100,85,84,84,33,122,52,45,6,3
M Karen Bojar,,0,86,78,74,75,71,23,100,34,35,6,3
Sherrie Cohen,,,0,47,35,33,34,27,62,33,23,8,3
Jalila D Parker,,,,0,74,80,72,26,64,29,30,1,3
Ron Couser,,,,,0,62,71,19,50,16,25,1,3
Nedia S Ralston,,,,,,0,62,18,49,16,26,0,3
Bill Durham,,,,,,,0,23,47,17,24,2,3
Janet Thompson,,,,,,,,0,16,13,8,1,3
Allyson Y Schwartz,,,,,,,,,12,0,0,0,3
Tom Wolf,,,,,,,,,,6,0,0,3
Robert M Mccord,,,,,,,,,,,8,0,3
Katie Mcginty,,,,,,,,,,,,1,3
Total,225,175,126,124,92,91,90,38,160,71,60,9,3
,Member Of - Democratic State Committee 4th Senatorial District,,,,,,,,Governor - Democrat,,,,4
,Cindy Bass,M Karen Bojar,Jalila D Parker,Bill Durham,Ron Couser,Sherrie Cohen,Nedia S Ralston,Janet Thompson,Tom Wolf,Allyson Y Schwartz,Robert M Mccord,Katie Mcginty,4
Cindy Bass,0,61,40,45,42,32,39,29,33,44,10,2,4
M Karen Bojar,,0,40,46,41,35,39,27,30,39,15,2,4
Jalila D Parker,,,0,33,31,21,37,20,22,24,10,1,4
Bill Durham,,,,0,42,24,31,21,22,23,9,1,4
Ron Couser,,,,,0,19,32,19,19,23,9,0,4
Sherrie Cohen,,,,,,0,18,27,14,25,11,1,4
Nedia S Ralston,,,,,,,0,17,16,23,8,0,4
Janet Thompson,,,,,,,,0,10,20,5,1,4
Tom Wolf,,,,,,,,,18,0,0,0,4
Allyson Y Schwartz,,,,,,,,,,6,0,0,4
Robert M Mccord,,,,,,,,,,,10,0,4
Katie Mcginty,,,,,,,,,,,,5,4
Total,89,86,57,55,51,51,47,36,71,68,30,7,4
,Member Of - Democratic State Committee 4th Senatorial District,,,,,,,,Governor - Democrat,,,,5
,Cindy Bass,Jalila D Parker,M Karen Bojar,Sherrie Cohen,Nedia S Ralston,Ron Couser,Bill Durham,Janet Thompson,Allyson Y Schwartz,Tom Wolf,Robert M Mccord,Katie Mcginty,5
Cindy Bass,0,68,78,50,55,63,55,39,62,29,20,6,5
Jalila D Parker,,0,56,40,62,49,45,28,45,19,20,6,5
M Karen Bojar,,,0,39,52,53,49,29,45,21,19,3,5
Sherrie Cohen,,,,0,32,34,33,29,32,24,14,5,5
Nedia S Ralston,,,,,0,44,40,21,36,16,14,5,5
Ron Couser,,,,,,0,53,20,35,19,11,5,5
Bill Durham,,,,,,,0,21,29,21,13,3,5
Janet Thompson,,,,,,,,0,22,10,10,3,5
Allyson Y Schwartz,,,,,,,,,10,0,0,0,5
Tom Wolf,,,,,,,,,,15,0,0,5
Robert M Mccord,,,,,,,,,,,4,0,5
Katie Mcginty,,,,,,,,,,,,3,5
Total,118,90,88,75,71,71,66,45,82,63,33,11,5
,Member Of - Democratic State Committee 4th Senatorial District,,,,,,,,Governor - Democrat,,,,6
,Cindy Bass,M Karen Bojar,Jalila D Parker,Ron Couser,Bill Durham,Nedia S Ralston,Sherrie Cohen,Janet Thompson,Allyson Y Schwartz,Tom Wolf,Robert M Mccord,Katie Mcginty,6
Cindy Bass,0,60,52,52,48,41,34,32,48,28,35,3,6
M Karen Bojar,,0,46,44,44,41,27,24,27,19,25,2,6
Jalila D Parker,,,0,38,43,43,22,19,26,18,24,3,6
Ron Couser,,,,0,45,32,23,21,21,14,21,3,6
Bill Durham,,,,,0,35,19,24,21,13,20,3,6
Nedia S Ralston,,,,,,0,18,16,18,14,17,1,6
Sherrie Cohen,,,,,,,0,25,16,18,9,2,6
Janet Thompson,,,,,,,,0,17,12,6,2,6
Allyson Y Schwartz,,,,,,,,,14,0,0,0,6
Tom Wolf,,,,,,,,,,15,0,0,6
Robert M Mccord,,,,,,,,,,,7,0,6
Katie Mcginty,,,,,,,,,,,,0,6
Total,116,75,71,59,57,50,45,37,72,54,49,7,6
,Member Of - Democratic State Committee 4th Senatorial District,,,,,,,,Governor - Democrat,,,,7
,Cindy Bass,Jalila D Parker,M Karen Bojar,Ron Couser,Nedia S Ralston,Bill Durham,Sherrie Cohen,Janet Thompson,Tom Wolf,Allyson Y Schwartz,Robert M Mccord,Katie Mcginty,7
Cindy Bass,0,80,75,78,66,60,38,29,54,27,17,10,7
Jalila D Parker,,0,71,72,70,56,34,23,51,19,18,10,7
M Karen Bojar,,,0,69,63,59,36,27,45,22,14,9,7
Ron Couser,,,,0,60,64,31,24,48,19,14,6,7
Nedia S Ralston,,,,,0,50,26,18,41,17,13,6,7
Bill Durham,,,,,,0,24,20,36,20,10,6,7
Sherrie Cohen,,,,,,,0,29,27,18,8,6,7
Janet Thompson,,,,,,,,0,15,14,2,6,7
Tom Wolf,,,,,,,,,12,0,0,0,7
Allyson Y Schwartz,,,,,,,,,,9,0,0,7
Robert M Mccord,,,,,,,,,,,6,0,7
Katie Mcginty,,,,,,,,,,,,2,7
Total,108,98,90,87,77,72,59,37,86,47,29,14,7
,Member Of - Democratic State Committee 4th Senatorial District,,,,,,,,Governor - Democrat,,,,8
,Cindy Bass,Sherrie Cohen,M Karen Bojar,Jalila D Parker,Nedia S Ralston,Bill Durham,Ron Couser,Janet Thompson,Tom Wolf,Allyson Y Schwartz,Robert M Mccord,Katie Mcginty,8
Cindy Bass,0,29,28,27,24,21,23,15,30,20,13,1,8
Sherrie Cohen,,0,17,19,16,14,15,15,24,12,6,2,8
M Karen Bojar,,,0,20,16,15,16,7,16,14,7,1,8
Jalila D Parker,,,,0,22,16,17,10,15,12,5,0,8
Nedia S Ralston,,,,,0,14,17,6,18,10,3,0,8
Bill Durham,,,,,,0,17,8,10,10,4,1,8
Ron Couser,,,,,,,0,6,12,9,3,1,8
Janet Thompson,,,,,,,,0,6,9,3,0,8
Tom Wolf,,,,,,,,,19,0,0,0,8
Allyson Y Schwartz,,,,,,,,,,11,0,0,8
Robert M Mccord,,,,,,,,,,,1,0,8
Katie Mcginty,,,,,,,,,,,,4,8
Total,64,44,38,32,31,25,25,18,64,38,17,7,8
,Member Of - Democratic State Committee 4th Senatorial District,,,,,,,,Governor - Democrat,,,,9
,M Karen Bojar,Cindy Bass,Sherrie Cohen,Jalila D Parker,Bill Durham,Ron Couser,Janet Thompson,Nedia S Ralston,Allyson Y Schwartz,Tom Wolf,Robert M Mccord,Katie Mcginty,9
M Karen Bojar,0,63,44,39,38,35,30,34,53,34,34,10,9
Cindy Bass,,0,50,42,40,41,37,34,52,27,27,5,9
Sherrie Cohen,,,0,36,31,32,36,36,42,22,13,4,9
Jalila D Parker,,,,0,25,26,22,39,30,20,16,2,9
Bill Durham,,,,,0,39,25,24,25,15,13,3,9
Ron Couser,,,,,,0,23,23,23,17,13,3,9
Janet Thompson,,,,,,,0,23,23,16,9,6,9
Nedia S Ralston,,,,,,,,0,27,13,8,3,9
Allyson Y Schwartz,,,,,,,,,27,0,0,0,9
Tom Wolf,,,,,,,,,,26,0,0,9
Robert M Mccord,,,,,,,,,,,6,0,9
Katie Mcginty,,,,,,,,,,,,2,9
Total,132,112,82,68,56,56,54,51,115,91,59,16,9
,Member Of - Democratic State Committee 4th Senatorial District,,,,,,,,Governor - Democrat,,,,10
,Cindy Bass,M Karen Bojar,Sherrie Cohen,Jalila D Parker,Nedia S Ralston,Ron Couser,Bill Durham,Janet Thompson,Tom Wolf,Allyson Y Schwartz,Robert M Mccord,Katie Mcginty,10
Cindy Bass,0,62,48,58,51,52,44,35,36,44,23,6,10
M Karen Bojar,,0,41,50,50,45,34,23,27,36,23,2,10
Sherrie Cohen,,,0,33,31,30,23,29,30,30,15,4,10
Jalila D Parker,,,,0,53,48,35,26,30,26,19,2,10
Nedia S Ralston,,,,,0,41,37,20,26,23,20,2,10
Ron Couser,,,,,,0,43,20,23,22,17,2,10
Bill Durham,,,,,,,0,18,22,17,16,3,10
Janet Thompson,,,,,,,,0,15,18,8,1,10
Tom Wolf,,,,,,,,,25,0,0,0,10
Allyson Y Schwartz,,,,,,,,,,22,0,0,10
Robert M Mccord,,,,,,,,,,,9,0,10
Katie Mcginty,,,,,,,,,,,,0,10
Total,109,88,79,77,71,64,58,42,92,90,43,6,10
,Member Of - Democratic State Committee 4th Senatorial District,,,,,,,,Governor - Democrat,,,,11
,Cindy Bass,M Karen Bojar,Jalila D Parker,Nedia S Ralston,Ron Couser,Sherrie Cohen,Bill Durham,Janet Thompson,Allyson Y Schwartz,Tom Wolf,Robert M Mccord,Katie Mcginty,11
Cindy Bass,0,87,83,77,78,63,72,41,66,38,33,8,11
M Karen Bojar,,0,72,74,67,54,64,35,56,29,26,5,11
Jalila D Parker,,,0,73,61,39,57,28,41,21,31,5,11
Nedia S Ralston,,,,0,62,41,58,26,37,25,25,6,11
Ron Couser,,,,,0,40,67,23,33,24,28,4,11
Sherrie Cohen,,,,,,0,40,44,40,25,20,4,11
Bill Durham,,,,,,,0,27,35,22,23,5,11
Janet Thompson,,,,,,,,0,25,14,10,3,11
Allyson Y Schwartz,,,,,,,,,25,0,0,0,11
Tom Wolf,,,,,,,,,,21,0,0,11
Robert M Mccord,,,,,,,,,,,19,0,11
Katie Mcginty,,,,,,,,,,,,2,11
Total,145,116,98,93,89,89,85,52,113,76,67,12,11
,Member Of - Democratic State Committee 4th Senatorial District,,,,,,,,Governor - Democrat,,,,12
,Cindy Bass,M Karen Bojar,Sherrie Cohen,Jalila D Parker,Ron Couser,Bill Durham,Janet Thompson,Nedia S Ralston,Tom Wolf,Allyson Y Schwartz,Robert M Mccord,Katie Mcginty,12
Cindy Bass,0,75,71,74,69,64,59,58,52,61,35,6,12
M Karen Bojar,,0,53,52,52,41,35,47,33,40,24,5,12
Sherrie Cohen,,,0,54,46,41,49,39,43,34,22,3,12
Jalila D Parker,,,,0,54,42,44,57,39,35,25,2,12
Ron Couser,,,,,0,58,36,43,22,35,22,2,12
Bill Durham,,,,,,0,38,36,19,32,21,3,12
Janet Thompson,,,,,,,0,30,23,30,14,2,12
Nedia S Ralston,,,,,,,,0,26,27,15,1,12
Tom Wolf,,,,,,,,,19,0,0,0,12
Allyson Y Schwartz,,,,,,,,,,17,0,0,12
Robert M Mccord,,,,,,,,,,,15,0,12
Katie Mcginty,,,,,,,,,,,,1,12
Total,154,102,102,101,81,75,69,69,99,97,65,12,12
,Member Of - Democratic State Committee 4th Senatorial District,,,,,,,,Governor - Democrat,,,,13
,Cindy Bass,Jalila D Parker,M Karen Bojar,Bill Durham,Nedia S Ralston,Ron Couser,Sherrie Cohen,Janet Thompson,Allyson Y Schwartz,Robert M Mccord,Tom Wolf,Katie Mcginty,13
Cindy Bass,1,107,94,93,85,90,55,31,74,46,33,2,13
Jalila D Parker,,0,86,85,96,87,53,29,59,43,24,3,13
M Karen Bojar,,,0,78,75,75,44,20,51,43,20,1,13
Bill Durham,,,,0,73,80,36,23,42,38,23,2,13
Nedia S Ralston,,,,,0,81,38,20,46,36,20,2,13
Ron Couser,,,,,,0,35,17,46,33,21,3,13
Sherrie Cohen,,,,,,,0,25,40,24,21,1,13
Janet Thompson,,,,,,,,0,21,10,7,2,13
Allyson Y Schwartz,,,,,,,,,22,0,0,0,13
Robert M Mccord,,,,,,,,,,4,0,0,13
Tom Wolf,,,,,,,,,,,20,0,13
Katie Mcginty,,,,,,,,,,,,1,13
Total,156,129,115,105,104,103,86,40,117,68,68,6,13
,Member Of - Democratic State Committee 4th Senatorial District,,,,,,,,Governor - Democrat,,,,14
,Cindy Bass,M Karen Bojar,Jalila D Parker,Sherrie Cohen,Ron Couser,Bill Durham,Nedia S Ralston,Janet Thompson,Allyson Y Schwartz,Tom Wolf,Robert M Mccord,Katie Mcginty,14
Cindy Bass,0,77,66,59,63,60,54,38,69,30,30,1,14
M Karen Bojar,,0,56,45,57,54,49,24,40,22,27,1,14
Jalila D Parker,,,0,38,52,51,57,27,35,23,25,0,14
Sherrie Cohen,,,,0,31,31,31,35,40,23,17,1,14
Ron Couser,,,,,0,57,48,19,35,16,18,1,14
Bill Durham,,,,,,0,45,22,34,19,15,0,14
Nedia S Ralston,,,,,,,0,19,27,20,20,1,14
Janet Thompson,,,,,,,,1,17,13,12,0,14
Allyson Y Schwartz,,,,,,,,,17,0,0,0,14
Tom Wolf,,,,,,,,,,13,0,0,14
