col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,division
,Representative In The General Assembly 197th District - Democrat,,,,Lieutenant Governor - Democrat,,,,,All
,Leslie Acosta,Ben Ramos,Danilo R Burgos,Jose P Miranda,Mike Stack,Mark Critz,Brad Koplinski,Mark Smith,Brandon P Neuman,All
Leslie Acosta,81,0,0,0,112,7,2,2,1,All
Ben Ramos,,28,0,0,32,12,3,5,3,All
Danilo R Burgos,,,12,0,8,5,4,0,0,All
Jose P Miranda,,,,4,6,1,2,0,0,All
Mike Stack,,,,,6,0,0,0,0,All
Mark Critz,,,,,,2,0,0,0,All
Brad Koplinski,,,,,,,1,0,0,All
Mark Smith,,,,,,,,0,0,All
Brandon P Neuman,,,,,,,,,0,All
Total,205,83,29,13,164,27,12,7,4,All
,Representative In The General Assembly 197th District - Democrat,,,,Lieutenant Governor - Democrat,,,,,15
,Leslie Acosta,Ben Ramos,Danilo R Burgos,Jose P Miranda,Mike Stack,Brad Koplinski,Mark Critz,Brandon P Neuman,Mark Smith,15
Leslie Acosta,28,0,0,0,17,1,0,0,0,15
Ben Ramos,,5,0,0,5,1,1,1,0,15
Danilo R Burgos,,,1,0,2,0,1,0,0,15
Jose P Miranda,,,,0,1,0,0,0,0,15
Mike Stack,,,,,1,0,0,0,0,15
Brad Koplinski,,,,,,0,0,0,0,15
Mark Critz,,,,,,,0,0,0,15
Brandon P Neuman,,,,,,,,0,0,15
Mark Smith,,,,,,,,,0,15
Total,46,13,4,1,26,2,2,1,0,15
,Representative In The General Assembly 197th District - Democrat,,,,Lieutenant Governor - Democrat,,,,,16
,Leslie Acosta,Ben Ramos,Danilo R Burgos,Jose P Miranda,Mike Stack,Mark Critz,Brad Koplinski,Brandon P Neuman,Mark Smith,16
Leslie Acosta,9,0,0,0,11,2,0,1,0,16
Ben Ramos,,8,0,0,3,2,0,0,0,16
Danilo R Burgos,,,7,0,0,0,1,0,0,16
Jose P Miranda,,,,1,2,1,1,0,0,16
Mike Stack,,,,,2,0,0,0,0,16
Mark Critz,,,,,,0,0,0,0,16
Brad Koplinski,,,,,,,1,0,0,16
Brandon P Neuman,,,,,,,,0,0,16
Mark Smith,,,,,,,,,0,16
Total,23,13,8,5,18,5,3,1,0,16
,Lieutenant Governor - Democrat,,,,,Representative In The General Assembly 197th District - Democrat,,,,18
,Mike Stack,Brad Koplinski,Mark Critz,Mark Smith,Brandon P Neuman,Leslie Acosta,Ben Ramos,Jose P Miranda,Danilo R Burgos,18
Mike Stack,0,0,0,0,0,53,14,2,0,18
Brad Koplinski,,0,0,0,0,0,1,1,1,18
Mark Critz,,,0,0,0,1,1,0,0,18
Mark Smith,,,,0,0,0,1,0,0,18
Brandon P Neuman,,,,,0,0,0,0,0,18
Leslie Acosta,,,,,,3,0,0,0,18
Ben Ramos,,,,,,,6,0,0,18
Jose P Miranda,,,,,,,,2,0,18
Danilo R Burgos,,,,,,,,,0,18
Total,69,3,2,1,0,57,23,5,1,18
,Representative In The General Assembly 197th District - Democrat,,,,Lieutenant Governor - Democrat,,,,,19
,Leslie Acosta,Ben Ramos,Danilo R Burgos,Jose P Miranda,Mike Stack,Mark Critz,Mark Smith,Brad Koplinski,Brandon P Neuman,19
Leslie Acosta,22,0,0,0,18,2,0,1,0,19
Ben Ramos,,6,0,0,6,3,4,0,1,19
Danilo R Burgos,,,2,0,1,1,0,2,0,19
Jose P Miranda,,,,0,0,0,0,0,0,19
Mike Stack,,,,,2,0,0,0,0,19
Mark Critz,,,,,,1,0,0,0,19
Mark Smith,,,,,,,0,0,0,19
Brad Koplinski,,,,,,,,0,0,19
Brandon P Neuman,,,,,,,,,0,19
Total,43,20,6,0,27,7,4,3,1,19
,Representative In The General Assembly 197th District - Democrat,,,,Lieutenant Governor - Democrat,,,,,20
,Leslie Acosta,Ben Ramos,Danilo R Burgos,Jose P Miranda,Mike Stack,Mark Critz,Mark Smith,Brad Koplinski,Brandon P Neuman,20
Leslie Acosta,19,0,0,0,13,2,2,0,0,20
Ben Ramos,,3,0,0,4,5,0,1,1,20
Danilo R Burgos,,,2,0,5,3,0,0,0,20
Jose P Miranda,,,,1,1,0,0,0,0,20
Mike Stack,,,,,1,0,0,0,0,20
Mark Critz,,,,,,1,0,0,0,20
Mark Smith,,,,,,,0,0,0,20
Brad Koplinski,,,,,,,,0,0,20
Brandon P Neuman,,,,,,,,,0,20
Total,36,14,10,2,24,11,2,1,1,20
