col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,division
,Lieutenant Governor - Democrat,,,,,Representative In The General Assembly 181st District - Democrat,,,,All
,Mike Stack,Mark Smith,Mark Critz,Brad Koplinski,Brandon P Neuman,W Curtis Thomas,Kenneth T Walker Jr,K Williams Medley,Emily Rodriguez,All
Mike Stack,18,0,0,0,0,306,53,79,26,All
Mark Smith,,1,0,0,0,16,8,9,2,All
Mark Critz,,,4,0,0,24,2,4,0,All
Brad Koplinski,,,,4,0,7,6,1,5,All
Brandon P Neuman,,,,,0,8,4,1,5,All
W Curtis Thomas,,,,,,68,0,0,0,All
Kenneth T Walker Jr,,,,,,,34,0,0,All
K Williams Medley,,,,,,,,6,0,All
Emily Rodriguez,,,,,,,,,6,All
Total,482,36,34,23,18,429,107,100,44,All
,Lieutenant Governor - Democrat,,,,,Representative In The General Assembly 181st District - Democrat,,,,1
,Mike Stack,Brad Koplinski,Mark Critz,Brandon P Neuman,Mark Smith,W Curtis Thomas,K Williams Medley,Kenneth T Walker Jr,Emily Rodriguez,1
Mike Stack,1,0,0,0,0,16,5,4,1,1
Brad Koplinski,,1,0,0,0,2,0,0,2,1
Mark Critz,,,0,0,0,4,0,0,0,1
Brandon P Neuman,,,,0,0,2,0,0,0,1
Mark Smith,,,,,0,2,0,0,0,1
W Curtis Thomas,,,,,,1,0,0,0,1
K Williams Medley,,,,,,,0,0,0,1
Kenneth T Walker Jr,,,,,,,,0,0,1
Emily Rodriguez,,,,,,,,,0,1
Total,27,5,4,2,2,27,5,4,3,1
,Representative In The General Assembly 181st District - Democrat,,,,Lieutenant Governor - Democrat,,,,,2
,W Curtis Thomas,K Williams Medley,Emily Rodriguez,Kenneth T Walker Jr,Mike Stack,Mark Critz,Mark Smith,Brad Koplinski,Brandon P Neuman,2
W Curtis Thomas,13,0,0,0,36,3,3,1,1,2
K Williams Medley,,1,0,0,3,2,2,0,0,2
Emily Rodriguez,,,1,0,2,0,1,2,0,2
Kenneth T Walker Jr,,,,0,1,0,0,0,0,2
Mike Stack,,,,,3,0,0,0,0,2
Mark Critz,,,,,,1,0,0,0,2
Mark Smith,,,,,,,0,0,0,2
Brad Koplinski,,,,,,,,0,0,2
Brandon P Neuman,,,,,,,,,0,2
Total,57,8,6,1,45,6,6,3,1,2
,Lieutenant Governor - Democrat,,,,,Representative In The General Assembly 181st District - Democrat,,,,3
,Mike Stack,Brad Koplinski,Mark Smith,Brandon P Neuman,Mark Critz,W Curtis Thomas,Kenneth T Walker Jr,K Williams Medley,Emily Rodriguez,3
Mike Stack,1,0,0,0,0,12,5,6,6,3
Brad Koplinski,,1,0,0,0,0,2,0,0,3
Mark Smith,,,0,0,0,1,1,1,0,3
Brandon P Neuman,,,,0,0,1,0,0,0,3
Mark Critz,,,,,0,1,0,0,0,3
W Curtis Thomas,,,,,,3,0,0,0,3
Kenneth T Walker Jr,,,,,,,3,0,0,3
K Williams Medley,,,,,,,,0,0,3
Emily Rodriguez,,,,,,,,,0,3
Total,30,3,3,1,1,18,11,7,6,3
,Lieutenant Governor - Democrat,,,,,Representative In The General Assembly 181st District - Democrat,,,,4
,Mike Stack,Mark Smith,Mark Critz,Brad Koplinski,Brandon P Neuman,W Curtis Thomas,Kenneth T Walker Jr,Emily Rodriguez,K Williams Medley,4
Mike Stack,3,0,0,0,0,26,3,1,1,4
Mark Smith,,0,0,0,0,1,1,0,0,4
Mark Critz,,,0,0,0,1,0,0,0,4
Brad Koplinski,,,,0,0,0,0,0,0,4
Brandon P Neuman,,,,,0,0,0,0,0,4
W Curtis Thomas,,,,,,5,0,0,0,4
Kenneth T Walker Jr,,,,,,,1,0,0,4
Emily Rodriguez,,,,,,,,0,0,4
K Williams Medley,,,,,,,,,0,4
Total,34,2,1,0,0,33,5,1,1,4
,Lieutenant Governor - Democrat,,,,,Representative In The General Assembly 181st District - Democrat,,,,5
,Mike Stack,Mark Smith,Brad Koplinski,Mark Critz,Brandon P Neuman,W Curtis Thomas,K Williams Medley,Kenneth T Walker Jr,Emily Rodriguez,5
Mike Stack,2,0,0,0,0,30,9,8,1,5
Mark Smith,,0,0,0,0,3,1,1,0,5
Brad Koplinski,,,0,0,0,1,1,0,0,5
Mark Critz,,,,1,0,1,0,0,0,5
Brandon P Neuman,,,,,0,0,0,0,1,5
W Curtis Thomas,,,,,,8,0,0,0,5
K Williams Medley,,,,,,,1,0,0,5
Kenneth T Walker Jr,,,,,,,,3,0,5
Emily Rodriguez,,,,,,,,,0,5
Total,50,5,2,2,1,43,12,12,2,5
,Lieutenant Governor - Democrat,,,,,Representative In The General Assembly 181st District - Democrat,,,,6
,Mike Stack,Brad Koplinski,Brandon P Neuman,Mark Critz,Mark Smith,W Curtis Thomas,Kenneth T Walker Jr,K Williams Medley,Emily Rodriguez,6
Mike Stack,0,0,0,0,0,25,4,4,2,6
Brad Koplinski,,1,0,0,0,2,0,0,0,6
Brandon P Neuman,,,0,0,0,0,2,0,1,6
Mark Critz,,,,0,0,2,1,0,0,6
Mark Smith,,,,,0,2,1,0,0,6
W Curtis Thomas,,,,,,3,0,0,0,6
Kenneth T Walker Jr,,,,,,,4,0,0,6
K Williams Medley,,,,,,,,2,0,6
Emily Rodriguez,,,,,,,,,0,6
Total,35,3,3,3,3,34,12,6,3,6
,Lieutenant Governor - Democrat,,,,,Representative In The General Assembly 181st District - Democrat,,,,7
,Mike Stack,Mark Smith,Brandon P Neuman,Mark Critz,Brad Koplinski,W Curtis Thomas,Emily Rodriguez,K Williams Medley,Kenneth T Walker Jr,7
Mike Stack,4,0,0,0,0,27,6,5,0,7
Mark Smith,,0,0,0,0,1,0,0,1,7
Brandon P Neuman,,,0,0,0,0,1,0,0,7
Mark Critz,,,,0,0,1,0,0,0,7
Brad Koplinski,,,,,0,0,0,0,0,7
W Curtis Thomas,,,,,,5,0,0,0,7
Emily Rodriguez,,,,,,,1,0,0,7
K Williams Medley,,,,,,,,0,0,7
Kenneth T Walker Jr,,,,,,,,,2,7
Total,42,2,1,1,0,34,8,5,3,7
,Lieutenant Governor - Democrat,,,,,Representative In The General Assembly 181st District - Democrat,,,,8
,Mike Stack,Mark Critz,Brad Koplinski,Brandon P Neuman,Mark Smith,W Curtis Thomas,K Williams Medley,Kenneth T Walker Jr,Emily Rodriguez,8
Mike Stack,1,0,0,0,0,30,13,5,1,8
Mark Critz,,0,0,0,0,4,0,0,0,8
Brad Koplinski,,,1,0,0,1,0,1,0,8
Brandon P Neuman,,,,0,0,2,1,0,0,8
Mark Smith,,,,,0,0,1,0,0,8
W Curtis Thomas,,,,,,9,0,0,0,8
K Williams Medley,,,,,,,1,0,0,8
Kenneth T Walker Jr,,,,,,,,0,0,8
Emily Rodriguez,,,,,,,,,0,8
Total,50,4,3,3,1,46,16,6,1,8
,Lieutenant Governor - Democrat,,,,,Representative In The General Assembly 181st District - Democrat,,,,9
,Mike Stack,Mark Smith,Brad Koplinski,Brandon P Neuman,Mark Critz,K Williams Medley,W Curtis Thomas,Emily Rodriguez,Kenneth T Walker Jr,9
Mike Stack,0,0,0,0,0,8,6,1,0,9
Mark Smith,,0,0,0,0,1,0,0,0,9
Brad Koplinski,,,0,0,0,0,0,0,0,9
Brandon P Neuman,,,,0,0,0,0,0,0,9
Mark Critz,,,,,0,0,0,0,0,9
K Williams Medley,,,,,,0,0,0,0,9
W Curtis Thomas,,,,,,,3,0,0,9
