col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,division
,Representative In Congress 1st District - Democrat,Member Of - Democratic State Committee 3rd Senatorial District,,,,,,,,,,,All
,Robert A Brady,Latrice Y Bryant,Barbara Carroll,Elaine Tomlin,Gwen Collins,David Rodriguez,Edward M Lloyd Jr,Humberto Perez,Karen Voss,Louis Agre,Ruth I Birchett,Dawn Thomas,All
Robert A Brady,24,95,77,69,64,47,38,34,25,18,16,0,All
Latrice Y Bryant,,7,68,65,62,33,36,24,24,19,17,0,All
Barbara Carroll,,,3,67,62,14,18,26,19,15,15,0,All
Elaine Tomlin,,,,1,59,11,17,17,15,12,11,0,All
Gwen Collins,,,,,2,17,22,22,22,17,15,0,All
David Rodriguez,,,,,,9,28,23,16,13,9,0,All
Edward M Lloyd Jr,,,,,,,0,19,20,15,14,0,All
Humberto Perez,,,,,,,,2,21,19,14,0,All
Karen Voss,,,,,,,,,0,17,14,0,All
Louis Agre,,,,,,,,,,1,10,0,All
Ruth I Birchett,,,,,,,,,,,0,0,All
Dawn Thomas,,,,,,,,,,,,0,All
Total,162,111,88,79,75,62,42,42,27,23,17,0,All
,Representative In Congress 1st District - Democrat,Member Of - Democratic State Committee 3rd Senatorial District,,,,,,,,,,,17
,Robert A Brady,Latrice Y Bryant,David Rodriguez,Barbara Carroll,Edward M Lloyd Jr,Gwen Collins,Elaine Tomlin,Humberto Perez,Karen Voss,Ruth I Birchett,Louis Agre,Dawn Thomas,17
Robert A Brady,5,16,11,11,11,8,9,7,5,6,1,0,17
Latrice Y Bryant,,2,8,8,9,9,7,5,5,6,2,0,17
David Rodriguez,,,0,2,6,3,2,5,2,2,1,0,17
Barbara Carroll,,,,0,4,8,7,6,4,5,1,0,17
Edward M Lloyd Jr,,,,,0,5,5,3,5,5,1,0,17
Gwen Collins,,,,,,0,8,5,6,5,3,0,17
Elaine Tomlin,,,,,,,0,3,4,4,1,0,17
Humberto Perez,,,,,,,,0,4,4,3,0,17
Karen Voss,,,,,,,,,0,5,2,0,17
Ruth I Birchett,,,,,,,,,,0,1,0,17
Louis Agre,,,,,,,,,,,0,0,17
Dawn Thomas,,,,,,,,,,,,0,17
Total,31,19,13,12,11,11,10,10,6,6,3,0,17
,Representative In Congress 1st District - Democrat,Member Of - Democratic State Committee 3rd Senatorial District,,,,,,,,,,,18
,Robert A Brady,Elaine Tomlin,Barbara Carroll,Latrice Y Bryant,Gwen Collins,Humberto Perez,David Rodriguez,Edward M Lloyd Jr,Karen Voss,Louis Agre,Ruth I Birchett,Dawn Thomas,18
Robert A Brady,8,48,48,46,38,8,4,4,4,2,2,0,18
Elaine Tomlin,,1,49,46,41,4,3,3,2,1,2,0,18
Barbara Carroll,,,2,45,41,5,2,2,2,1,2,0,18
Latrice Y Bryant,,,,0,37,3,3,4,4,2,2,0,18
Gwen Collins,,,,,1,2,2,2,2,1,1,0,18
Humberto Perez,,,,,,0,4,2,2,1,1,0,18
David Rodriguez,,,,,,,0,3,2,1,1,0,18
Edward M Lloyd Jr,,,,,,,,0,2,1,1,0,18
Karen Voss,,,,,,,,,0,2,1,0,18
Louis Agre,,,,,,,,,,0,0,0,18
Ruth I Birchett,,,,,,,,,,,0,0,18
Dawn Thomas,,,,,,,,,,,,0,18
Total,68,56,55,52,43,9,6,6,4,2,2,0,18
,Representative In Congress 1st District - Democrat,Member Of - Democratic State Committee 3rd Senatorial District,,,,,,,,,,,19
,Robert A Brady,Latrice Y Bryant,David Rodriguez,Edward M Lloyd Jr,Gwen Collins,Humberto Perez,Barbara Carroll,Karen Voss,Louis Agre,Elaine Tomlin,Ruth I Birchett,Dawn Thomas,19
Robert A Brady,3,19,18,15,15,13,11,11,10,9,6,0,19
Latrice Y Bryant,,1,14,15,14,12,10,11,12,9,7,0,19
David Rodriguez,,,2,13,11,10,7,9,9,5,5,0,19
Edward M Lloyd Jr,,,,0,13,11,9,10,10,7,6,0,19
Gwen Collins,,,,,0,13,11,12,11,9,7,0,19
Humberto Perez,,,,,,1,10,12,11,8,7,0,19
Barbara Carroll,,,,,,,1,9,9,8,6,0,19
Karen Voss,,,,,,,,0,10,7,6,0,19
Louis Agre,,,,,,,,,0,8,7,0,19
Elaine Tomlin,,,,,,,,,,0,4,0,19
Ruth I Birchett,,,,,,,,,,,0,0,19
Dawn Thomas,,,,,,,,,,,,0,19
Total,31,22,21,17,17,15,13,12,12,10,7,0,19
,Representative In Congress 1st District - Democrat,Member Of - Democratic State Committee 3rd Senatorial District,,,,,,,,,,,20
,Robert A Brady,David Rodriguez,Latrice Y Bryant,Barbara Carroll,Edward M Lloyd Jr,Humberto Perez,Louis Agre,Karen Voss,Gwen Collins,Elaine Tomlin,Ruth I Birchett,Dawn Thomas,20
Robert A Brady,8,14,14,7,8,6,5,5,3,3,2,0,20
David Rodriguez,,7,8,3,6,4,2,3,1,1,1,0,20
Latrice Y Bryant,,,4,5,8,4,3,4,2,3,2,0,20
Barbara Carroll,,,,0,3,5,4,4,2,3,2,0,20
Edward M Lloyd Jr,,,,,0,3,3,3,2,2,2,0,20
Humberto Perez,,,,,,1,4,3,2,2,2,0,20
Louis Agre,,,,,,,1,3,2,2,2,0,20
Karen Voss,,,,,,,,0,2,2,2,0,20
Gwen Collins,,,,,,,,,1,1,2,0,20
Elaine Tomlin,,,,,,,,,,0,1,0,20
Ruth I Birchett,,,,,,,,,,,0,0,20
Dawn Thomas,,,,,,,,,,,,0,20
Total,32,22,18,8,8,8,6,5,4,3,2,0,20
